N	3gram	Voloshinov_1	Analitik
1	в том что	3	7
2	по отношению к	2	7
3	с другой стороны	5	5
4	в свою очередь	2	4
5	и того же	5	3
6	всех без исключения	4	3
7	до известной степени	1	3
8	то же время	3	3
9	не только не	1	3
10	той или иной	1	3
11	в то же	3	3
12	одного и того	5	3
13	в этом отношении	3	3
14	подобно тому как	1	2
15	том что он	1	2
16	о чем речь	1	2
17	с точки зрения	20	2
18	одной и той	2	2
19	в отличие от	5	2
20	тот или иной	1	2
21	в значительной степени	1	2
22	с одной стороны	1	2
23	сама по себе	2	2
24	тем не менее	2	2
25	во всяком случае	2	2
26	а в том	1	2
27	и прежде всего	2	2
28	можно сказать что	3	2
29	и той же	2	2
30	и в сущности	1	1
31	а между тем	1	1
32	в слове как	1	1
33	к этому же	1	1
34	в первой части	1	1
35	на самом деле	1	1
36	и так сказать	1	1
37	в самом деле	9	1
38	в этом смысле	2	1
39	в этом случае	3	1
40	пор совершенно не	1	1
41	как если бы	2	1
42	до сих пор	8	1
43	в таком случае	2	1
44	хотя бы и	1	1
45	и т.п все	1	1
46	части работы мы	1	1
47	выходит далеко за	1	1
48	не рассчитан на	1	1
49	таким образом в	1	1
50	на этот вопрос	3	1
51	и здесь мы	3	1
52	в основе своей	1	1
53	со всех сторон	2	1
54	в частности как	1	1
55	что было бы	1	1
56	в данном контексте	1	1
57	ту или иную	1	1
58	к субъекту и	1	1
59	не только в	1	1
60	так и в	1	1
61	в применении к	1	1
62	в результате чего	1	1
63	во втором случае	1	1
64	не могут быть	2	1
65	который мог бы	1	1
66	и как бы	1	1
67	по природе своей	1	1
68	так или иначе	1	1
69	субъективного сознания к	1	1
70	в связи с	7	1
71	для того чтобы	3	1
72	совпадая со своей	1	1
73	один и тот	3	1
74	по ту сторону	1	1
75	не менее чем	1	1
76	не может быть	13	1
77	между собой и	1	1
78	отнюдь не является	3	1
79	слова как и	2	1
80	в первом случае	3	1
81	само по себе	1	1
82	и т.п в	3	1
83	этого слова как	1	1
84	как бы ни	1	1
85	вопрос о том	2	1
86	нашего времени не	1	1
87	до тех пор	2	1
88	друг от друга	1	1
89	в большинстве случаев	3	1
90	в гораздо более	1	1
91	в особенности же	1	1
92	во многих отношениях	1	1
93	и тот же	3	1
