N	3gram	Bakhtin_fo_1	FransuaR
1	то же время	9	8
2	в то же	6	8
3	как мы уже	8	5
4	мы уже говорили	3	5
5	и в то	5	4
6	в том числе	4	3
7	и до конца	2	3
8	но и в	2	3
9	для того чтобы	5	3
10	таким образом и	1	3
11	с самого начала	2	3
12	с точки зрения	2	2
13	таким образом все	1	2
14	том числе и	2	2
15	но конечно не	1	2
16	таким образом весь	1	2
17	и в других	4	2
18	с одной стороны	2	2
19	в разных местах	1	2
20	до наших дней	1	2
21	не только в	2	2
22	в то время	3	2
23	и т.п в	1	2
24	о том что	1	2
25	то есть в	1	2
26	но дело в	1	1
27	быть тем чем	1	1
28	и того же	5	1
29	а следовательно и	1	1
30	да и в	1	1
31	зрения на мир	1	1
32	его таким образом	1	1
33	само собой разумеется	2	1
34	дело в том	2	1
35	точном смысле но	1	1
36	мы уже сказали	2	1
37	и до сих	1	1
38	в результате все	1	1
39	были чрезвычайно распространены	1	1
40	одной стороны и	2	1
41	и это отношение	1	1
42	находится в противоречии	1	1
43	на первый план	1	1
44	о которой мы	1	1
45	но все это	1	1
46	до сих пор	3	1
47	как мы сказали	1	1
48	до известной степени	1	1
49	в той же	1	1
50	в чем не	2	1
51	в последующие века	1	1
52	и в дальнейшем	1	1
53	в этом отношении	3	1
54	но в романе	1	1
55	в основу его	1	1
56	в которой совершается	1	1
57	ее целом с	1	1
58	со всех сторон	1	1
59	одно и то	3	1
60	они были в	1	1
61	в это время	1	1
62	тем чем они	1	1
63	как раз в	4	1
64	то время как	2	1
65	она обычно выступает	1	1
66	ничего не осталось	2	1
67	в самом начале	1	1
68	в данном случае	1	1
69	в самую гущу	1	1
70	одной из них	1	1
71	это время и	1	1
72	но в то	1	1
73	в первый раз	1	1
74	в противоречии с	1	1
75	но в качестве	1	1
76	и все его	1	1
77	переходим ко второму	1	1
78	смысле этого слова	1	1
79	ни в чем	2	1
80	и то же	3	1
81	и исторического процесса	1	1
82	а также и	2	1
83	может быть и	2	1
84	в отличие от	2	1
85	и как бы	1	1
86	по природе своей	2	1
87	только и не	1	1
88	как своего рода	1	1
89	в связи с	5	1
90	в самой жизни	1	1
91	в виду что	1	1
92	большую роль в	1	1
93	как мы увидим	1	1
94	так и в	1	1
95	жизни в ее	2	1
96	не может быть	3	1
97	и до наших	1	1
98	в основе этого	1	1
99	характер носит и	1	1
100	играют в нем	1	1
101	мы уже знаем	1	1
102	не только и	1	1
103	в романе не	2	1
104	в нем нет	2	1
105	узком смысле слова	1	1
106	и не столько	1	1
107	в свою очередь	1	1
108	в ее целом	2	1
109	включает в себя	1	1
110	чрезвычайно распространены в	1	1
111	в ее основных	2	1
112	связан и с	1	1
113	одного и того	5	1
114	и все прочие	1	1
115	и в литературе	1	1
116	в дальнейшем в	1	1
117	мы уже указывали	4	1
118	в особенности же	1	1
119	роль в романе	1	1
120	целом с ее	1	1
121	так и по	1	1
122	перестали быть тем	1	1
123	чем они были	1	1
124	в буквальном смысле	2	1
125	в соответствии с	2	1
126	в том что	2	1
127	соответствии с этим	2	1
128	все это не	1	1
129	к тому же	2	1
130	здесь в отличие	1	1
131	один из самых	1	1
132	в том же	1	1
