N	2gram	Propp_Morf_1	Istorich
1	т е	21	29
2	в лес	7	27
3	что он	4	24
4	в сказке	15	21
5	и т	41	19
6	не только	4	18
7	т д	39	18
8	может быть	52	17
9	мы имеем	9	15
10	и в	13	15
11	в лесу	1	15
12	так как	16	14
13	но и	4	14
14	так же	3	13
15	что в	8	12
16	то что	8	12
17	а в	7	12
18	в этом	14	11
19	об этом	4	11
20	в этих	13	11
21	и не	12	11
22	то же	7	10
23	что они	2	10
24	его в	2	10
25	этих случаях	11	10
26	еще не	3	9
27	все же	7	9
28	в другом	2	9
29	с тем	2	9
30	и здесь	5	9
31	потому что	3	9
32	он не	3	8
33	связи с	10	8
34	в сказках	3	8
35	один из	5	8
36	мы увидим	8	8
37	очень много	1	8
38	мы можем	2	8
39	детей в	1	8
40	мы видим	13	8
41	таким образом	21	7
42	том что	4	7
43	не в	3	7
44	ничего не	4	7
45	в животных	3	7
46	и пр	37	7
47	сих пор	1	7
48	связана с	3	6
49	то это	3	6
50	но в	2	6
51	что это	1	6
52	лес и	1	6
53	и что	2	6
54	в его	1	6
55	что и	7	6
56	мы уже	1	6
57	так что	1	6
58	до сих	1	6
59	вход в	1	6
60	наряду с	5	6
61	как бы	3	6
62	видно что	1	6
63	в том	6	6
64	только в	2	6
65	точно так	1	6
66	и есть	2	5
67	представляет собой	17	5
68	как в	3	5
69	с этим	11	5
70	и наконец	1	5
71	имеем в	6	5
72	что она	2	5
73	но все	3	5
74	было бы	3	5
75	этого не	2	5
76	здесь можно	3	5
77	в русской	1	5
78	в иное	5	5
79	на него	3	5
80	видим что	10	5
81	что при	2	5
82	к яге	1	5
83	можно было	2	5
84	так и	6	5
85	она не	2	5
86	к нему	3	5
87	в одном	1	5
88	прежде всего	9	5
89	дочь в	1	5
90	а не	11	5
91	в связи	9	5
92	не может	14	5
93	этом случае	8	5
94	к тому	4	5
95	что эти	2	4
96	иное царство	5	4
97	увидим ниже	5	4
98	и на	1	4
99	в одной	1	4
100	в себе	1	4
101	этот случай	5	4
102	все эти	2	4
103	в этой	2	4
104	три года	3	4
105	при этом	1	4
106	в мифах	1	4
107	таких случаев	2	4
108	они должны	1	4
109	и с	1	4
110	вопрос о	7	4
111	не будем	4	4
112	но он	1	4
113	но они	1	4
114	дело не	2	4
115	того как	2	4
116	для нас	2	4
117	очень часто	6	4
118	из дома	9	4
119	или на	3	4
120	в другой	1	4
121	что здесь	1	4
122	сына в	1	4
123	с одной	1	4
124	его и	2	4
125	в лесной	1	4
126	у нее	1	4
127	у него	1	4
128	тем что	4	4
129	и др	10	4
130	этот мотив	1	4
131	но это	6	4
132	мы должны	3	4
