N	4gram	Losev_Vlad_1	Problema
1	ни в каком случае	1	3
2	в каком случае не	1	3
3	не что иное как	1	2
4	на самом же деле	1	2
5	в то время как	1	2
6	здесь мы имеем дело	1	2
7	есть не что иное	1	2
8	мы имеем дело с	1	1
9	дело в том что	4	1
10	достаточно указать хотя бы	1	1
11	также и то что	1	1
12	и в то же	2	1
13	в чем не заинтересованного	1	1
14	заключается в том чтобы	1	1
15	но даже и с	1	1
16	еще и потому что	2	1
17	и вместе с тем	1	1
18	бы то ни было	1	1
19	мы должны сказать что	1	1
20	иной раз даже и	1	1
21	мы укажем только на	1	1
22	ни в чем не	1	1
23	указать хотя бы на	1	1
24	не содержит в себе	1	1
25	за то что тот	1	1
26	и ни в чем	1	1
27	а иной раз даже	2	1
28	о том что он	2	1
29	не говоря уже о	1	1
