N	3gram	Bakhtin_Pr_3	Problema
1	тем не менее	2	18
2	и т д	2	10
3	для того чтобы	1	8
4	в данном случае	1	8
5	на то что	1	8
6	как раз и	2	7
7	в этом смысле	4	6
8	о том что	2	5
9	в том что	1	5
10	на самом деле	10	4
11	т д и	1	4
12	в конце концов	3	4
13	вовсе не являются	1	4
14	той или иной	2	4
15	в то же	12	4
16	сама по себе	2	4
17	что же касается	1	3
18	и в своей	1	3
19	с точки зрения	4	3
20	до сих пор	1	3
21	и в других	1	3
22	что в нем	2	3
23	может быть и	1	3
24	не знал что	1	3
25	то что он	1	3
26	во всяком случае	5	3
27	то что в	1	3
28	не только не	1	3
29	можно сказать что	1	3
30	с другой стороны	3	3
31	вовсе не является	1	3
32	в виду и	1	2
33	и того же	1	2
34	в этом случае	2	2
35	хотя и не	1	2
36	но как мы	1	2
37	в самом деле	3	2
38	мы вовсе не	1	2
39	по крайней мере	3	2
40	а может быть	2	2
41	это вовсе не	1	2
42	и то что	1	2
43	даже и не	1	2
44	на этот раз	1	2
45	и в этом	2	2
46	так и для	1	2
47	не может быть	6	2
48	и как бы	1	2
49	быть даже и	1	2
50	имел в виду	1	2
51	вовсе не для	1	2
52	и в самом	3	2
53	что может быть	1	2
54	одного и того	1	2
55	в себе все	1	2
56	подобно тому как	2	2
57	может быть даже	3	2
58	если бы он	1	1
59	себя как бы	1	1
60	ее внутренняя жизнь	1	1
61	не говоря ни	1	1
62	а между тем	3	1
63	сводится к тому	2	1
64	вместе с тем	2	1
65	в чем же	1	1
66	и к тому	2	1
67	так до бесконечности	1	1
68	виду и не	1	1
69	никогда не является	1	1
70	но даже и	1	1
71	а не о	1	1
72	в записках из	2	1
73	является как раз	1	1
74	в том же	1	1
75	но в глубине	1	1
76	и это вовсе	1	1
77	не было и	1	1
78	во всей своей	1	1
79	как мы сказали	1	1
80	и в то	5	1
81	а что же	1	1
82	друг на друга	2	1
83	он должен быть	1	1
84	прежде всего ее	1	1
85	на самом же	1	1
86	в этом отношении	1	1
87	того и другого	1	1
88	но для этого	1	1
89	результат того что	1	1
90	и т п	6	1
91	всего то что	1	1
92	с которыми он	1	1
93	никогда не прощу	1	1
94	художественное произведение в	1	1
95	записках из подполья	2	1
96	что же такое	1	1
97	одно и то	1	1
98	в своей статье	1	1
99	действующих лиц в	1	1
100	прежде всего как	1	1
101	но в то	3	1
102	тем что он	2	1
103	остановимся только на	2	1
104	сам не знал	1	1
105	того чтобы она	1	1
106	и то же	1	1
107	так и в	2	1
108	как будто бы	1	1
109	мы так и	1	1
110	и ничего не	1	1
111	его к тому	1	1
112	этом смысле нет	1	1
113	а вовсе не	2	1
114	к той же	1	1
115	тоже не может	1	1
116	бы то ни	4	1
117	в первом и	1	1
118	именно тем что	2	1
119	а не в	2	1
120	в его целом	2	1
121	нас прежде всего	1	1
122	и в том	1	1
123	вот тогда-то и	1	1
124	не чем иным	1	1
125	вскочил с дивана	1	1
126	мы без труда	2	1
127	мы еще не	1	1
128	но в конце	1	1
129	чем иным как	1	1
130	раз и навсегда	1	1
131	да и к	1	1
132	мы можем сказать	1	1
133	к нему и	5	1
134	ни о каком	1	1
135	выходит за пределы	2	1
136	что вы меня	1	1
137	говоря ни слова	1	1
138	а впрочем я	1	1
139	том что все	1	1
140	может и не	1	1
141	как мы уже	1	1
142	в братьях карамазовых	3	1
143	к тому что	1	1
144	в том и	1	1
145	и что он	1	1
146	том и в	1	1
147	что находится в	1	1
148	мы уже указывали	1	1
149	с которыми мы	1	1
150	самом же деле	1	1
151	и может стать	1	1
152	как и в	1	1
153	к тому же	2	1
154	по своему смыслу	2	1
155	и так до	1	1
156	таким образом на	1	1
157	как мы видели	2	1
158	и только в	1	1
159	и в другом	1	1
