N	2gram	Medvedev_F_2	Hudozhes
1	том что	2	16
2	и в	38	14
3	так и	8	13
4	не только	9	12
5	при этом	9	12
6	о том	1	12
7	в том	11	12
8	а не	6	12
9	и т	14	11
10	в себе	1	11
11	в этом	27	11
12	прежде всего	15	11
13	в своей	7	10
14	для него	7	10
15	то же	6	9
16	как и	9	9
17	что он	5	9
18	в качестве	2	9
19	в этой	6	8
20	как в	4	8
21	то что	6	8
22	т п	9	8
23	же время	5	8
24	ничего не	4	8
25	в его	10	8
26	между тем	2	8
27	в то	5	8
28	это не	2	7
29	не в	15	7
30	к тому	4	7
31	уже не	7	7
32	именно в	5	7
33	не может	14	7
34	как бы	4	7
35	а в	6	7
36	в первой	1	6
37	было бы	6	6
38	читателя в	1	6
39	никогда не	2	6
40	что в	7	6
41	самом деле	8	5
42	с его	11	5
43	перед нами	2	5
44	но в	4	5
45	ни в	2	5
46	точки зрения	8	5
47	не менее	1	5
48	и его	21	5
49	потому что	2	5
50	можно было	1	5
51	во второй	2	5
52	только в	6	5
53	может быть	23	5
54	но и	13	5
55	и а	1	5
56	в этих	2	5
57	жизни и	3	5
58	художественного целого	1	4
59	к другому	2	4
60	он уже	1	4
61	и о	2	4
62	в ней	6	4
63	столь же	2	4
64	а только	2	4
65	в своем	1	4
66	и к	4	4
67	в действительности	1	4
68	то в	2	4
69	в самом	16	4
70	та же	2	4
71	на то	1	4
72	он не	6	4
73	и с	9	4
74	несмотря на	1	4
75	тем не	1	4
76	тому что	2	4
77	с ним	2	4
78	она не	2	4
79	связи с	13	4
80	как будто	1	4
81	и это	2	4
82	можно сказать	1	4
83	того что	3	4
84	один из	2	4
85	из них	4	4
86	в конце	2	4
87	как раз	6	4
88	не было	6	4
89	и все	3	4
90	мы узнаем	1	4
91	бытия и	1	4
92	т е	26	4
93	и от	2	4
94	по преимуществу	5	3
95	с точки	7	3
96	едва ли	2	3
97	говорить о	5	3
98	и на	3	3
99	в ее	2	3
100	отнюдь не	8	3
101	идет о	2	3
102	как к	3	3
103	все же	8	3
104	но он	1	3
105	в нем	13	3
