N	3gram	Tiupa_Teor_1	FransuaR
1	то же время	5	9
2	в то же	5	9
3	для того чтобы	1	6
4	в том что	8	6
5	но в то	1	5
6	в связи с	1	5
7	до известной степени	2	4
8	так же как	1	4
9	в том числе	2	4
10	то же самое	1	2
11	дело в том	1	2
12	в одной из	1	2
13	с точки зрения	3	2
14	в отличие от	6	2
15	том числе и	1	2
16	в данном случае	5	2
17	в то время	1	2
18	можно говорить о	1	2
19	не может быть	4	2
20	можно сказать что	2	2
21	как бы в	1	2
22	в большинстве случаев	1	2
23	у нее нет	1	2
24	эту свободу и	1	1
25	том что в	1	1
26	и того же	3	1
27	что иное как	1	1
28	есть в конечном	1	1
29	в той или	1	1
30	на котором он	1	1
31	по отношению к	4	1
32	одним из древнейших	1	1
33	и для других	1	1
34	что он должен	1	1
35	и в то	1	1
36	ни в коем	2	1
37	как это ни	1	1
38	также что в	1	1
39	в основе своей	1	1
40	он ни был	1	1
41	одном и том	1	1
42	одной из своих	1	1
43	может быть и	2	1
44	в коем случае	2	1
45	в значительной степени	1	1
46	не могло быть	2	1
47	в самом начале	2	1
48	и том же	1	1
49	и в этой	1	1
50	нового времени в	1	1
51	в одном случае	1	1
52	является одним из	1	1
53	он оказывается в	1	1
54	все то что	1	1
55	в следующей главе	1	1
56	по ту сторону	1	1
57	в одном и	1	1
58	есть не что	1	1
59	в особенности в	1	1
60	не что иное	1	1
61	как и в	2	1
62	в свою очередь	2	1
63	но он не	1	1
64	о том что	1	1
65	ту же самую	1	1
66	в конечном счете	6	1
67	о мире и	1	1
68	той или иной	1	1
69	но он в	1	1
70	одного и того	3	1
71	друг от друга	1	1
72	в полной мере	1	1
73	из этих двух	1	1
74	но дело в	1	1
75	тем не менее	3	1
76	же точно и	1	1
77	что в основе	2	1
78	так же точно	1	1
79	именно потому что	1	1
80	в своей жизни	1	1
