N	2gram	Tiupa_Vved_1	Literetu
1	а не	15	20
2	и в	13	19
3	может быть	18	17
4	своего рода	10	13
5	то же	5	12
6	и не	12	11
7	как и	11	10
8	в том	10	10
9	и т.п	9	10
10	но и	19	10
11	тогда как	10	9
12	в этом	21	9
13	состоит в	10	9
14	в то	4	9
15	в мире	8	9
16	же время	3	9
17	не может	7	9
18	такого рода	16	9
19	не только	20	8
20	и даже	1	8
21	с другой	5	8
22	слова и	1	7
23	том что	7	7
24	так и	8	7
25	и т.д	5	7
26	с одной	5	7
27	то что	6	7
28	и на	3	6
29	в себе	5	6
30	при этом	26	6
31	[] в	1	6
32	однако в	4	6
33	не менее	4	6
34	себя в	1	6
35	одной стороны	5	6
36	столь же	1	5
37	но не	5	5
38	конечном счете	1	5
39	в принципе	1	5
40	он не	3	5
41	одна из	4	5
42	так в	4	5
43	в конечном	1	5
44	уединенного сознания	1	5
45	в качестве	8	5
46	у нас	1	5
47	на фоне	2	5
48	то есть	8	5
49	того что	6	5
50	вместе с	1	5
51	в сфере	1	4
52	мы не	4	4
53	того же	1	4
54	по отношению	7	4
55	так что	1	4
56	отнюдь не	7	4
57	в рамках	4	4
58	едва ли	3	4
59	человека в	1	4
60	для него	3	4
61	точки зрения	1	4
62	не в	6	4
63	даже в	1	4
64	в области	3	4
65	ли не	2	4
66	в ней	4	4
67	еще в	2	4
68	доктора живаго	1	4
69	в его	4	4
70	один из	3	4
71	каждый из	1	4
72	тем что	2	4
73	прежде всего	7	4
74	в частности	13	4
75	в искусстве	1	4
76	жизни в	4	4
77	другой стороны	2	4
78	жизни и	7	4
79	что в	3	4
80	речь идет	1	3
81	одним из	5	3
82	идет о	1	3
83	тем же	1	3
84	в сущности	1	3
85	и он	1	3
86	во всех	2	3
87	эстетический субъект	1	3
88	как правило	6	3
89	в противовес	3	3
90	как к	1	3
91	поскольку в	1	3
92	в этой	1	3
93	то и	2	3
94	в нем	5	3
95	перестает быть	1	3
96	в их	1	3
97	том чтобы	2	3
98	тем самым	5	3
99	вплоть до	1	3
100	не столько	4	3
101	никогда не	4	3
102	сознания в	3	3
103	и его	5	3
104	данном случае	6	3
105	всей своей	2	3
106	не с	3	3
107	и с	2	3
108	коммуникативное событие	6	3
109	всего лишь	5	3
110	другого в	1	3
111	в художественной	1	3
112	но с	1	3
113	а в	6	3
114	этом отношении	4	3
115	следует признать	4	3
116	и др	1	3
117	со стороны	5	3
118	и жизни	1	3
119	эстетического субъекта	1	3
120	в равной	1	3
121	в данном	13	3
122	а именно	1	3
123	но это	3	3
124	в культуре	1	3
125	в начале	3	3
126	и для	3	3
127	что он	1	3
128	отношению к	7	3
129	е годы	1	2
130	и до	1	2
131	являет собой	2	2
132	той же	1	2
133	на первом	1	2
134	на себя	1	2
135	с ее	1	2
136	жизни как	1	2
137	из того	1	2
138	в каждой	1	2
139	к своему	1	2
140	но как	1	2
141	если в	2	2
142	в е	2	2
143	в истории	1	2
144	без другого	1	2
145	в художественном	1	2
146	все же	6	2
147	как уже	1	2
148	и наконец	2	2
149	и к	2	2
150	но в	6	2
151	в противоположность	1	2
152	то в	1	2
153	со своей	1	2
154	в целом	3	2
155	представляет собой	15	2
156	в нашем	6	2
157	как он	2	2
158	о которой	2	2
159	и сам	1	2
160	на жизнь	1	2
161	подобно тому	2	2
162	на этом	1	2
163	при которой	3	2
164	и иных	1	2
165	художественного письма	7	2
166	однако его	1	2
167	в жизни	4	2
168	в них	2	2
169	все равно	2	2
170	соответствии с	6	2
171	с тем	1	2
172	он и	2	2
173	и еще	1	2
174	как бы	4	2
175	не к	4	2
176	что я	1	2
177	случае это	1	2
178	не ведающего	1	2
179	тем не	3	2
180	по крайней	1	2
181	из ключевых	1	2
182	не по	1	2
183	в основе	3	2
184	но только	1	2
185	с читателем	1	2
186	не вполне	3	2
187	могут быть	4	2
188	восходит к	2	2
189	для себя	1	2
190	в виду	1	2
191	не могу	1	2
192	в ее	1	2
193	коммуникативного события	5	2
194	еще не	7	2
195	о том	5	2
196	картина мира	12	2
197	и что	1	2
198	для нас	2	2
199	а также	8	2
200	путь к	1	2
201	и только	1	2
202	крайней мере	1	2
203	в него	1	2
204	было бы	4	2
205	могло бы	3	2
206	тот же	1	2
207	в какой	4	2
208	к адресату	1	2
209	потому что	5	2
210	уже не	5	2
211	уже в	1	2
212	свидетельствует о	4	2
213	из них	1	2
214	не так	1	2
215	равной степени	1	2
216	в одном	1	2
217	в конце	1	2
218	что и	2	2
219	вовсе не	1	2
220	при всей	2	2
221	у него	1	2
222	как раз	2	2
223	где в	3	2
224	наконец в	1	2
225	что не	1	2
226	не было	2	2
227	до конца	3	2
228	мира в	8	2
229	как это	1	2
230	жизни а	1	2
231	из которых	1	2
232	тому как	2	2
233	на свете	1	2
234	быть не	4	2
235	этом случае	1	2
236	и нет	1	2
237	при всем	1	2
238	не является	3	2
239	в результате	3	2
240	а к	3	2
241	в третьем	1	2
242	хотя бы	1	2
243	с ним	3	2
244	же в	1	2
245	не знает	1	2
246	сознания на	1	2
247	присутствия в	7	2
248	что ты	1	2
249	героя в	1	2
250	к этой	1	2
251	в своих	2	2
252	все что	3	2
253	том числе	1	2
254	и вновь	3	2
255	в движение	1	1
256	своего и	2	1
257	начинается с	1	1
258	которого в	1	1
259	с классической	1	1
260	перед лицом	1	1
261	от своей	1	1
262	в первом	2	1
263	в строгом	1	1
264	смерть в	1	1
265	начале х	1	1
266	должна быть	2	1
267	из всех	1	1
268	текста как	1	1
269	в предсмертном	1	1
270	мы имеем	5	1
271	и само	1	1
272	как мы	3	1
273	весьма значимая	1	1
274	таком взгляде	1	1
275	сведена к	1	1
276	следует вести	1	1
277	в становлении	1	1
278	он как	1	1
279	исследования в	1	1
280	и чужого	2	1
281	к бытию	1	1
282	первого и	2	1
283	пребывания в	1	1
284	прошлого опыта	1	1
285	он сам	1	1
286	этот текст	1	1
287	взгляде на	1	1
288	по воле	2	1
289	истории в	5	1
290	на своих	1	1
291	сказать и	1	1
292	во внутренний	1	1
293	романе доктор	1	1
294	самом деле	3	1
295	при жизни	1	1
296	то он	2	1
297	принадлежит не	1	1
298	в новом	1	1
299	художественной словесности	2	1
300	отличие от	2	1
301	общий знаменатель	1	1
302	относится к	1	1
303	которые не	1	1
304	это мир	2	1
305	писателя в	1	1
306	вследствие чего	1	1
307	как в	4	1
308	о.м фрейденберг	1	1
309	стороны и	1	1
310	о жизни	2	1
311	есть в	2	1
312	позиция субъекта	1	1
313	однако не	1	1
314	эффективным средством	1	1
315	не наиболее	1	1
316	в этот	2	1
