N	2gram	Medvedev_V_1	Komedia
1	и в	26	26
2	и не	19	14
3	и его	6	12
4	к тому	4	12
5	так и	5	12
6	тому же	1	11
7	может быть	22	11
8	в том	15	11
9	в этом	26	10
10	на протяжении	1	10
11	но и	10	10
12	том что	8	9
13	если бы	3	9
14	вместе с	7	9
15	что в	10	9
16	было бы	7	8
17	не только	25	7
18	на себя	1	7
19	что и	3	7
20	из них	9	7
21	ли не	2	7
22	еще не	2	6
23	в своем	8	6
24	о том	10	6
25	в нем	6	6
26	таким образом	31	6
27	в то	6	6
28	того чтобы	3	6
29	потому что	1	6
30	во время	3	6
31	то что	6	6
32	в которой	2	5
33	с его	3	5
34	что он	4	5
35	в истории	1	5
36	с этим	3	5
37	для того	3	5
38	а затем	2	5
39	ни в	1	5
40	на основании	8	5
41	с тем	3	5
42	один из	5	5
43	действующих лиц	5	5
44	в качестве	11	5
45	к этому	9	5
46	уже в	1	4
47	более чем	1	4
48	хотя и	2	4
49	в самом	4	4
50	в целом	4	4
51	из этих	7	4
52	это было	1	4
53	в них	4	4
54	как и	7	4
55	в этих	1	4
56	тому что	6	4
57	не менее	2	4
58	не по	2	4
59	судя по	1	4
60	как будто	1	4
61	больше того	1	4
62	как мы	1	4
63	в в	1	4
64	что у	2	4
65	можно было	2	4
66	еще в	1	4
67	его в	3	4
68	между тем	5	4
69	в его	14	4
70	только в	7	4
71	до нас	2	4
72	же в	6	4
73	в начале	1	4
74	у него	6	4
75	на этот	1	4
76	что для	3	4
77	прежде всего	13	4
78	мира в	1	4
79	в частности	11	4
80	как это	12	4
81	о его	2	4
82	все же	5	4
83	и для	2	4
84	и от	3	4
85	одной из	1	4
86	точки зрения	3	4
87	речь идет	1	3
88	например в	3	3
89	становится в	1	3
90	в котором	3	3
91	то же	10	3
92	в их	5	3
93	вопрос о	1	3
94	похожи на	1	3
95	это время	1	3
96	в ней	2	3
97	что его	2	3
98	во всех	6	3
99	но не	2	3
100	по отношению	7	3
101	как в	1	3
102	но в	2	3
103	так или	1	3
104	в этой	4	3
105	как он	2	3
106	друг другу	1	3
107	человека в	2	3
108	в каждом	2	3
109	при всем	3	3
110	не имеет	1	3
111	того как	1	3
112	в самой	1	3
113	же время	5	3
114	связи с	4	3
115	что на	1	3
116	многие из	2	3
117	и сам	1	3
118	то время	1	3
119	в образе	2	3
120	и поэтому	1	3
121	дело с	1	3
122	ответ на	1	3
123	мы знаем	3	3
124	и их	3	3
125	представить себе	2	3
126	друг друга	1	3
127	тем что	1	3
128	даже не	2	3
129	или иначе	1	3
130	не было	7	3
131	так называемой	1	3
132	о чем	2	3
133	в связи	3	3
134	и особенно	1	3
135	из которых	2	3
136	отношению к	7	3
137	да и	1	3
138	войны и	2	3
139	с этой	1	3
140	все это	10	3
141	или в	3	3
142	для нас	1	3
143	а в	3	3
144	в своей	4	3
145	жизни и	3	3
146	по поводу	2	3
147	том числе	2	3
148	не может	17	3
149	как известно	2	2
150	также что	2	2
151	и т	23	2
152	одним из	5	2
153	и есть	5	2
154	для пего	1	2
155	из его	3	2
156	мы имеем	3	2
157	время как	1	2
158	говорить о	2	2
159	не вполне	2	2
160	то это	2	2
161	в виду	4	2
162	он был	1	2
163	есть для	1	2
164	в ее	4	2
165	и другие	1	2
166	если в	2	2
167	силу этого	4	2
168	отнюдь не	3	2
169	этом же	2	2
170	целый ряд	1	2
171	достаточно ясно	1	2
172	что по	1	2
173	бы и	6	2
174	платон в	1	2
175	чуть ли	2	2
176	ни одна	2	2
177	роль в	4	2
178	в философии	4	2
179	и если	1	2
180	что она	2	2
181	не следует	8	2
182	три года	2	2
183	после этого	2	2
184	он не	2	2
185	и еще	1	2
186	в силу	11	2
187	что ни	2	2
188	на этом	1	2
189	же не	1	2
190	об этом	9	2
191	связанных с	1	2
192	это не	7	2
193	этом смысле	1	2
194	как видно	1	2
195	не всегда	1	2
196	всяком случае	1	2
197	признать что	1	2
198	которые в	2	2
199	не в	6	2
200	в конце	3	2
201	как видим	8	2
202	вовсе не	3	2
203	даже в	5	2
204	начинает с	1	2
205	одна из	4	2
206	в одном	4	2
207	что их	1	2
208	с достаточной	1	2
209	не столь	3	2
210	не является	5	2
211	в духе	1	2
212	самой общей	1	2
213	на это	2	2
214	от которой	1	2
215	и это	1	2
216	в театре	1	2
217	как не	1	2
218	говоря уже	1	2
219	и что	1	2
220	после того	1	2
221	в пользу	2	2
222	и во	1	2
223	и все	1	2
224	под именем	1	2
225	вслед за	2	2
226	наконец в	1	2
227	у поэтов	1	2
228	даже на	1	2
229	и дает	1	2
230	с ними	4	2
231	в какой	1	2
232	и ее	4	2
233	с одной	2	2
234	и у	2	2
235	является не	4	2
236	т п	9	2
237	не для	1	2
238	отношение к	1	2
239	от того	2	2
240	нет и	3	2
241	видно из	3	2
242	и к	3	2
243	до сих	1	2
244	с другой	11	2
245	и тех	1	2
246	дошедших до	1	2
247	одной стороны	2	2
248	ходов и	1	2
249	для их	1	2
250	что из	1	2
251	если не	1	2
252	уже о	1	2
253	по своему	1	2
254	в течение	2	2
255	в той	1	2
256	как бы	5	2
257	реакции на	1	2
258	сих пор	1	2
259	каждой из	2	2
260	бы в	3	2
261	еще более	1	2
262	хотя бы	19	2
263	не говоря	1	2
264	от всех	1	2
265	к его	2	2
266	правило в	1	2
267	частности в	2	2
268	во всяком	1	2
269	говоря о	1	1
270	самом деле	1	1
271	сил и	3	1
272	не обходится	3	1
273	следует видеть	1	1
274	что эти	1	1
275	и этот	2	1
276	общественных отношений	1	1
277	по его	2	1
278	обойтись без	1	1
279	сравнению с	1	1
280	путь для	1	1
281	это что	1	1
282	обходится без	1	1
283	не слишком	1	1
284	на эти	2	1
285	творчества с	1	1
286	получить в	1	1
287	из сказанного	1	1
288	а для	2	1
289	в достаточно	1	1
290	и первой	1	1
291	о роли	1	1
292	э по	2	1
293	в каждой	1	1
294	них по	1	1
295	теперь на	1	1
296	чем отличается	1	1
297	собой в	1	1
298	между собой	1	1
299	все эти	6	1
300	не был	1	1
301	в различных	2	1
302	в чем	2	1
303	и мира	1	1
304	это видно	2	1
305	свидетельства о	1	1
306	значение и	1	1
307	конечном счете	5	1
308	каком направлении	1	1
309	в общем	2	1
310	состоял в	1	1
311	неожиданное появление	1	1
312	в свои	1	1
313	ли эта	1	1
314	чем же	4	1
315	опирается на	1	1
316	общего с	1	1
317	не раскрывается	1	1
318	в художественном	10	1
319	стороны он	1	1
320	еще больше	1	1
321	и слова	1	1
322	не являются	1	1
323	мертвых душ	1	1
324	более или	6	1
325	следующим образом	3	1
326	с нею	2	1
327	роль играет	1	1
328	не приходится	2	1
329	привести к	1	1
330	только два	1	1
331	сил в	1	1
332	что автор	1	1
333	к достижению	1	1
334	в себе	6	1
335	на его	1	1
336	главным образом	7	1
337	было сделано	1	1
338	время и	1	1
339	видеть в	2	1
340	евгения онегина	1	1
341	трудностей и	1	1
342	его от	2	1
343	в характере	1	1
344	в понятие	1	1
345	а вместе	1	1
346	приходится говорить	2	1
347	для характеристики	1	1
348	в другом	2	1
349	пока в	1	1
350	его не	3	1
351	в ход	1	1
352	бы быть	1	1
353	а по	1	1
354	не нашел	1	1
355	с целью	1	1
356	не определяющие	1	1
357	знает что	1	1
358	входит в	1	1
359	в соответствии	1	1
360	по себе	2	1
361	в жизни	2	1
362	он же	5	1
363	ни одной	1	1
364	соответствии с	1	1
365	и определяет	1	1
366	необходимость в	2	1
367	со своими	1	1
368	которой он	1	1
369	он и	2	1
370	мы видели	3	1
371	которых особенно	1	1
372	их автора	1	1
373	следует забывать	1	1
374	или менее	6	1
375	и при	5	1
376	и без	1	1
377	же направлении	1	1
378	не столько	2	1
379	это подтверждается	1	1
380	от его	2	1
381	значение для	1	1
382	в памяти	1	1
383	для многих	2	1
384	только для	1	1
385	образом и	1	1
386	начнем с	2	1
387	обращение к	1	1
388	творчества это	1	1
389	их в	6	1
390	как от	2	1
391	том же	6	1
392	не требуется	1	1
393	в устах	1	1
394	что например	2	1
395	освободиться от	1	1
396	не составлял	1	1
397	дня и	1	1
398	эта мысль	1	1
399	что эта	1	1
400	с которой	1	1
401	и традиционных	1	1
402	чувства в	1	1
403	на себе	1	1
404	как о	2	1
405	в основе	1	1
406	пишет для	1	1
407	от жизни	1	1
408	иметь в	2	1
409	та или	1	1
410	однако если	1	1
411	никогда не	4	1
412	имеем дело	1	1
413	относят к	1	1
414	автор не	1	1
415	со своим	2	1
416	сводится к	3	1
417	из того	1	1
418	в области	2	1
419	в каком	1	1
420	отдельных его	1	1
421	и некоторые	1	1
422	того обстоятельства	1	1
423	нет ни	2	1
424	мало чем	1	1
425	освобождает его	1	1
426	обстоятельства что	1	1
427	положение как	1	1
428	отличается от	2	1
429	числе и	2	1
430	установить в	2	1
431	бы он	1	1
432	той или	1	1
433	для его	4	1
434	именно таким	1	1
435	они и	1	1
436	из себя	2	1
437	должен быть	4	1
438	приходит к	1	1
439	очень точно	1	1
440	и служит	1	1
441	на основе	5	1
442	что представлял	1	1
443	были у	1	1
444	мысль о	2	1
445	в пределах	5	1
446	приводит к	5	1
447	произведения и	7	1
448	если они	1	1
449	в нескольких	1	1
450	том случае	1	1
451	было в	2	1
452	реальной жизни	1	1
453	каждого из	1	1
454	в социальном	1	1
455	образы в	1	1
456	остается только	1	1
457	по сравнению	1	1
458	но у	1	1
459	жизнь и	1	1
460	не имели	1	1
461	является в	1	1
462	соответствует ли	1	1
463	о котором	1	1
464	остановимся на	2	1
465	с ним	1	1
466	на море	1	1
467	покончить с	1	1
468	в порядке	5	1
469	а также	1	1
470	зрения на	1	1
471	внимание на	1	1
472	и та	1	1
473	никак не	1	1
474	была найдена	1	1
475	первого из	1	1
476	и большого	1	1
477	все его	2	1
478	служит для	1	1
479	материал для	1	1
480	той социальной	1	1
481	ему же	1	1
482	от них	2	1
483	хотя у	1	1
484	лица и	2	1
485	во всей	2	1
486	быть даже	1	1
487	и ни	1	1
488	с отцовской	1	1
489	даже для	1	1
490	первого акта	1	1
491	если это	1	1
492	без нее	1	1
493	с отдельными	1	1
494	как например	2	1
495	социальной направленности	1	1
496	обе эти	1	1
497	образов и	4	1
498	мы видим	1	1
499	речи о	1	1
500	что даже	2	1
501	с каждым	1	1
502	кстати сказать	1	1
503	пор не	1	1
504	сюжетов и	2	1
505	очень много	1	1
506	приходит в	1	1
507	они могут	1	1
508	по этому	9	1
509	тот или	1	1
510	рядового человека	2	1
511	конечно не	1	1
512	и детей	1	1
513	только на	1	1
514	ни одного	2	1
515	существу своему	1	1
516	свое творческое	1	1
517	свидетельствует о	1	1
518	ознакомиться с	1	1
519	не все	1	1
520	в сознании	4	1
521	и явно	1	1
522	целого ряда	2	1
523	от других	1	1
524	этому вопросу	1	1
525	был прав	1	1
526	системе образов	1	1
527	к каким	1	1
528	для него	8	1
529	в известной	1	1
530	могло бы	2	1
531	содержания и	1	1
532	не о	2	1
533	на четыре	1	1
534	идет в	1	1
535	при отсутствии	1	1
536	с творчеством	1	1
537	как раз	3	1
538	нее не	1	1
539	известно о	1	1
540	значительную роль	1	1
541	были бы	1	1
542	имели бы	1	1
543	и даже	2	1
544	или иной	2	1
545	традиционных масок	1	1
546	и из	1	1
547	не один	1	1
548	не обязательно	1	1
549	и создает	1	1
550	и образов	5	1
551	более осторожно	1	1
552	что не	3	1
553	говорит о	7	1
554	как можно	1	1
555	к более	1	1
556	у нас	2	1
557	в любой	1	1
558	что поэты	1	1
559	этого не	1	1
560	и самый	1	1
561	не означает	1	1
562	эту возможность	1	1
563	а не	7	1
564	другой стороны	8	1
565	спустя три	1	1
566	деятельности человека	3	1
567	гете и	2	1
568	подчеркивают в	1	1
569	самого начала	1	1
570	на многие	1	1
571	жизнь в	1	1
572	несмотря на	1	1
573	всего этого	1	1
574	свою очередь	1	1
575	в творчестве	3	1
576	него в	3	1
577	в отражении	1	1
578	приводит в	1	1
579	без труда	1	1
580	он говорит	5	1
581	любой из	1	1
582	в сферу	1	1
583	основное содержание	1	1
584	именно в	2	1
585	образом на	1	1
586	по существу	3	1
587	исходя из	1	1
588	в состоянии	1	1
589	персонажей в	1	1
590	еще раз	1	1
591	нам приходится	1	1
592	но даже	3	1
593	показывают что	3	1
594	в более	1	1
595	может служить	1	1
596	сюжета и	2	1
597	было еще	1	1
598	этого рода	2	1
599	случае если	1	1
600	не пишет	2	1
601	его творчества	1	1
602	из действующих	1	1
603	в результате	5	1
604	это как	1	1
605	у первого	1	1
606	когда он	3	1
607	ее и	1	1
608	и опирается	1	1
609	огромную роль	2	1
610	то о	2	1
611	своих героев	2	1
612	и как	3	1
613	будто бы	2	1
614	том чтобы	2	1
615	которые его	1	1
616	вот этот	1	1
617	хотя в	1	1
618	в искусстве	6	1
619	утверждал что	1	1
620	в системе	2	1
621	в стихах	1	1
622	а н	1	1
623	к ее	1	1
624	этой области	3	1
625	нет ничего	1	1
626	между ними	3	1
627	героя и	1	1
628	его последователей	1	1
629	из тех	1	1
630	сказать что	5	1
631	сообщает о	1	1
632	равно как	4	1
633	если верить	1	1
634	в свою	1	1
635	забывать что	1	1
636	какой мере	1	1
637	всех других	3	1
638	в последнем	2	1
639	или иного	1	1
640	по которой	1	1
641	т е	18	1
642	бы его	1	1
643	для определенного	1	1
644	того или	2	1
645	так же	3	1
646	как на	3	1
