N	3gram	Vinokur_St_1	Analitik
1	о том что	11	6
2	в том что	17	6
3	в данном случае	6	5
4	по отношению к	3	4
5	с одной стороны	2	4
6	и в этом	3	4
7	в этом случае	2	4
8	мы имеем дело	1	3
9	в этом отношении	7	3
10	по крайней мере	2	3
11	содержит в себе	1	3
12	того или иного	4	3
13	той или иной	1	3
14	тем не менее	2	3
15	как и в	2	3
16	в обоих случаях	1	2
17	в этом смысле	1	2
18	в соответствии с	1	2
19	с точки зрения	8	2
20	в то же	4	2
21	можно было бы	8	2
22	и то что	2	2
23	не только в	4	2
24	с другой стороны	6	2
25	то же время	4	2
26	и в самом	3	2
27	в этой системе	1	2
28	на то что	4	2
29	во всех прочих	1	1
30	а между тем	1	1
31	одних и тех	1	1
32	сказать что в	3	1
33	должна была бы	3	1
34	это слово в	1	1
35	одним и тем	2	1
36	в первой строфе	2	1
37	и даже не	2	1
38	внимание на то	1	1
39	свидетельствует о том	1	1
40	иного из этих	1	1
41	в стилистическом отношении	1	1
42	хотя бы и	2	1
43	сами по себе	1	1
44	самом деле не	1	1
45	из того же	1	1
46	но и в	2	1
47	каждом отдельном случае	1	1
48	во всех этих	1	1
49	с другой и	1	1
50	на этот вопрос	1	1
51	что же до	1	1
52	и тех же	1	1
53	в равной мере	2	1
54	не хотелось бы	1	1
55	в применении к	3	1
56	в таких случаях	1	1
57	и тем же	2	1
58	ответ на вопрос	1	1
59	на этот раз	2	1
60	ведь и сам	1	1
61	ровным счетом ничего	1	1
62	имеем дело с	2	1
63	так или иначе	2	1
64	текста как и	1	1
65	не так уж	1	1
66	в первую очередь	2	1
67	в целом ряде	1	1
68	в целом я	1	1
69	в свое время	2	1
70	а в том	1	1
71	только то что	1	1
72	по поводу того	1	1
73	не может быть	5	1
74	ответ на этот	1	1
75	том смысле что	1	1
76	заключается в том	3	1
77	например во всех	1	1
78	другой стороны и	1	1
79	или иного из	1	1
80	в самом деле	5	1
81	речь идет о	2	1
82	в каждом отдельном	1	1
83	то что она	1	1
84	в том-то и	1	1
85	в том смысле	2	1
86	к тому что	1	1
87	этого слова он	1	1
88	дело не в	2	1
89	он не только	1	1
90	точно так же	1	1
