N	2gram	Losev_Prob_2	Tragedij
1	и в	35	18
2	в этом	17	9
3	не только	24	8
4	он сам	3	7
5	и с	10	7
6	и на	5	7
7	может быть	18	7
8	как бы	4	7
9	и не	37	7
10	но в	6	6
11	и его	1	6
12	что он	4	6
13	то же	5	5
14	все же	8	5
15	что это	1	5
16	это не	1	5
17	как и	5	5
18	несмотря на	3	5
19	в то	6	5
20	в дальнейшем	1	5
21	так и	7	5
22	это очень	1	5
23	не может	13	5
24	я не	1	4
25	еще не	10	4
26	в себе	5	4
27	в целом	3	4
28	в этой	9	4
29	в нем	1	4
30	об этом	2	4
31	том что	19	4
32	и что	13	4
33	но и	16	4
34	и даже	11	4
35	прежде всего	11	4
36	так же	5	4
37	но это	6	4
38	все это	4	4
39	что в	11	4
40	и все	5	4
41	то что	38	4
42	отнюдь не	5	3
43	как в	1	3
44	в своем	4	3
45	и как	4	3
46	все эти	7	3
47	при этом	3	3
48	то есть	39	3
49	должно быть	2	3
50	тем самым	7	3
51	что с	2	3
52	о чем	6	3
53	с ее	1	3
54	и сам	2	3
55	iii в	1	3
56	с ним	1	3
57	к нему	2	3
58	в его	7	3
59	один из	3	3
60	уже в	3	3
61	никто не	3	3
62	в конце	7	3
63	как будто	6	3
64	как это	1	3
65	из самых	2	2
66	и до	1	2
67	она все	1	2
68	что эти	1	2
69	никогда не	1	2
70	и то	10	2
71	он был	1	2
72	не был	4	2
73	столь же	1	2
74	с его	1	2
75	автора но	1	2
76	отношение к	1	2
77	тут же	8	2
78	не просто	11	2
79	так что	11	2
80	перед нами	2	2
81	в самом	5	2
82	бы и	7	2
83	то и	4	2
84	он не	2	2
85	что она	4	2
86	но все	2	2
87	что все	6	2
88	его в	3	2
89	знает что	2	2
90	в глазах	1	2
91	ни в	6	2
92	с тем	3	2
93	не мог	1	2
94	вопрос о	3	2
95	но эта	3	2
96	не в	2	2
97	раз и	5	2
98	но они	1	2
99	одна из	3	2
100	я буду	1	2
101	не имеет	7	2
102	не могут	4	2
103	к тому	3	2
104	и это	5	2
105	но при	2	2
106	данном случае	5	2
107	он вообще	3	2
108	еще в	2	2
109	ничего не	10	2
110	и здесь	4	2
111	о том	18	2
112	времени в	1	2
113	что и	2	2
114	в том	12	2
115	собой но	2	2
116	между этими	2	2
117	и ее	2	2
118	уже не	8	2
119	в виде	6	2
120	не так	2	2
121	в известной	1	2
122	в одном	1	2
123	друг друга	1	2
124	тем что	4	2
125	как же	4	2
126	только к	1	2
127	говорит о	1	2
128	до конца	1	2
129	ничем не	2	2
130	по контрасту	1	2
131	с первого	1	2
132	в данном	10	2
133	о его	1	2
134	она должна	2	2
135	еще раз	1	2
136	от всего	3	2
137	потому что	13	2
138	состоит из	2	2
139	в частности	5	2
140	только о	8	2
141	по поводу	2	2
142	в таком	11	2
143	точно так	3	2
144	ли мы	2	1
145	ту же	1	1
146	и т	6	1
147	одним из	1	1
148	в сфере	1	1
149	сам по	1	1
150	и др	2	1
151	самом деле	4	1
152	это и	3	1
153	и есть	4	1
154	от самого	2	1
155	в какой-то	2	1
156	должна быть	1	1
157	той же	2	1
158	то для	1	1
159	связаны между	2	1
160	исследования в	2	1
161	не вполне	4	1
162	на себя	1	1
163	ему в	1	1
164	а теперь	1	1
165	в виду	8	1
166	в ней	2	1
167	литературы и	1	1
168	представляет собой	2	1
169	между собой	5	1
170	без которой	2	1
171	это же	1	1
172	во всех	2	1
173	у которой	1	1
174	но не	4	1
175	но как	6	1
176	в голове	2	1
177	значение и	8	1
178	концов сам	1	1
179	большое значение	1	1
180	в настоящем	1	1
181	к сожалению	6	1
182	в истории	3	1
183	опирается на	1	1
184	что именно	1	1
185	он перестает	1	1
186	мысль о	2	1
187	и наконец	3	1
188	и хотя	2	1
189	чего же	2	1
190	то в	1	1
191	свое происхождение	1	1
192	бы не	3	1
193	за себя	1	1
194	имеет для	1	1
195	только один	3	1
196	если он	1	1
197	не могла	1	1
198	человек не	2	1
199	и если	3	1
200	вообще не	4	1
201	что без	2	1
202	так сказать	1	1
203	перестает быть	3	1
204	и еще	1	1
205	не значит	2	1
206	что нужно	1	1
207	содержит в	2	1
208	что тут	1	1
209	и по	3	1
210	на этом	1	1
211	на свете	4	1
212	таким образом	4	1
213	от нее	1	1
214	здесь мы	3	1
215	же не	1	1
216	для характеристики	1	1
217	в другом	1	1
218	и чтобы	1	1
219	лишь в	3	1
220	это было	2	1
221	заключается в	4	1
222	а это	3	1
223	ни разу	1	1
224	этом мы	1	1
225	но уже	5	1
226	в них	2	1
227	эту тему	2	1
228	которой он	4	1
229	для чего	1	1
230	говорится о	2	1
231	с такой	1	1
232	очень важный	1	1
233	перед собой	1	1
234	но я	1	1
235	или вообще	4	1
236	время даже	1	1
237	но если	4	1
238	и при	2	1
239	в такой	2	1
240	если можно	1	1
241	представление о	5	1
242	сама собой	4	1
243	должны были	3	1
244	есть смысл	1	1
245	сам же	1	1
246	я скажу	1	1
247	и один	1	1
248	тем не	12	1
249	речи в	1	1
250	не могли	1	1
251	с такими	1	1
252	на всю	2	1
253	по себе	8	1
254	тому что	3	1
255	не менее	13	1
256	не раз	1	1
257	что эта	1	1
258	она не	3	1
259	на земле	1	1
260	самого начала	2	1
261	и непосредственного	1	1
262	но только	4	1
263	значение этого	2	1
264	только не	3	1
265	излишним и	2	1
266	и всегда	1	1
267	символическое значение	1	1
268	бы сказали	1	1
269	или как	2	1
