N	2gram	Propp_Isto_2	Problemy
1	и в	15	35
2	как бы	6	31
3	и не	11	27
4	что он	24	24
5	в его	6	21
6	но в	6	19
7	как и	2	18
8	к себе	2	18
9	не может	5	18
10	в нем	7	16
11	то же	10	15
12	в сущности	2	14
13	в этом	11	14
14	и его	3	14
15	может быть	17	14
16	но и	14	14
17	все это	3	14
18	он не	8	13
19	к нему	5	13
20	и с	4	12
21	в другом	9	12
22	прежде всего	5	12
23	и к	1	12
24	в пределах	1	11
25	в то	1	11
26	самом деле	2	10
27	не только	18	10
28	не в	7	10
29	то что	12	10
30	на самом	2	9
31	мы уже	6	8
32	я не	2	8
33	все же	9	8
34	самого начала	2	8
35	как мы	1	8
36	с самого	2	8
37	так и	5	8
38	себя и	2	8
39	и для	2	8
40	потому что	9	8
41	еще не	9	7
42	с его	1	7
43	и наконец	5	7
44	там где	1	7
45	таким образом	7	7
46	вовсе не	1	7
47	так же	13	7
48	что же	1	7
49	с ним	1	7
50	а в	12	7
51	отношению к	3	7
52	и на	4	6
53	он сам	1	6
54	но не	2	6
55	по отношению	3	6
56	что они	10	6
57	в самом	1	6
58	что у	2	6
59	у меня	1	6
60	к тому	5	6
61	в одном	5	6
62	и что	6	6
63	только в	6	6
64	слова в	2	6
65	но это	4	6
66	от него	1	6
67	не знает	2	6
68	что в	12	6
69	и то	2	5
70	как в	5	5
71	в себе	4	5
72	он и	3	5
73	даже в	1	5
74	я вас	1	5
75	во время	2	5
76	на него	5	5
77	да и	2	5
78	его с	1	5
79	и это	3	5
80	я теперь	1	5
81	в глаза	2	5
82	в том	6	5
83	с ними	2	5
84	так что	6	5
85	к самому	1	5
86	к своему	1	5
87	как к	1	5
88	этого слова	1	5
89	героя в	1	5
90	так чтобы	1	4
91	он в	3	4
92	же и	3	4
93	что это	6	4
94	но на	1	4
95	на его	2	4
96	друг с	1	4
97	но все	5	4
98	из своего	1	4
99	его в	10	4
100	в них	1	4
101	в эту	2	4
102	в своей	1	4
103	но он	4	4
104	по себе	1	4
105	никогда не	15	4
106	во всем	1	4
107	как будто	3	4
108	его за	1	4
109	говорили что	2	4
110	говорит он	1	4
111	которым он	1	4
112	и так	2	4
113	только на	1	4
114	так как	14	4
115	у него	4	4
116	тем что	4	4
117	с другой	2	4
118	и прежде	1	4
119	с другом	1	4
120	что не	1	4
121	до конца	1	4
122	а не	5	4
123	но как	1	4
124	по своему	1	4
125	вот как	1	4
126	в той	1	4
127	тот же	1	4
128	что ты	1	4
129	себя как	1	3
130	это и	1	3
131	за собой	1	3
132	высшей степени	1	3
133	говорить о	1	3
134	и со	1	3
135	в виду	2	3
136	во всех	2	3
137	а он	1	3
138	герою и	1	3
139	в одной	4	3
140	с этим	5	3
141	когда он	3	3
142	его к	1	3
143	в целом	1	3
144	все эти	4	3
145	тому же	2	3
146	него и	1	3
147	было бы	5	3
148	в высшей	1	3
149	этого не	5	3
150	с тем	9	3
151	такой же	2	3
152	в котором	5	3
153	к одному	1	3
154	знал что	1	3
155	с миром	1	3
156	которого он	1	3
157	появляется в	1	3
158	а так	1	3
159	ничего не	7	3
160	только с	2	3
161	с ее	2	3
162	всего этого	1	3
163	и говорит	2	3
164	так пусть	1	3
165	там в	1	3
166	сводится к	1	3
167	и во	1	3
168	что и	6	3
169	это не	2	3
170	в него	2	3
171	того что	3	3
172	но так	1	3
173	нуждается в	1	3
174	уже не	1	3
175	уже в	2	3
176	из них	2	3
177	его и	4	3
178	о своей	2	3
179	а с	2	3
180	так вот	1	3
181	это знает	1	3
182	эти слова	3	3
183	другого человека	1	3
184	не мог	3	3
185	это как	1	3
186	мы должны	4	3
187	и вдруг	1	3
188	том что	7	3
189	сказать что	2	3
190	другой стороны	2	3
191	бы его	1	3
192	например в	2	2
193	сам по	1	2
194	показать что	2	2
195	не хочет	1	2
196	из его	1	2
197	он теперь	1	2
198	и этот	1	2
199	а как	1	2
200	же ты	1	2
201	героя но	1	2
202	еще до	2	2
203	в ней	4	2
204	в которых	2	2
205	со словами	1	2
206	что его	1	2
207	должна была	1	2
208	с которыми	1	2
209	отличие от	1	2
210	не просто	2	2
211	по которому	1	2
212	в душу	1	2
213	им в	1	2
214	мы можем	8	2
215	и как	1	2
216	увидим что	3	2
217	в этот	1	2
218	в которой	2	2
219	мне не	1	2
220	еще один	1	2
221	как он	3	2
222	так сказать	2	2
223	при этом	4	2
224	всех этих	3	2
225	собой не	1	2
226	оно должно	1	2
227	их в	2	2
228	и по	2	2
229	а затем	2	2
230	хочет чтобы	1	2
231	той же	2	2
232	это было	1	2
233	с другими	2	2
234	чтобы все	1	2
235	он все	1	2
236	ни в	2	2
237	тихо и	1	2
238	но уже	1	2
239	но я	1	2
240	в этих	11	2
241	ведь ты	1	2
242	он дает	2	2
243	в отличие	1	2
244	своего рода	1	2
245	но эта	1	2
246	бы так	1	2
247	войти в	1	2
248	как можно	1	2
249	можем сказать	1	2
250	вопрос о	4	2
251	не менее	1	2
252	но что	1	2
253	тогда и	2	2
254	слово и	1	2
255	подобно тому	3	2
256	этих двух	1	2
257	к ней	2	2
258	очень часто	4	2
259	лежит в	1	2
260	приведенных нами	1	2
261	бы он	1	2
262	и он	1	2
263	без всякого	1	2
264	характер и	1	2
265	уже с	2	2
266	всей своей	1	2
267	так в	3	2
268	приводит к	2	2
269	в дальнейшем	1	2
270	с собой	1	2
271	можно было	5	2
272	на нее	2	2
273	здесь он	1	2
274	особенно в	1	2
275	мог бы	3	2
276	о нем	4	2
277	именно потому	1	2
278	о том	3	2
279	на вопрос	2	2
280	его очень	1	2
281	почему же	1	2
282	переходит в	1	2
283	не знаю	1	2
284	и пусть	2	2
285	быть и	1	2
286	на которой	2	2
287	одной из	4	2
288	мы увидим	8	2
289	в эти	1	2
290	в сторону	1	2
291	иной форме	1	2
292	в жизни	2	2
293	за ним	1	2
294	мы знаем	11	2
295	ты меня	1	2
296	друг друга	1	2
297	каждый из	1	2
298	сейчас еще	1	2
299	один в	1	2
300	связан с	5	2
301	что на	1	2
302	здесь в	2	2
303	они действительно	1	2
304	такое же	1	2
305	его голос	1	2
306	их друг	1	2
307	они лишь	1	2
308	мы видели	2	2
309	вместе с	7	2
310	отрывок из	1	2
311	себя за	1	2
312	не знал	2	2
313	смысле этого	2	2
314	тому как	3	2
315	когда она	3	2
316	с тобой	1	2
317	из этого	1	2
318	ты еще	1	2
319	материал для	1	2
320	с этой	1	2
321	или в	2	2
322	его нельзя	1	2
323	хотя бы	2	2
324	будто бы	2	2
325	на одно	1	2
326	путь к	1	1
327	именно как	1	1
328	мы здесь	6	1
329	он может	1	1
330	в стороне	1	1
331	говорит ты	3	1
332	нам кажется	1	1
333	он находится	1	1
334	с выражением	1	1
335	что эти	4	1
336	в доме	3	1
337	в их	3	1
338	по его	1	1
339	которыми он	1	1
340	есть не	1	1
341	со всех	4	1
342	в зал	1	1
343	мы не	3	1
344	и ничего	2	1
345	они приносят	1	1
346	его о	1	1
347	когда герой	2	1
348	к губам	1	1
349	все здесь	1	1
350	держать себя	1	1
351	они были	2	1
352	то это	6	1
353	зависимости от	1	1
354	себе что	1	1
355	здесь с	1	1
356	всех сторон	4	1
357	чтоб все	1	1
358	проявляет себя	1	1
359	он был	3	1
360	ни одно	1	1
361	на своих	1	1
362	стояло на	1	1
363	этой боли	1	1
364	одно мгновение	1	1
365	она это	1	1
366	к которой	1	1
367	ты их	1	1
368	не все	2	1
369	в качестве	3	1
370	тут же	2	1
371	друг от	1	1
372	в главе	1	1
373	явления что	1	1
374	и выдает	1	1
375	отнюдь не	1	1
376	в центре	1	1
377	как нам	1	1
378	и пр	7	1
379	перед нами	2	1
380	кроме того	2	1
381	говорит что	3	1
382	что по	1	1
383	самое важное	1	1
384	именно эта	1	1
385	впечатление что	1	1
386	к чему	2	1
387	является последним	1	1
388	мы это	1	1
389	разве я	1	1
390	стали его	1	1
391	ни один	2	1
392	человек у	1	1
393	а говорит	1	1
394	в этой	4	1
395	не стали	1	1
396	роль в	3	1
397	говорит не	1	1
398	не могла	2	1
399	его но	1	1
400	человек не	1	1
401	к миру	1	1
402	раз когда	1	1
403	видения несколько	1	1
404	чтобы они	1	1
405	он должен	2	1
406	и если	2	1
407	из него	2	1
408	так например	1	1
409	мы обратимся	1	1
410	в нее	2	1
411	конца и	1	1
412	которое как	1	1
413	человека в	2	1
414	здесь мы	3	1
415	совпадают с	1	1
416	что этот	3	1
417	все знал	1	1
418	об этом	11	1
419	и внутренняя	1	1
420	них не	1	1
421	момент и	1	1
422	ее резко	1	1
423	здесь то	1	1
424	иногда до	1	1
425	с целью	1	1
426	входит в	1	1
427	и сердце	1	1
428	момент этого	1	1
429	приходит в	1	1
430	он приходит	1	1
431	она и	2	1
432	далеко не	1	1
433	освободиться от	1	1
434	этим и	1	1
435	нигде не	2	1
436	здесь можно	5	1
437	перейдем к	2	1
438	он бросает	1	1
439	нисколько не	2	1
440	герой по	1	1
441	и видит	1	1
442	мне? а	1	1
443	бы на	1	1
444	дошли до	1	1
445	том как	1	1
446	что такое	1	1
447	ты убил	1	1
448	и ее	2	1
449	можно найти	5	1
450	я его	3	1
451	вот он	2	1
452	еще нет	1	1
453	его мнению	1	1
454	же происходило	1	1
455	делает вид	1	1
456	я один	1	1
457	пришло еще	1	1
458	которые в	1	1
459	наконец как	1	1
460	над всеми	1	1
461	тем не	1	1
462	и эти	2	1
463	что никакой	1	1
464	и более	2	1
465	есть еще	1	1
466	любила и	1	1
467	с такими	1	1
468	бы быть	1	1
469	нас к	1	1
470	и очень	1	1
471	власть в	1	1
472	но они	4	1
473	в таких	2	1
474	она не	5	1
475	от нас	1	1
476	почти никогда	2	1
477	на котором	2	1
478	правда в	1	1
479	одна из	2	1
480	что их	1	1
481	а ты	1	1
482	я буду	3	1
483	уже очень	2	1
484	в процессе	1	1
485	и далеко	1	1
486	и именно	2	1
487	того чтобы	2	1
488	действующие лица	2	1
489	только не	1	1
490	или еще	1	1
491	отметим еще	1	1
492	как она	4	1
493	ему и	1	1
494	и после	1	1
495	связи с	8	1
496	мы бы	1	1
497	почти не	1	1
498	входят в	1	1
499	есть у	1	1
500	печки и	1	1
501	среди них	1	1
502	же ведет	1	1
503	но кто	1	1
504	не могут	1	1
505	когда мы	2	1
506	я ничего	1	1
507	случаях когда	1	1
508	за что	1	1
509	и мне	1	1
510	они и	1	1
511	которой она	1	1
512	время он	1	1
513	приведем еще	1	1
514	из нее	1	1
515	приходит к	1	1
516	не совсем	3	1
517	но по	3	1
518	от друга	1	1
519	глаза о	1	1
520	в некоторых	2	1
521	здесь не	2	1
522	миром и	1	1
523	затем его	1	1
524	в особенности	2	1
525	хочет его	3	1
526	в себя	3	1
527	облик ее	1	1
528	и может	2	1
529	дано в	2	1
530	обратным знаком	1	1
531	собственно не	1	1
532	и совершенно	1	1
533	за то	1	1
534	очень долго	1	1
535	не чужда	1	1
536	найти в	1	1
537	она была	1	1
538	в последней	1	1
539	является в	1	1
540	был не	1	1
541	находится в	2	1
542	говорят что	5	1
543	можно бы	1	1
544	мы могли	2	1
545	знает но	1	1
546	пр в	1	1
547	или на	4	1
548	образом в	1	1
549	его тело	1	1
550	после того	3	1
551	что такой	1	1
552	это означало	1	1
553	должно было	3	1
554	все в	1	1
555	связь между	1	1
556	это может	1	1
557	все на	1	1
558	вся эта	1	1
559	но очень	2	1
560	чтоб он	1	1
561	да в	1	1
562	и только	2	1
563	в середине	1	1
564	но она	1	1
565	следовало бы	1	1
566	и она	3	1
567	нет он	2	1
568	происходит в	2	1
569	по двум	1	1
570	что здесь	4	1
571	один из	8	1
572	но с	2	1
573	его уже	2	1
574	видели что	3	1
575	этот вопрос	1	1
576	и часто	2	1
577	и действительно	1	1
578	герой все	1	1
579	очень много	8	1
580	это очень	1	1
581	у тебя	2	1
582	одних и	1	1
583	не происходит	3	1
584	на мир	1	1
585	с одной	4	1
586	не то	1	1
587	голосом и	1	1
588	из которого	1	1
589	для всех	1	1
590	итак в	2	1
591	живого человека	1	1
592	героя с	1	1
593	где вы	1	1
594	этот момент	1	1
595	а то	2	1
596	и других	1	1
597	превращаются в	1	1
598	не знаешь	3	1
599	ответ на	1	1
600	характерно что	1	1
601	себе в	1	1
602	руки и	4	1
603	например таких	1	1
604	отметить что	1	1
605	он мог	1	1
606	выдает себя	1	1
607	и вместе	2	1
608	ее на	1	1
609	в других	3	1
610	в очень	3	1
611	степени в	1	1
612	вид что	2	1
613	не были	1	1
614	со всем	1	1
615	на второй	1	1
616	и из	2	1
617	мы нашли	1	1
618	до сих	6	1
619	а именно	3	1
620	человека а	1	1
621	к которому	5	1
622	при всей	1	1
623	и между	1	1
624	мы еще	1	1
