N	2gram	Bakhtin_Fr_6	Psycholo
1	то что	10	32
2	и в	41	31
3	в том	2	30
4	то есть	24	26
5	что в	7	23
6	может быть	2	22
7	таким образом	17	20
8	совершенно ясно	1	19
9	при этом	3	19
10	ясно что	1	19
11	так как	10	18
12	не может	4	17
13	как и	7	16
14	том что	7	16
15	и не	3	16
16	точки зрения	2	15
17	искусства и	1	15
18	только в	3	14
19	не только	10	13
20	что и	1	13
21	а не	2	13
22	мы не	2	12
23	если мы	2	12
24	так же	5	12
25	в этом	12	12
26	с таким	1	11
27	в самом	10	11
28	не в	4	11
29	в области	2	11
30	могут быть	1	11
31	в сущности	8	10
32	того что	3	10
33	потому что	3	10
34	самом деле	4	9
35	по себе	1	9
36	ни в	1	9
37	как в	4	9
38	и что	5	8
39	всякий раз	1	8
40	никогда не	8	8
41	что мы	2	8
42	вместе с	6	8
43	все это	11	8
44	заключается в	2	7
45	на основании	1	7
46	сказать что	6	7
47	того чтобы	4	7
48	и его	13	7
49	о том	9	7
50	есть в	3	7
51	что он	6	7
52	что это	5	6
53	зависимости от	1	6
54	из этих	2	6
55	для того	1	6
56	было бы	3	6
57	в его	7	6
58	вслед за	1	6
59	вовсе не	7	6
60	и даже	4	6
61	одной стороны	4	6
62	до конца	2	6
63	а в	4	6
64	в зависимости	1	5
65	то же	5	5
66	в ее	5	5
67	с одной	4	5
68	в целом	1	5
69	по самому	1	5
70	несмотря на	1	5
71	в то	6	5
72	тогда когда	2	5
73	как будто	1	5
74	не является	1	5
75	то время	1	5
76	для нас	2	5
77	с другой	4	5
78	мы видим	6	5
79	так что	2	5
80	был бы	2	5
81	это есть	1	5
82	как бы	7	5
83	все же	4	5
84	и для	3	5
85	формы и	1	5
86	и все	9	5
87	другой стороны	2	5
88	в котором	4	4
89	в которой	1	4
90	совпадает с	1	4
91	у него	7	4
92	со всеми	2	4
93	искусство и	1	4
94	в себе	5	4
95	и если	1	4
96	по существу	1	4
97	различие между	1	4
98	одна из	1	4
99	у нас	4	4
100	очень часто	1	4
101	те же	3	4
102	никак не	3	4
103	прежде всего	10	4
104	между тем	2	4
105	все время	4	4
106	один из	6	4
107	мы увидим	3	4
108	для всех	1	4
109	и у	2	4
110	могло бы	1	4
111	мы можем	1	4
112	там где	5	4
113	и так	1	4
114	как это	2	4
115	этого слова	1	4
116	с этой	3	4
117	и о	1	4
118	в результате	4	4
119	в этих	2	4
120	в искусстве	3	4
121	и другие	2	4
122	например в	6	3
123	это и	2	3
124	тем же	1	3
