N	3gram	Vygotskiy__7	RusskieA
1	в том что	13	15
2	состоит в том	3	8
3	том что в	2	6
4	вместе с тем	4	6
5	в этом случае	14	5
6	как мы увидим	1	5
7	о том что	4	4
8	к тому что	6	4
9	с точки зрения	21	3
10	мы не можем	3	3
11	тем не менее	3	3
12	к этому же	1	2
13	что иное как	1	2
14	что в этом	2	2
15	как это имеет	1	2
16	ни одно из	1	2
17	друг к другу	1	2
18	одно из этих	1	2
19	в свою очередь	2	2
20	мы увидим ниже	1	2
21	к выводу что	2	2
22	но все же	1	2
23	в большинстве случаев	2	2
24	после того как	1	2
25	привело к тому	1	2
26	это имеет место	1	2
27	по этому поводу	3	2
28	не что иное	1	2
29	встал на путь	1	1
30	прямо и непосредственно	1	1
31	ни о каких	1	1
32	потому что он	2	1
33	а следовательно и	1	1
34	только потому что	3	1
35	сказать что в	1	1
36	одном и том	1	1
37	по отношению к	5	1
38	точно так же	2	1
39	в настоящей работе	1	1
40	на самом деле	2	1
41	так как в	1	1
42	подобно тому как	1	1
43	же как и	2	1
44	том что это	1	1
45	только по отношению	1	1
46	на самом же	1	1
47	и по форме	1	1
48	в этом отношении	3	1
49	в собственном смысле	3	1
50	можно было бы	1	1
51	верят что они	1	1
52	только разницей что	1	1
53	не до конца	2	1
54	что они были	1	1
55	не только в	1	1
56	сделать вывод что	2	1
57	она не имеет	1	1
58	и том же	1	1
59	даже если бы	1	1
60	в отличие от	2	1
61	и в этом	1	1
62	сомнений в том	1	1
63	во всех этих	1	1
64	не только для	1	1
65	приводит к тому	2	1
66	но вместе с	1	1
67	и состоит в	1	1
68	во всяком случае	1	1
69	этого слова с	1	1
70	и для них	1	1
71	так же как	7	1
72	только о том	1	1
73	сомнения в том	1	1
74	самом же деле	1	1
75	так например в	1	1
76	имеет место на	1	1
77	так как этот	1	1
78	оставляют сомнения в	1	1
79	и что ему	1	1
80	в то время	2	1
81	той только разницей	1	1
82	не оставляют сомнения	1	1
83	никак не может	1	1
84	с той только	1	1
85	этом случае он	1	1
86	можно сказать что	3	1
87	на то что	4	1
88	как мы уже	1	1
89	друг с другом	2	1
90	приводит нас к	2	1
91	заставляет думать что	1	1
92	как и в	3	1
93	потому что они	1	1
94	что и в	1	1
95	же деле это	1	1
96	только тогда когда	1	1
97	в данном случае	5	1
98	как мы видели	3	1
