1	может быть	9	17
2	и в	16	16
3	мы можем	6	9
4	в этом	25	9
5	таким образом	19	9
6	прежде всего	3	9
7	и только	1	9
8	и его	3	8
9	точки зрения	18	8
10	совершенно не	2	8
11	не может	18	8
12	и с	3	8
13	сказать что	13	7
14	с его	1	7
15	не только	16	7
16	для него	5	6
17	с точки	9	6
18	при этом	4	6
19	и это	1	6
20	и к	2	6
21	самом деле	3	6
22	ни в	1	5
23	все эти	4	5
24	только для	2	5
25	как бы	5	5
26	еще не	4	5
27	нуждается в	1	5
28	в чем	3	5
29	отношение к	11	5
30	сознание и	2	5
31	и их	4	4
32	все что	2	4
33	все это	2	4
34	в нем	7	4
35	и все	1	4
36	но в	6	4
37	в этой	6	4
38	для всех	1	4
39	с ними	1	4
40	и ее	1	4
41	самого начала	5	4
42	и наконец	1	4
43	его в	2	4
44	но и	6	4
45	мысли и	5	4
46	на самом	1	4
47	только в	10	4
48	в его	11	4
49	и даже	2	4
50	и на	6	4
51	так и	7	4
52	с самого	5	4
53	и не	12	4
54	а потому	3	4
55	и может	3	4
56	как мы	10	4
57	можно сказать	5	4
58	хотя бы	5	4
59	но мы	5	4
60	с ее	1	4
61	так как	16	4
62	ребенка и	4	3
63	могут быть	4	3
64	учение о	2	3
65	как это	8	3
66	по сравнению	5	3
67	и есть	7	3
68	вместе с	4	3
69	во всяком	2	3
70	и потому	2	3
71	том что	15	3
72	в основе	8	3
73	что в	16	3
74	жизни и	2	3
75	их в	2	3
76	те же	2	3
77	то что	26	3
78	и как	3	3
79	между ними	1	3
80	во всех	2	3
81	только на	2	3
82	и притом	1	3
83	в области	12	3
84	всяком случае	1	3
85	до сих	3	3
86	этом смысле	1	3
87	в том	18	3
88	а в	3	3
89	на этом	3	3
90	даже не	1	3
91	сравнению с	5	3
92	мы знаем	3	3
93	сих пор	3	3
94	с их	4	3
95	никаких оснований	1	3
96	в одном	3	3
97	в основном	1	3
98	в этих	3	3
99	в общем	1	3
100	отношения к	2	3
101	связанные с	6	2
102	связанных с	1	2
103	что оно	6	2
104	что и	3	2
105	сводится к	1	2
106	момента в	1	2
107	как с	3	2
108	не могут	4	2
109	на протяжении	2	2
110	не есть	4	2
111	из сказанного	2	2
112	ту же	2	2
113	и т.п	1	2
114	было бы	10	2
115	в область	2	2
116	в детской	1	2
117	что это	1	2
118	для нас	1	2
119	в частности	3	2
120	но зато	1	2
121	в развитии	28	2
122	с ним	5	2
123	к этому	3	2
124	они не	3	2
125	и для	1	2
126	того же	7	2
127	один из	1	2
128	и о	1	2
129	понятия и	2	2
130	и по	4	2
131	он не	8	2
132	что мы	4	2
133	в свое	2	2
134	никогда не	5	2
135	по своему	3	2
136	к другим	1	2
137	что на	1	2
138	между собой	13	2
139	себя и	2	2
140	для этого	1	2
141	не нуждается	1	2
142	потому и	3	2
143	с этим	3	2
144	что он	25	2
145	нет никаких	1	2
146	в пределах	4	2
147	ее в	3	2
148	путь к	1	2
149	сознания и	2	2
150	в начале	1	2
151	мы уже	1	2
152	не менее	3	2
153	в своей	2	2
154	все остальные	1	2
155	рождения и	1	2
156	оно не	1	2
157	как и	8	2
158	знаем что	1	2
159	за пределы	4	2
160	в систему	1	2
161	есть в	1	2
162	не знает	5	2
163	и других	1	2
164	находится в	2	2
165	не существует	1	2
166	в этот	2	2
167	у него	6	2
168	не имеющие	1	2
169	так же	15	2
170	может иметь	2	2
171	только то	1	2
172	к ним	2	2
173	мы видим	4	2
174	что не	1	2
175	же как	7	2
176	в них	2	2
177	в самом	4	2
178	сделать это	2	2
179	в каком	1	2
180	вообще не	4	2
181	если мы	7	2
182	по аналогии	1	2
183	не на	3	2
184	но это	3	2
185	с этой	4	2
186	на первый	1	2
187	нам кажется	2	2
188	не удается	1	2
189	мы не	3	2
190	но как	3	2
191	с помощью	10	2
192	и этим	1	2
193	аналогии с	1	2
194	в жизни	2	2
195	со всеми	2	2
196	говорить о	3	2
197	о том	8	2
198	то же	8	2
199	на основе	2	2
200	это последнее	1	2
201	и таким	1	2
202	этой теории	5	2
203	что можно	1	2
204	не можем	1	2
205	т.е до	1	1
206	к их	2	1
207	несмотря на	1	1
208	немногих словах	1	1
209	конечно в	1	1
210	в свете	4	1
211	и того	3	1
212	выводам что	1	1
213	что эти	2	1
214	однако в	1	1
215	с самой	1	1
216	самым существенным	1	1
217	на его	2	1
218	освобождение от	1	1
219	не имеют	2	1
220	плана в	1	1
221	мы только	1	1
222	в своих	2	1
223	свою противоположность	1	1
224	это же	1	1
225	в следующем	1	1
226	если бы	8	1
227	и социальной	1	1
228	этой цели	1	1
229	а не	10	1
230	этого метода	1	1
231	зависимости от	2	1
232	а то	1	1
233	образом с	2	1
234	же в	2	1
235	теории и	2	1
236	бы оно	1	1
237	к нему	3	1
238	но так	1	1
239	еще в	3	1
240	не что	1	1
241	когда возникает	2	1
242	а с	2	1
243	на некоторых	1	1
244	совершенно новой	1	1
245	предположить что	2	1
246	а во	1	1
247	с другом	7	1
248	перейти к	3	1
249	их совершенно	1	1
250	в сущности	13	1
251	почти исключительно	1	1
252	как видим	1	1
253	который всегда	1	1
254	свое время	2	1
255	а потом	1	1
256	один шаг	2	1
257	в свою	4	1
258	образом и	1	1
259	к этим	1	1
260	даже с	1	1
261	чем на	1	1
262	в отношениях	1	1
263	основной вопрос	1	1
264	оно в	1	1
265	этом отношении	5	1
266	и они	1	1
267	дело с	1	1
268	позволяет нам	1	1
269	одной стороны	3	1
270	деятельности и	1	1
271	что при	1	1
272	же что	1	1
273	на всю	2	1
274	что я	2	1
275	на все	5	1
276	отношения эти	1	1
277	и здесь	2	1
278	приводит к	7	1
279	того чтобы	17	1
280	он что	1	1
281	я не	2	1
282	а это	1	1
283	к нашей	1	1
284	с совершенно	1	1
285	полагает что	1	1
286	первый план	1	1
287	всех областях	1	1
288	для ребенка	3	1
289	связями между	1	1
290	как известно	4	1
291	за шагом	1	1
292	вскрыть эти	1	1
293	что только	2	1
294	думается нам	1	1
295	если ему	1	1
296	третье что	1	1
297	для внутреннего	1	1
298	каждый момент	1	1
299	чем это	1	1
300	по поводу	2	1
301	не являются	1	1
302	для всей	1	1
303	мы имеем	1	1
304	по самому	1	1
305	исследования мы	1	1
306	единство в	1	1
307	это в	1	1
308	ступени развития	2	1
309	еще более	5	1
310	и основной	2	1
311	из него	1	1
312	что его	1	1
313	как часть	1	1
314	может стать	1	1
315	со своего	1	1
316	что если	4	1
317	в движение	1	1
318	уже в	1	1
319	той или	1	1
320	друг другу	2	1
321	во всем	2	1
322	они становятся	1	1
323	и попытались	1	1
324	имеем в	1	1
325	оперирует реальными	1	1
326	в духе	1	1
