N	2gram	Vygotskiy__4	Literetu
1	а не	6	20
2	и в	33	19
3	может быть	22	17
4	то же	9	12
5	и не	13	11
6	как и	5	10
7	в том	21	10
8	но и	3	10
9	в этом	28	9
10	в то	3	9
11	в мире	3	9
12	же время	2	9
13	не может	10	9
14	такого рода	1	9
15	не только	7	8
16	и даже	1	8
17	с другой	2	8
18	слова и	4	7
19	том что	22	7
20	так и	3	7
21	с одной	3	7
22	то что	44	7
23	и на	5	6
24	в себе	6	6
25	при этом	2	6
26	себя в	4	6
27	одной стороны	3	6
28	я не	4	5
29	столь же	2	5
30	но не	3	5
31	конечном счете	1	5
32	он не	11	5
33	одна из	4	5
34	так в	1	5
35	в конечном	1	5
36	у нас	4	5
37	то есть	13	5
38	того что	4	5
39	вместе с	8	5
40	мы не	5	4
41	того же	1	4
42	по отношению	1	4
43	так что	7	4
44	едва ли	2	4
45	для него	1	4
46	точки зрения	6	4
47	не в	2	4
48	даже в	2	4
49	в русской	2	4
50	в ней	6	4
51	тех кто	1	4
52	в его	10	4
53	один из	2	4
54	и других	4	4
55	тем что	3	4
56	прежде всего	2	4
57	в частности	4	4
58	в искусстве	2	4
59	жизни в	1	4
60	другой стороны	2	4
61	жизни и	4	4
62	что в	21	4
63	речь идет	3	3
64	и то	2	3
65	идет о	3	3
66	тем же	1	3
67	в сущности	6	3
68	как я	3	3
69	и он	3	3
70	во всех	2	3
71	как к	1	3
72	в этой	9	3
73	в нем	7	3
74	такой же	2	3
75	в их	2	3
76	том чтобы	4	3
77	с точки	4	3
78	тем самым	3	3
79	не столько	1	3
80	никогда не	5	3
81	ничего не	2	3
82	и его	5	3
83	и с	2	3
84	в другом	1	3
85	но с	1	3
86	а в	4	3
87	так как	12	3
88	себе и	2	3
89	и др	1	3
90	со стороны	2	3
91	и ты	1	3
92	по существу	2	3
93	но это	1	3
94	и для	3	3
95	и как	5	3
96	что он	20	3
97	отношению к	1	3
98	как на	6	3
99	себя как	1	2
100	и т	6	2
101	же как	3	2
102	и до	3	2
103	и за	3	2
104	той же	4	2
105	в первый	3	2
106	зависимость от	1	2
107	с ее	3	2
108	из того	1	2
109	но как	1	2
110	если в	1	2
111	очевидно что	1	2
112	в истории	1	2
113	в художественном	2	2
114	все же	5	2
115	и наконец	2	2
116	и к	2	2
117	но в	2	2
118	со своей	1	2
119	в целом	5	2
120	представляет собой	2	2
121	в нашем	1	2
122	как он	5	2
