N	3gram	Losev_Dial_4	FransuaR
1	то же время	6	9
2	в то же	6	9
3	прежде всего в	1	4
4	после того как	1	4
5	в конце концов	1	4
6	в свою очередь	2	3
7	с точки зрения	9	3
8	но в то	2	3
9	в последней главе	1	3
10	в том что	9	3
11	дело в том	1	2
12	о том как	2	2
13	же что и	3	2
14	и есть то	1	2
15	и в сущности	1	1
16	то что было	1	1
17	что иное как	8	1
18	что в этом	1	1
19	в чем же	2	1
20	в новом свете	1	1
21	же время и	2	1
22	отца и сына	1	1
23	есть прежде всего	3	1
24	имеет под собою	1	1
25	что он есть	4	1
26	в ней то	1	1
27	на первый план	1	1
28	имеет в виду	1	1
29	из них в	1	1
30	сам по себе	2	1
31	я могу сказать	1	1
32	в той же	1	1
33	на самом же	1	1
34	с тем что	1	1
35	до некоторой степени	1	1
36	мир и все	1	1
37	нем как и	1	1
38	и не в	1	1
39	в это время	1	1
40	то обстоятельство что	1	1
41	не что иное	8	1
42	содержит в себе	1	1
43	в данном случае	1	1
44	не только в	1	1
45	и все его	1	1
46	рождение и смерть	1	1
47	же нужно сказать	1	1
48	имеет ничего общего	2	1
49	и в этом	3	1
50	о том что	1	1
51	то же что	3	1
52	в связи с	1	1
53	и оказывается что	2	1
54	но только в	1	1
55	это не есть	4	1
56	есть не что	5	1
57	вместе с ним	1	1
58	не имеет значения	1	1
59	как и все	2	1
60	имел в виду	1	1
61	ничего удивительного в	1	1
62	том что они	1	1
63	это и есть	4	1
64	не в силах	1	1
65	ничего общего с	2	1
66	нужно сказать что	1	1
67	нет ничего удивительного	1	1
68	и прежде всего	1	1
69	самом же деле	1	1
70	друг от друга	1	1
71	в этом смысле	4	1
72	удивительного в том	1	1
73	мы не знаем	1	1
74	мы видим что	2	1
75	она не имеет	1	1
76	и в чем	1	1
77	никакого отношения к	2	1
78	оно и не	1	1
79	мы не в	1	1
80	не имеет ничего	2	1
