N	4gram	Vygotskiy__1	Russkaja
1	в то же время	1	10
2	то это потому что	1	2
3	если бы речь шла	1	2
4	только для того чтобы	1	1
5	таким образом оказывается что	1	1
6	и с точки зрения	1	1
7	дело в том что	1	1
8	бы речь шла о	1	1
9	само собой разумеется что	1	1
10	в том числе и	1	1
11	его можно было бы	1	1
12	точно так же как	1	1
13	указывает на то что	2	1
14	что с точки зрения	1	1
15	в том что только	1	1
16	говорить о том что	1	1
17	связаны друг с другом	1	1
18	в свою очередь является	1	1
19	которая в свою очередь	2	1
20	которых мы говорили выше	1	1
21	состоит в том чтобы	1	1
22	в том что для	1	1
23	заключается в том что	4	1
24	о котором мы говорили	1	1
25	о которых мы говорили	1	1
26	друг с другом в	2	1
