N	3gram	Voloshinov_1	formyVre
1	с точки зрения	2	8
2	в пространстве и	1	4
3	в том же	1	4
4	то же время	1	4
5	в то же	1	4
6	как мы уже	1	4
7	имеем в виду	2	3
8	мы уже сказали	1	3
9	но и в	1	3
10	точки зрения не	1	3
11	к вопросу о	1	3
12	и в этом	1	3
13	и прежде всего	1	3
14	в том что	4	3
15	пространстве и во	1	2
16	и во времени	1	2
17	и в поэзии	1	2
18	равно как и	1	2
19	то же самое	2	2
20	до сих пор	3	2
21	сами по себе	1	2
22	и та же	1	2
23	может быть и	3	2
24	одна и та	1	2
25	в этом отношении	1	2
26	прежде всего нужно	1	2
27	мы имеем в	1	2
28	в так называемой	1	1
29	человеческого общества все	1	1
30	в чем не	1	1
31	и др все	1	1
32	на самом деле	2	1
33	мы видели в	1	1
34	и для него	1	1
35	и для других	2	1
36	и является выражением	1	1
37	точку зрения другого	1	1
38	все разобранные нами	1	1
39	особенно важное значение	1	1
40	и др и	1	1
41	с ним в	1	1
42	между тем как	1	1
43	по аналогии с	1	1
44	в литературе и	1	1
45	со всех сторон	1	1
46	одно и то	2	1
47	разобранные нами моменты	1	1
48	того чтобы не	1	1
49	в этих двух	2	1
50	то время как	1	1
51	с такою же	1	1
52	но мы можем	1	1
53	как и в	1	1
54	в данном случае	2	1
55	вещами и явлениями	1	1
56	с одной стороны	2	1
57	принимают участие в	1	1
58	вопросов связанных с	1	1
59	и проч из	1	1
60	и то же	2	1
61	и явлениями и	1	1
62	они должны быть	1	1
63	здесь имеет место	1	1
64	все более и	1	1
65	с другой стороны	2	1
66	не может быть	7	1
67	бы не было	1	1
68	что до сих	1	1
69	но в то	1	1
70	этой точки зрения	3	1
71	в частности в	1	1
72	ни в чем	1	1
73	и в пространстве	1	1
74	в то время	1	1
75	в свою очередь	1	1
76	в них и	1	1
77	о том что	1	1
78	с самого начала	1	1
79	более и более	1	1
80	но все же	1	1
81	можно сказать что	5	1
82	лежит на границе	2	1
83	это как бы	3	1
84	и в нем	1	1
