N	2gram	Bakhtin_Fr_1	Komedia
1	в комедии	1	22
2	и в	65	22
3	том что	6	12
4	но и	10	11
5	в том	16	11
6	не только	10	10
7	в то	1	10
8	из них	4	10
9	как и	5	9
10	в комедиях	1	9
11	может быть	6	9
12	о том	2	8
13	и его	10	8
14	в одном	5	8
15	и не	22	8
16	в этой	4	7
17	и других	3	7
18	то же	1	6
19	тому же	1	6
20	и по	2	6
21	не в	4	6
22	в отношении	6	6
23	в конце	1	6
24	что он	3	6
25	к тому	2	6
26	в которой	1	6
27	что в	3	6
28	до нас	3	5
29	в народном	2	5
30	как в	5	5
31	на его	2	5
32	при этом	6	5
33	во время	4	5
34	потому что	5	5
35	со своим	1	5
36	мы встречаем	1	5
37	так и	10	5
38	еще в	1	5
39	и даже	8	5
40	между тем	5	5
41	один из	1	5
42	уже в	1	5
43	в его	9	5
44	прежде всего	11	5
45	золотого века	3	5
46	о которых	1	5
47	с другой	3	5
48	нового времени	13	5
49	комедии к	1	5
50	все это	9	5
51	другой стороны	1	5
52	по которым	1	4
53	древнеаттической комедии	1	4
54	но в	14	4
55	в нем	13	4
56	и вот	2	4
57	на протяжении	5	4
58	несмотря на	2	4
59	точки зрения	7	4
60	в их	4	4
61	одном из	1	4
62	так как	6	4
63	как мы	6	4
64	на него	2	4
65	же время	1	4
66	ли не	1	4
67	так в	1	4
68	что и	1	4
69	тем что	1	4
70	именно в	1	4
71	и особенно	2	4
72	в результате	1	4
73	же в	2	4
74	к этому	1	4
75	новое время	3	3
76	речь идет	1	3
77	в тех	3	3
78	в году	6	3
79	мы не	1	3
80	и на	11	3
81	в чем	2	3
82	с одной	2	3
83	в этом	15	3
84	все же	6	3
85	хотя и	2	3
86	и как	1	3
87	в целом	2	3
88	на то	1	3
89	главным образом	6	3
90	да и	2	3
91	он не	2	3
92	и еще	4	3
93	здесь мы	1	3
94	и с	3	3
95	его в	7	3
96	на сцене	1	3
97	в них	5	3
98	и ее	1	3
99	место в	1	3
100	не менее	1	3
101	на всю	4	3
102	даже в	3	3
103	по отношению	1	3
104	ничего не	3	3
105	на землю	3	3
106	аттическая комедия	1	3
107	этом отношении	3	3
108	с участием	1	3
109	у нас	1	3
110	могут быть	2	3
111	и сам	1	3
112	во второй	2	3
113	в частности	5	3
114	и одновременно	5	3
115	одной из	1	3
116	только в	7	3
117	и у	6	3
118	в начале	1	3
119	отношение к	4	3
120	у него	1	3
121	как раз	3	3
122	в свои	1	3
123	к которому	1	3
124	дошедших до	2	3
125	все более	1	3
126	как это	1	3
127	по своему	8	3
128	одной стороны	2	3
129	в течение	1	3
130	пародией на	1	3
131	здесь в	8	3
132	в более	3	3
133	и все	5	3
134	все остальные	1	3
135	отношению к	1	3
136	к людям	1	2
137	тех же	1	2
138	здесь и	4	2
