N	3gram	Vygotskiy__7	FransuaR
1	в то же	1	6
2	с точки зрения	21	5
3	мы уже говорили	1	5
4	не только в	1	5
5	до сих пор	3	4
6	не может быть	4	4
7	в этом отношении	3	3
8	и во всех	1	3
9	все же в	1	3
10	с одной стороны	5	3
11	о том что	4	3
12	с другой стороны	1	3
13	как мы уже	1	3
14	можно сказать что	3	2
15	в собственном смысле	3	2
16	его связь с	1	2
17	содержит в себе	3	2
18	то что для	2	2
19	по сравнению с	7	2
20	во всяком случае	1	2
21	в основном и	1	2
22	включает в себя	1	2
23	но все же	1	2
24	как мы видели	3	2
25	подобно тому как	1	2
26	этого процесса мы	1	1
27	и связанное с	1	1
28	и теоретически осмыслить	1	1
29	это нашло свое	1	1
30	но это есть	1	1
31	в силу того	1	1
32	только потому что	3	1
33	совершенно иначе чем	1	1
34	есть вовсе не	1	1
35	потому что в	1	1
36	прежде всего на	1	1
37	как и для	1	1
38	прежде всего в	2	1
39	по отношению к	5	1
40	его только в	1	1
41	также и в	1	1
42	свое выражение в	5	1
43	в том же	1	1
44	одной стороны и	3	1
45	в одной из	1	1
46	со всеми ее	1	1
47	и не может	1	1
48	в первую очередь	1	1
49	на самом же	1	1
50	таким образом в	2	1
51	нашего исследования является	1	1
52	связанное с ним	1	1
53	с ним непосредственно	1	1
54	и той же	2	1
55	именно в этом	2	1
56	есть то что	1	1
57	его отношения к	1	1
58	все эти три	2	1
59	в конце концов	1	1
60	так и в	1	1
61	и его отношения	1	1
62	друг с другом	2	1
63	до некоторой степени	1	1
64	мы говорили выше	2	1
65	не могут быть	1	1
66	свое особое отношение	1	1
67	относится ко всему	1	1
68	в меру этого	1	1
69	силу того что	1	1
70	распространяется на все	1	1
71	но также и	1	1
72	в этом случае	14	1
73	на самом деле	2	1
74	не только не	9	1
75	но и там	1	1
76	самом же деле	1	1
77	же в них	1	1
78	находит свое выражение	3	1
79	на то что	4	1
80	к действительности и	1	1
81	в большинстве случаев	2	1
82	после того как	1	1
83	одной и той	2	1
84	ко всем его	1	1
85	для того чтобы	18	1
86	в себе в	2	1
87	в том что	13	1
88	как и в	3	1
89	поэтому мы и	1	1
90	только тогда когда	1	1
91	и значение в	1	1
