N	2gram	Nazirov_Vr_1	Myshleni
1	и речи	1	38
2	точки зрения	2	26
3	таким образом	2	26
4	в том	3	24
5	и в	8	23
6	том что	3	21
7	в целом	1	20
8	с точки	2	18
9	в этом	8	17
10	то что	7	17
11	не только	9	16
12	так же	4	16
13	того что	1	15
14	как и	6	14
15	может быть	4	14
16	но и	7	14
17	в его	3	14
18	что в	7	14
19	с помощью	1	13
20	в развитии	1	12
21	не может	2	12
22	как бы	4	11
23	с другой	1	10
24	прежде всего	1	10
25	и с	6	9
26	между тем	5	9
27	в качестве	1	9
28	другой стороны	1	9
29	вместе с	2	9
30	и не	5	9
31	то же	5	8
32	заключается в	1	8
33	в процессе	1	8
34	в самом	1	7
35	в этой	2	7
36	в то	5	7
37	и ее	2	7
38	что он	4	7
39	же как	2	6
40	все это	4	6
41	столь же	2	6
42	независимо от	1	6
43	с этим	1	6
44	в себе	2	6
45	в силу	1	6
46	и его	3	6
47	о том	4	6
48	тем что	3	6
49	от того	1	6
50	именно в	1	6
51	потому что	1	6
52	бы в	1	5
53	и как	3	5
54	но в	6	5
55	то время	1	5
56	на то	3	5
57	он не	3	5
58	тем самым	1	5
59	по своей	1	5
60	связан с	1	5
61	и т.д	1	5
62	и что	8	5
63	так и	1	5
64	что для	1	5
65	и все	7	5
66	тем более	2	5
67	из этого	1	5
68	в своих	4	5
69	в котором	6	4
70	высшей степени	1	4
71	в чем	3	4
72	с его	3	4
73	но не	1	4
74	как в	1	4
75	целый ряд	4	4
76	при этом	4	4
77	их в	2	4
78	было бы	1	4
79	в высшей	1	4
80	в своей	2	4
81	этом отношении	1	4
82	во всей	1	4
83	в свете	1	4
84	только что	1	4
85	для всех	1	4
86	в одном	1	4
87	как раз	2	4
88	до сих	1	4
89	а с	2	4
90	одну из	1	4
91	сих пор	1	4
92	в свою	2	4
93	к этому	3	4
94	как на	1	4
95	отношения к	2	3
96	человека и	1	3
97	и то	2	3
98	как известно	1	3
99	полагает что	1	3
100	я не	3	3
101	из которых	1	3
102	в их	1	3
103	ответ на	2	3
104	что они	1	3
105	в своем	3	3
106	все же	6	3
107	эту проблему	1	3
108	что это	1	3
109	как он	1	3
110	такой же	1	3
111	не могло	1	3
112	ничего не	1	3
113	во всем	1	3
114	в каком	1	3
115	могут быть	1	3
116	и это	2	3
117	свою очередь	1	3
118	об этой	2	3
119	об этом	5	3
120	связи с	3	3
121	уже в	4	3
122	всяком случае	1	3
123	мы находим	1	3
124	на этот	1	3
125	во всех	1	3
126	ко всем	1	3
127	и от	1	3
128	во всяком	1	3
129	речь идет	3	2
130	к вопросу	1	2
131	шаг за	1	2
132	идет о	1	2
133	едва ли	1	2
134	той же	1	2
135	он как	1	2
136	первый план	1	2
137	в ее	1	2
138	к сожалению	1	2
139	и я	1	2
140	как говорит	1	2
141	что как	1	2
142	хотя и	1	2
143	и наконец	1	2
144	ключ к	1	2
145	всех этих	1	2
146	одно и	1	2
147	том же	2	2
148	есть все	1	2
149	из всех	1	2
