N	4gram	Losev_Prob_3	Marksizm
1	одного и того же	1	4
2	бы то ни было	3	4
3	в той или иной	2	3
4	на самом же деле	4	3
5	одно и то же	3	3
6	может быть и речи	1	2
7	в собственном смысле слова	1	2
8	не может быть и	1	2
9	в том что он	1	2
10	одним и тем же	1	2
11	к тому или иному	1	1
12	не прав в том	1	1
13	в связи с той	1	1
14	имеют никакого отношения к	2	1
15	дело в том что	2	1
16	тем не менее в	1	1
17	не было бы в	1	1
18	не сами по себе	1	1
19	у нас не было	1	1
20	самом же деле это	1	1
21	дело вовсе не с	1	1
22	не что иное как	4	1
23	имеет дело вовсе не	1	1
24	что они состоят из	1	1
25	если же мы возьмем	1	1
26	на то или иное	1	1
27	как мы только что	1	1
28	сами по себе в	1	1
29	с той или иной	1	1
30	каких бы то ни	1	1
31	же в таком случае	1	1
32	то что обычно называется	1	1
33	чем же в таком	1	1
34	не имеют никакого отношения	2	1
35	связи с той или	1	1
