N	2gram	Voloshinov_1	Myslijsy
1	потому что	4	52
2	то есть	1	42
3	и в	15	39
4	может быть	13	27
5	в том	4	26
6	только в	6	25
7	не может	13	22
8	что в	6	22
9	не только	5	21
10	так как	9	21
11	а не	2	21
12	в нем	4	20
13	но и	4	20
14	и не	16	18
15	том что	5	16
16	в этом	13	15
17	не в	4	15
18	если бы	3	14
19	по отношению	11	13
20	в себе	4	13
21	таким образом	21	13
22	так и	10	13
23	чувства и	1	13
24	отношению к	9	13
25	было бы	6	12
26	в душе	13	11
27	есть только	1	11
28	мы не	4	10
29	как в	3	10
30	по себе	2	10
31	и что	3	10
32	а потому	2	10
33	то что	10	10
34	в человеке	5	10
35	речи и	1	10
36	но в	9	9
37	как и	6	9
38	тогда когда	1	9
39	могут быть	6	9
40	там же	1	9
41	мысли и	4	9
42	тем что	1	9
43	душевной жизни	6	9
44	но не	5	8
45	точки зрения	13	8
46	в одном	3	8
47	того что	2	8
48	со стороны	2	8
49	вместе с	4	8
50	в ней	5	7
51	в истории	3	7
52	же с	2	7
53	с этим	6	7
54	это не	2	7
55	в этих	2	7
56	в нас	2	7
57	на язык	2	7
58	должны быть	3	7
59	то и	1	7
60	с другой	1	7
61	должно быть	2	7
62	и т	1	6
63	то же	7	6
64	независимо от	1	6
65	все же	5	6
66	и как	1	6
67	бы не	1	6
68	при этом	7	6
69	и по	5	6
70	между собою	1	6
71	не менее	3	6
72	тем не	2	6
73	что на	1	6
74	в каком	3	6
75	что и	2	6
76	еще не	7	6
77	как бы	11	6
78	в первом	2	5
79	то это	1	5
80	во всех	8	5
81	то в	1	5
82	не следует	2	5
83	возможно только	2	5
84	и его	15	5
85	что при	2	5
86	которые мы	2	5
87	если же	1	5
88	между тем	2	5
89	во втором	3	5
90	в его	9	5
91	для всех	2	5
92	вовсе не	2	5
93	что человек	1	5
94	зависит от	1	5
95	так же	1	5
96	и потому	8	5
97	но это	2	5
98	и для	2	5
99	а в	6	5
100	в таком	3	5
101	этой теории	1	4
102	вопрос о	1	4
103	а только	1	4
104	увидим что	4	4
105	из этих	4	4
106	т д	1	4
107	мы видели	5	4
108	однако в	1	4
109	в то	6	4
110	никогда не	7	4
111	же время	5	4
112	и притом	1	4
113	не могут	3	4
114	к тому	4	4
115	свою очередь	1	4
116	бы в	2	4
117	слов и	1	4
118	с нею	1	4
119	для него	5	4
120	в более	3	4
121	не было	4	4
122	и даже	2	4
123	прежде всего	11	4
124	что мы	2	4
125	самого себя	2	4
126	быть не	1	4
127	слова и	2	4
128	в смысле	1	4
129	и воля	1	4
130	при таком	1	4
131	от того	3	4
132	не более	1	4
133	мы видим	1	4
134	в свою	2	4
