N	3gram	Propp_Isto_2	Hudozhes
1	в том что	5	11
2	по отношению к	3	7
3	о том что	2	7
4	подобно тому как	3	4
5	том что в	1	3
6	не может быть	2	3
7	с одной стороны	3	3
8	тем не менее	1	3
9	что она не	1	2
10	дело не только	1	2
11	о том как	1	2
12	до сих пор	6	2
13	можно было бы	3	2
14	то что было	1	2
15	в этой связи	1	2
16	так же как	4	2
17	не зная что	1	2
18	не только не	1	2
19	не только в	4	2
20	к тому же	2	2
21	на другой день	1	2
22	и т д	18	2
23	в тот момент	2	1
24	не в состоянии	1	1
25	вот он и	1	1
26	об этом говорит	2	1
27	мы узнаем что	1	1
28	но это только	1	1
29	знаем что он	2	1
30	человека а не	1	1
31	что он не	4	1
32	дом в котором	1	1
33	в то что	1	1
34	точно так же	6	1
35	видит в нем	1	1
36	не то что	1	1
37	в это время	1	1
38	что это за	2	1
39	мы знаем что	10	1
40	сих пор мы	2	1
41	то что она	1	1
42	она не знает	1	1
43	так или иначе	1	1
44	и состоит в	1	1
45	с другой стороны	2	1
46	была одной из	1	1
47	том что после	1	1
48	в соседней комнате	1	1
49	в этом случае	5	1
50	и в лесу	1	1
51	с самого начала	2	1
52	того как он	1	1
53	но все же	4	1
54	тот момент когда	2	1
55	в этой роли	1	1
56	друг от друга	1	1
57	в последней главе	1	1
58	после того как	2	1
59	из этих двух	1	1
60	момент когда он	1	1
