N	4gram	Propp_Isto_6	Psycholo
1	в то время как	3	5
2	с этой точки зрения	1	4
3	во всяком случае в	1	2
4	в том что она	1	2
5	и тем не менее	1	1
6	с одной стороны и	1	1
7	таким образом оказывается что	1	1
8	может быть дано только	1	1
9	в том числе и	1	1
10	но в таком случае	1	1
11	одно и то же	1	1
12	не что иное как	1	1
13	и т д все	1	1
14	но вместе с тем	1	1
15	то время как он	1	1
16	даже в тех случаях	2	1
17	вместе с тем очень	1	1
18	все больше и больше	2	1
19	точно так же как	1	1
20	так же как и	1	1
21	в том что на	1	1
