N	3gram	Propp_Isto_5	Myslijsy
1	во всяком случае	1	7
2	в том что	2	7
3	в свою очередь	1	6
4	тем не менее	4	5
5	подобно тому как	1	4
6	по мере того	1	4
7	до сих пор	2	4
8	сам по себе	1	4
9	мере того как	1	4
10	в одно время	1	4
11	в то время	1	4
12	в том смысле	1	4
13	на то что	2	3
14	то время как	1	3
15	с одной стороны	7	3
16	по себе не	1	3
17	может быть не	1	3
18	но тем не	1	3
19	и т д	18	3
20	на самом деле	1	2
21	после того как	3	2
22	состоит не в	1	2
23	в некоторых случаях	2	2
24	не в том	1	2
25	с другой стороны	8	2
26	для того чтобы	3	2
27	то же время	1	2
28	в одно целое	1	2
29	само по себе	1	2
30	то же в	2	2
31	не может быть	3	2
32	с самого начала	1	2
33	в то же	1	2
34	таким образом в	1	2
35	только тогда когда	1	2
36	состоит в том	1	1
37	потому что в	1	1
38	его вместе с	1	1
39	здесь может быть	1	1
40	но так как	2	1
41	это было бы	1	1
42	о том как	2	1
43	т д и	1	1
44	одной стороны и	1	1
45	только в том	1	1
46	и в других	1	1
47	в таких случаях	2	1
48	верно то что	1	1
49	в отличие от	1	1
50	что и не	1	1
51	из того что	1	1
52	с тем что	1	1
53	но это не	2	1
54	смысле в каком	1	1
55	с этой точки	1	1
56	главным образом в	1	1
57	вместе с тем	6	1
58	только для того	1	1
59	и тем не	1	1
60	можно найти в	1	1
61	чем перейти к	1	1
62	том смысле в	1	1
63	но мы видели	1	1
64	как и в	2	1
65	в жизни народов	1	1
66	что во время	1	1
67	мы не знаем	2	1
68	этом случае мы	1	1
69	все что есть	1	1
70	таким же путем	1	1
71	только один из	1	1
72	то что он	1	1
73	во всех этих	1	1
74	в одном случае	1	1
75	в связи с	4	1
76	только после того	1	1
77	служить не только	1	1
78	они не имеют	1	1
79	и в таком	1	1
80	что не только	1	1
81	может быть достигнуто	1	1
82	в том чтобы	2	1
83	в этом случае	7	1
84	о том что	4	1
85	и тем самым	1	1
86	не связано с	1	1
87	что у него	1	1
88	что и в	2	1
89	вопрос о том	1	1
90	в нее как	1	1
91	к тем же	1	1
92	но все же	4	1
93	мы знаем что	4	1
94	на мысль что	1	1
95	может быть названа	1	1
96	и на ней	1	1
97	кого мы до	1	1
98	мы до сих	1	1
99	здесь как и	1	1
100	мы видели что	2	1
101	вне связи с	1	1
102	в ней самой	1	1
