N	3gram	Bakhtin_Pr_3	StatiiOP
1	в том что	3	17
2	о том что	2	11
3	с точки зрения	2	8
4	можно было бы	1	8
5	до сих пор	5	7
6	в этом отношении	1	7
7	с другой стороны	1	6
8	во всяком случае	1	6
9	не может быть	1	5
10	то же время	5	4
11	так и в	2	4
12	нужно сказать что	2	4
13	в то же	5	4
14	сказать что в	1	3
15	по отношению к	1	3
16	в применении к	1	3
17	тем или иным	1	3
18	и даже не	1	2
19	в том числе	11	2
20	каждого из них	1	2
21	в той же	1	2
22	но и в	1	2
23	и то что	1	2
24	том числе и	10	2
25	может быть и	2	2
26	по крайней мере	1	2
27	но в то	1	2
28	имеем дело с	1	2
29	так или иначе	1	2
30	а также и	3	2
31	тем не менее	2	2
32	как и в	3	2
33	в так называемой	1	1
34	а между тем	2	1
35	в обоих случаях	1	1
36	но вовсе не	1	1
37	в той или	1	1
38	той или иной	1	1
39	со всеми их	1	1
40	а не в	1	1
41	как и во	1	1
42	также и в	1	1
43	в этом смысле	1	1
44	в соответствии с	2	1
45	несколько слов о	3	1
46	сих пор еще	2	1
47	в одной из	1	1
48	в зависимости от	2	1
49	убедиться в этом	1	1
50	конечно все эти	1	1
51	некоторых из них	1	1
52	а может быть	1	1
53	может быть даже	1	1
54	но ведь если	1	1
55	об этом не	1	1
56	все это очень	1	1
57	чтобы убедиться в	1	1
58	можно даже сказать	1	1
59	писателей xviii и	1	1
60	и в то	2	1
61	в развитии этой	1	1
62	жизни и смерти	2	1
63	то что было	1	1
64	с нашей точки	1	1
65	он не знает	2	1
66	для правильного понимания	2	1
67	я не могу	1	1
68	вовсе еще не	1	1
69	быть даже и	1	1
70	даже сказать что	1	1
71	во всех случаях	1	1
72	смысле этого слова	1	1
73	и никогда не	1	1
74	в котором он	1	1
75	и не может	1	1
76	нашей точки зрения	1	1
77	в каждом из	3	1
78	друг от друга	1	1
79	после того как	1	1
80	xviii и xix	2	1
81	показывает что он	1	1
82	мы имеем дело	1	1
83	в начале своего	1	1
84	отметить что в	1	1
85	в конце концов	1	1
86	до второй половины	1	1
87	со всеми его	1	1
