N	2gram	Vygotskiy__5	Marksizm
1	точки зрения	7	34
2	может быть	11	26
3	и не	6	26
4	не может	9	24
5	с точки	2	20
6	и в	30	19
7	и его	6	19
8	таким образом	20	17
9	в этом	14	16
10	как бы	19	15
11	в процессе	1	14
12	как мы	5	13
13	прежде всего	4	13
14	как и	6	12
15	если мы	16	11
16	так и	3	11
17	связи с	2	11
18	и для	6	11
19	самом деле	8	10
20	в нем	7	10
21	и т.п	1	10
22	в самом	14	10
23	только в	5	9
24	для него	3	9
25	в результате	4	9
26	как система	1	8
27	все же	7	8
28	не только	16	8
29	при этом	8	8
30	до сих	5	8
31	но и	6	8
32	в контексте	1	8
33	сих пор	5	8
34	то что	37	8
35	во всех	2	7
36	в ее	3	7
37	точка зрения	1	7
38	но в	5	7
39	психологии и	1	7
40	все эти	2	7
41	то же	7	7
42	в каждом	2	7
43	а не	8	7
44	так же	13	7
45	так сказать	1	6
46	мы не	3	6
47	и того	2	6
48	ничего не	2	6
49	и здесь	6	6
50	в его	4	6
51	в том	27	6
52	с помощью	2	6
53	в смысле	1	6
54	другой стороны	5	6
55	того же	2	6
56	отличие от	2	5
57	конечно не	1	5
58	по преимуществу	2	5
59	может стать	1	5
60	рядом с	5	5
61	одного и	2	5
62	в отличие	2	5
63	не в	8	5
64	необходимо чтобы	1	5
65	объективной точки	1	5
66	того чтобы	20	5
67	ничего общего	1	5
68	совершается в	1	5
69	и все	4	5
70	этот вопрос	4	5
71	ясно что	6	5
72	в начале	1	5
73	в конце	4	5
74	вовсе не	3	5
75	с другой	9	5
76	именно в	6	5
77	до конца	2	5
78	мы знаем	2	5
79	и потому	5	5
80	хотя бы	3	5
81	к этому	3	5
82	во всяком	1	5
83	что слово	1	4
84	оно может	1	4
85	вопрос о	3	4
86	и на	3	4
87	нет и	1	4
88	как в	3	4
89	и тот	1	4
90	было бы	5	4
91	не менее	1	4
92	психологии в	1	4
93	по себе	7	4
94	в отношении	2	4
95	самого начала	3	4
96	не является	2	4
97	в ней	4	4
98	с самого	3	4
99	еще не	5	4
100	только на	4	4
101	от того	4	4
102	для того	20	4
103	этой проблемы	1	4
104	далеко не	1	4
105	и между	3	4
106	как же	1	4
107	с этим	2	4
108	в данном	3	4
109	что же	1	4
110	психической жизни	1	4
111	тот же	3	4
112	а в	4	4
113	между ними	2	4
114	и эта	2	4
115	сказать что	9	4
116	что в	24	4
117	формы и	3	3
118	на самом	2	3
119	он может	1	3
120	и есть	5	3
121	а как	2	3
122	в сущности	12	3
123	этой школы	1	3
124	по отношению	2	3
125	один и	1	3
126	общего с	1	3
127	целый ряд	3	3
128	и как	7	3
129	и к	4	3
130	в которой	3	3
131	к другому	2	3
132	этот процесс	1	3
133	в корне	1	3
134	но все	2	3
135	различие между	1	3
136	от одного	2	3
137	но именно	1	3
138	он не	3	3
139	он является	2	3
140	том что	21	3
141	в своей	4	3
142	и ее	1	3
143	в котором	2	3
144	мы говорили	4	3
145	является в	2	3
146	речи в	1	3
147	в то	2	3
148	к этим	2	3
149	для каждого	1	3
150	не имеет	1	3
151	на язык	1	3
152	действительности но	1	3
153	этом отношении	3	3
154	в области	1	3
155	не могут	3	3
156	же самое	5	3
157	должны быть	1	3
158	не есть	4	3
159	и это	8	3
160	не существует	3	3
161	только при	1	3
162	понятно что	2	3
163	из основных	1	3
164	сводится к	5	3
165	можно сказать	2	3
166	двух направлений	1	3
167	здесь в	1	3
168	и следовательно	2	3
169	конце концов	2	3
170	того что	8	3
171	быть и	2	3
172	одной из	1	3
173	нуждается в	1	3
174	в какой	1	3
175	и действительно	1	3
176	между тем	1	3
177	не дает	2	3
178	из них	2	3
179	или иной	2	3
180	с объективной	1	3
181	в каком	3	3
182	не было	1	3
183	на этот	3	3
184	все это	2	3
185	смысле этого	1	3
186	этом случае	2	3
187	и от	1	3
188	нет ничего	1	3
189	она может	1	3
190	и при	2	3
191	речи и	1	3
192	совершенно не	6	3
193	мы должны	3	3
194	это и	2	3
195	говорили о	1	2
196	ту же	2	2
197	нем нет	1	2
198	одним из	1	2
199	же как	2	2
200	связана с	1	2
201	все остальное	1	2
202	быть сведены	1	2
203	делают его	1	2
204	мы уже	6	2
205	той же	3	2
206	совпадает с	1	2
207	для нашей	2	2
208	зависимости от	7	2
209	и он	2	2
210	свою очередь	1	2
211	первый план	3	2
212	не найдем	2	2
213	в чем	1	2
214	то мы	1	2
215	во внешнем	2	2
216	как если	1	2
217	что язык	1	2
218	для других	1	2
219	не все	1	2
220	себе и	2	2
221	не просто	1	2
222	из важнейших	1	2
223	конечно совершенно	1	2
224	в одной	2	2
225	данный момент	1	2
226	как к	1	2
227	в своем	6	2
228	переживания и	1	2
229	в действительности	1	2
230	от этого	1	2
231	то в	1	2
232	в нашем	2	2
233	из этих	3	2
234	в себе	5	2
235	как он	2	2
236	и обеспечивает	1	2
237	всех остальных	1	2
238	должна быть	2	2
239	первой части	1	2
240	в понимании	1	2
241	не как	3	2
242	из виду	1	2
243	одной и	2	2
244	можно было	3	2
245	человека в	3	2
246	от нее	1	2
247	могла бы	1	2
248	что все	6	2
249	выражение и	1	2
250	в другом	3	2
251	и с	2	2
252	до тех	2	2
253	момент и	1	2
254	бы в	5	2
255	оно становится	1	2
256	на этой	1	2
257	этом смысле	2	2
258	ни в	3	2
259	это положение	1	2
260	ни одной	1	2
261	от него	4	2
