N	3gram	Bakhtin_Fr_8	Psycholo
1	в том что	6	17
2	для того чтобы	2	13
3	в самом деле	1	11
4	с точки зрения	2	10
5	заключается в том	1	10
6	не может быть	2	8
7	то же самое	1	6
8	на самом деле	1	5
9	до сих пор	8	5
10	в этом отношении	1	5
11	можно было бы	1	4
12	в данном случае	2	4
13	о том что	2	4
14	и в самом	1	4
15	том что она	1	3
16	в то время	2	3
17	никогда не может	1	3
18	таким образом и	3	3
19	искать не в	1	2
20	состоит в том	1	2
21	на том же	1	2
22	том же самом	1	2
23	подобно тому как	1	2
24	как и в	4	2
25	что все это	2	2
26	и то что	1	2
27	если же мы	1	2
28	не в том	1	2
29	по сравнению с	1	2
30	начала и до	3	2
31	бы то ни	2	2
32	при этом как	1	2
33	того чтобы показать	1	2
34	таким образом в	1	2
35	то же время	10	2
36	с другой стороны	2	2
37	в то же	10	2
38	мы видим что	2	2
39	и до наших	1	1
40	если бы в	1	1
41	прямо сказать что	1	1
42	в чем же	1	1
43	потому что в	1	1
44	в его творчестве	2	1
45	лишь тем что	1	1
46	в этом смысле	1	1
47	он не только	1	1
48	о том как	1	1
49	может быть отнесена	1	1
50	и целый ряд	1	1
51	и там где	1	1
52	а не к	1	1
53	которые не только	1	1
54	но потому что	1	1
55	в отличие от	1	1
56	всегда во все	1	1
57	не только непосредственно	1	1
58	но и в	1	1
59	что все эти	1	1
60	по своему значению	1	1
61	же самом месте	1	1
62	только то что	1	1
63	не один раз	1	1
64	с тем чтобы	1	1
65	но он не	1	1
66	и в других	1	1
67	а с другой	1	1
68	когда он в	1	1
69	в наши дни	1	1
70	вместе с тем	1	1
71	но в их	1	1
72	и в частности	1	1
73	то ни было	1	1
74	в узком смысле	2	1
75	он в своих	1	1
76	они еще не	1	1
77	с одной стороны	2	1
78	но при этом	1	1
79	по своему существу	1	1
80	все же не	1	1
81	в связи с	3	1
82	и в основе	1	1
83	во всем этом	1	1
84	вместо того чтобы	1	1
85	в свое время	1	1
86	до наших дней	1	1
87	друг с другом	1	1
88	более или менее	2	1
89	то есть с	1	1
90	к которой мы	1	1
91	с самого начала	1	1
92	не только не	2	1
93	выходит за пределы	1	1
94	можно сказать что	2	1
95	том что все	1	1
96	может и не	1	1
97	в своих рассуждениях	1	1
98	после того как	1	1
99	не потому что	1	1
100	и не имеет	1	1
101	быть отнесена к	1	1
102	в особенности же	1	1
103	деле и в	1	1
104	один из самых	1	1
