N	3gram	Tiupa_Vved_1	FransuaR
1	то же время	3	6
2	в то же	4	6
3	в связи с	1	4
4	большей или меньшей	1	3
5	на самом деле	3	3
6	в том числе	1	3
7	в отличие от	2	3
8	между жизнью и	1	3
9	и прежде всего	1	3
10	жизнью и смертью	1	3
11	в той или	1	2
12	по отношению к	7	2
13	но и в	2	2
14	в этом отношении	4	2
15	том числе и	1	2
16	можно было бы	2	2
17	в значительной степени	1	2
18	не может быть	3	2
19	все то что	1	2
20	в данном случае	6	2
21	о том что	4	2
22	той или иной	2	2
23	можно сказать что	1	2
24	как и в	2	2
25	в том же	1	2
26	как мы видели	2	2
27	уравниваются в своих	1	1
28	что иное как	1	1
29	при встрече с	1	1
30	образов но в	1	1
31	в основе своей	1	1
32	прежде всего на	1	1
33	оно свидетельствует о	1	1
34	в данном контексте	1	1
35	мы узнаем что	1	1
36	подобно тому как	2	1
37	в настоящее время	1	1
38	нового времени и	1	1
39	свидетельствует о том	1	1
40	границы между ними	1	1
41	о том как	1	1
42	в этом случае	1	1
43	может быть только	1	1
44	вместо того чтобы	1	1
45	об этом в	1	1
46	или иной степени	1	1
47	войне и мире	2	1
48	имеет дело не	1	1
49	бы и не	2	1
50	не что иное	1	1
51	в том чтобы	2	1
52	в первом случае	1	1
53	дело не с	1	1
54	в высшей степени	2	1
55	несет на себе	1	1
56	и в этом	1	1
57	как будто бы	3	1
58	во втором случае	1	1
59	но это вовсе	1	1
60	то что он	1	1
61	с большей или	1	1
62	во всяком случае	1	1
63	как мы увидим	1	1
64	поры до времени	1	1
65	и т.п но	1	1
66	с другой стороны	1	1
67	но на самом	1	1
68	само по себе	1	1
69	может быть названа	1	1
70	жизни то есть	1	1
71	в свою очередь	4	1
72	первом случае мы	1	1
73	и в самом	1	1
74	и т.п это	1	1
75	но и не	1	1
76	в целом как	1	1
77	который в свою	1	1
78	каждый из этих	1	1
79	в области литературы	1	1
80	далее мы видим	1	1
81	так и по	1	1
82	в том что	3	1
83	те же самые	1	1
84	до поры до	1	1
85	то есть с	1	1
