N	2gram	Vinokur_St_1	Myshleni
1	в развитии	1	28
2	то что	18	26
3	в этом	21	25
4	что он	10	25
5	потому что	6	21
6	таким образом	7	19
7	точки зрения	11	18
8	в том	36	18
9	не может	8	18
10	того чтобы	11	17
11	не только	18	16
12	и в	44	16
13	того что	9	16
14	так как	5	16
15	что в	30	16
16	том что	29	15
17	так же	5	15
18	для того	10	14
19	в сущности	2	13
20	между собой	1	13
21	в процессе	1	13
22	сказать что	7	13
23	вопрос о	4	12
24	по отношению	3	12
25	в области	14	12
26	и что	4	12
27	и не	16	12
28	отношению к	3	12
29	из того	2	11
30	отношение к	2	11
31	в его	9	11
32	но не	3	10
33	было бы	17	10
34	как мы	1	10
35	только в	10	10
36	а не	16	10
37	с точки	8	9
38	в отношении	9	9
39	может быть	15	9
40	то же	5	8
41	в известном	1	8
42	как и	9	8
43	если бы	9	8
44	тем самым	2	8
45	в основе	3	8
46	о том	17	8
47	он не	2	8
48	как это	4	8
49	же как	3	7
50	того же	3	7
51	и есть	1	7
52	в нем	5	7
53	но он	2	7
54	по себе	1	7
55	так и	9	7
56	если мы	1	7
57	и на	1	6
58	но в	10	6
59	в этой	11	6
60	как он	1	6
61	связанные с	3	6
62	в другом	3	6
63	но если	4	6
64	не в	12	6
65	речи в	1	6
66	что оно	3	6
67	что все	2	6
68	языка и	4	6
69	этот вопрос	4	6
70	в школе	1	6
71	у него	2	6
72	но и	10	6
73	в той	6	6
74	в какой	3	6
75	к тому	1	6
76	в такой	2	5
77	мере в	2	5
78	должна быть	3	5
79	что они	7	5
80	как в	13	5
81	в своем	2	5
82	говорит что	3	5
83	в которой	4	5
84	он должен	2	5
85	на все	1	5
86	показывает что	1	5
87	тому что	3	5
88	что с	2	5
89	в то	9	5
90	тогда когда	1	5
91	того как	1	5
92	никогда не	5	5
93	ничего не	2	5
94	этом отношении	7	5
95	с самого	1	5
96	можно было	13	5
97	же мере	1	5
98	на вопрос	4	5
99	можно сказать	1	5
100	заключается в	4	5
101	значит что	3	5
102	тот же	1	5
103	хотя бы	6	5
104	для него	6	5
105	тем что	5	5
106	как бы	4	5
107	не является	3	5
108	еще более	4	5
109	не знает	2	5
110	как известно	1	4
111	и то	5	4
112	той же	5	4
113	оба эти	2	4
114	время как	2	4
115	мысль что	1	4
116	а только	1	4
117	друг от	1	4
118	за пределы	2	4
119	в самом	7	4
120	все эти	5	4
121	с их	1	4
122	вообще не	2	4
123	при этом	2	4
124	и по	5	4
125	это не	8	4
126	такой же	5	4
127	лучшем случае	1	4
128	и другое	1	4
129	не имеет	4	4
130	казалось бы	1	4
131	могут быть	5	4
132	от друга	1	4
133	еще не	3	4
134	другом месте	2	4
135	не означает	1	4
136	в свете	1	4
137	в качестве	4	4
138	так что	6	4
139	и их	2	4
140	то время	2	4
141	не могут	1	4
142	точек зрения	1	4
143	с другой	9	4
144	именно в	6	4
145	к которому	4	4
146	на этот	3	4
147	что мы	5	4
148	вместе с	1	4
149	в меру	1	4
150	с этой	3	4
151	в целом	5	4
152	в результате	3	4
153	бы в	1	4
154	тем более	4	4
155	потребность в	1	4
156	самом деле	11	3
157	это и	4	3
158	в первом	2	3
159	мы не	2	3
160	говорить о	2	3
161	как я	1	3
162	внимание и	1	3
163	но как	1	3
164	если в	2	3
165	ответ на	3	3
166	с этим	3	3
167	показать что	1	3
168	все же	8	3
169	то в	3	3
170	он в	1	3
171	этого вопроса	2	3
172	и тем	3	3
173	с тем	1	3
174	в научном	1	3
175	что значит	1	3
176	в этих	2	3
177	сих пор	7	3
178	и более	2	3
179	нас к	1	3
180	из которых	1	3
181	каждого отдельного	1	3
182	не менее	5	3
183	до конца	1	3
184	что эта	2	3
185	но что	1	3
186	вытекает из	2	3
187	больше чем	2	3
188	по своей	2	3
189	и является	1	3
190	и его	8	3
191	ничего общего	3	3
192	то как	1	3
193	еще в	1	3
194	и с	3	3
195	до сих	7	3
196	в чем	3	3
197	этих двух	3	3
198	к нему	2	3
199	а потому	2	3
200	что и	6	3
201	в лучшем	1	3
202	одной из	1	3
203	между тем	3	3
204	с одной	3	3
205	вопроса о	3	3
206	его и	1	3
207	он имеет	1	3
208	в одном	1	3
209	а в	17	3
210	от того	1	3
211	еще и	2	3
212	говорит о	3	3
213	прежде всего	7	3
214	не на	1	3
215	в частности	4	3
216	чем в	3	3
217	по существу	2	3
218	этом случае	2	3
219	той мере	1	3
220	но это	6	3
221	одной стороны	2	3
222	к его	1	3
223	включает в	1	3
224	как на	1	3
225	к этому	1	3
226	они не	1	3
227	отношения к	2	2
228	не должны	1	2
229	такое же	1	2
230	что эти	1	2
231	исходит из	1	2
232	не имеют	1	2
233	в зависимости	1	2
234	их и	1	2
235	из сказанного	1	2
236	совпадает с	2	2
237	я не	7	2
238	зависимости от	1	2
239	в ней	3	2
240	что оба	1	2
241	быть в	2	2
242	столь же	4	2
243	во всех	8	2
244	с каким	1	2
245	что я	1	2
246	что было	1	2
247	очевидно что	1	2
248	общего с	3	2
249	стороны и	1	2
250	и к	1	2
251	и полностью	1	2
252	котором она	1	2
253	то обстоятельство	2	2
254	он делает	1	2
255	если он	1	2
256	в случае	2	2
257	что она	4	2
258	с несомненностью	1	2
259	в корне	1	2
260	свое время	2	2
261	имел бы	1	2
262	но все	4	2
263	на протяжении	1	2
264	в них	1	2
265	в плоскость	1	2
266	на основании	1	2
267	во второй	9	2
268	в своей	6	2
269	в котором	5	2
270	должны были	1	2
271	значение для	1	2
272	и эти	1	2
273	все это	5	2
274	их в	2	2
275	же мы	1	2
276	но они	1	2
277	он еще	1	2
278	но только	1	2
279	ту мысль	1	2
280	то это	3	2
281	больше того	1	2
282	обстоятельство что	3	2
283	в момент	1	2
284	должны быть	3	2
285	и другим	1	2
286	в виду	1	2
287	но при	1	2
288	на основе	1	2
289	в истории	3	2
290	что у	4	2
291	к самой	1	2
292	том как	4	2
293	понять как	1	2
294	говорим о	1	2
295	язык и	1	2
296	и из	1	2
297	образом в	1	2
