N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	6	12
2	в том что	1	7
3	можно было бы	1	4
4	по крайней мере	3	4
5	ничего не говорит	1	4
6	в этом смысле	3	3
7	не нуждается в	2	3
8	в нем нет	2	3
9	и в этом	2	3
10	не может быть	3	3
11	можно сказать что	3	3
12	той или иной	1	3
13	и не должна	1	2
14	то что я	1	2
15	на самом деле	4	2
16	не лучше ли	1	2
17	до сих пор	3	2
18	в этом отношении	1	2
19	так как он	1	2
20	с одной стороны	1	2
21	как один из	1	2
22	по сравнению с	3	2
23	во всяком случае	3	2
24	одна и та	1	2
25	ни в чем	3	2
26	это и есть	1	2
27	о том что	2	2
28	мы можем сказать	2	2
29	можем сказать что	1	2
30	и ни в	1	2
31	и та же	1	2
32	и об его	1	2
33	свое отношение к	1	1
34	в чем не	3	1
35	его жизни в	1	1
36	дело в том	1	1
37	говорит и о	1	1
38	в самом деле	2	1
39	но даже и	1	1
40	мы уже знаем	1	1
41	сознания ни в	1	1
42	с теми которые	1	1
43	именно то что	1	1
44	ни в коем	1	1
45	вместе с ним	1	1
46	не говорит и	1	1
47	она может быть	1	1
48	и вот она	1	1
49	свой смысл и	1	1
50	в коем случае	1	1
51	ли все это	1	1
52	теперь мы должны	1	1
53	это быть может	1	1
54	может быть очень	1	1
55	но мы уже	1	1
56	ничего общего не	1	1
57	однако сказать что	1	1
58	с ним и	1	1
59	в связи с	1	1
60	сказать что эти	1	1
61	в этом и	1	1
62	таким образом и	1	1
63	связи с этим	1	1
64	же самое и	1	1
65	вопрос можно ли	1	1
66	с самого начала	4	1
67	и можно сказать	1	1
68	что иное как	1	1
69	а на самом	1	1
70	и может быть	2	1
71	есть прежде всего	1	1
72	уже знаем что	1	1
73	не что иное	1	1
74	друг с другом	1	1
75	сравнению с ней	1	1
76	для того чтобы	1	1
77	нечего и говорить	2	1
78	на первый взгляд	1	1
79	то же самое	1	1
