N	3gram	Tiupa_Disk_2	StatiiOP
1	в том что	6	17
2	о том что	3	11
3	с точки зрения	2	8
4	в этом отношении	4	7
5	в данном случае	6	6
6	с другой стороны	1	6
7	во всяком случае	1	6
8	в самом деле	1	5
9	не может быть	3	5
10	дело в том	2	4
11	то же время	5	4
12	но также и	1	4
13	так и в	3	4
14	того или иного	1	4
15	в то же	4	4
16	том что в	1	3
17	по отношению к	4	3
18	что же касается	2	3
19	в применении к	1	3
20	и мн др	2	3
21	в свое время	2	2
22	в том числе	1	2
23	в этом случае	2	2
24	в иных случаях	1	2
25	в первую очередь	2	2
26	и то что	2	2
27	том числе и	1	2
28	по крайней мере	1	2
29	с одной стороны	4	2
30	во втором случае	1	2
31	не в том	1	2
32	чем у пушкина	1	2
33	а также и	1	2
34	мере в какой	1	2
35	то что в	1	2
36	речь идет о	1	2
37	тем не менее	1	2
38	как и в	5	2
39	в другом месте	1	1
40	в обоих случаях	2	1
41	в одном из	1	1
42	в той или	1	1
43	той или иной	3	1
44	не говоря уже	1	1
45	в соответствии с	2	1
46	одних и тех	1	1
47	из двух или	1	1
48	ни одно из	2	1
49	говоря уже о	1	1
50	одно из двух	1	1
51	что в одном	1	1
52	бы то ни	1	1
53	только то что	1	1
54	в наше время	2	1
55	в этом утверждении	1	1
56	и тех же	1	1
57	на мой взгляд	2	1
58	в это время	1	1
59	содержит в себе	2	1
60	той мере в	1	1
61	и в то	1	1
62	в той мере	1	1
63	как будто бы	1	1
64	жизни и смерти	1	1
65	а с другой	1	1
66	такого рода в	1	1
67	это в равной	1	1
68	и не может	2	1
69	но все эти	1	1
70	мысль о том	1	1
71	ни в чем	1	1
72	друг от друга	1	1
73	но не менее	1	1
74	но это не	1	1
75	и могут быть	1	1
76	мы имеем дело	1	1
77	том что и	1	1
