N	2gram	Vinokur_Ku_3	Poddanst
1	не только	17	17
2	и в	23	14
3	и не	10	12
4	в области	14	11
5	в этом	16	10
6	в отношении	3	10
7	в качестве	2	9
8	но в	2	9
9	то же	6	9
10	в том	22	9
11	в пределах	2	8
12	хотя бы	9	8
13	только в	6	7
14	в то	3	7
15	же время	1	7
16	в ней	3	6
17	xix века	3	6
18	было бы	16	6
19	е с	1	6
20	но и	3	6
21	в смысле	1	6
22	отношении к	1	5
23	в которых	3	5
24	с другой	7	5
25	может быть	14	5
26	и пр	3	5
27	не в	5	5
28	и о	4	5
29	если бы	8	4
30	тех кто	1	4
31	а также	4	4
32	в своем	4	4
33	и к	3	4
34	как бы	5	4
35	и если	2	4
36	но также	5	4
37	том что	11	4
38	не может	6	4
39	и потому	1	4
40	в котором	2	4
41	большей степени	2	4
42	по себе	6	4
43	в русской	1	4
44	что в	13	4
45	мы должны	3	4
46	же в	1	4
47	а в	5	4
48	то что	4	4
49	и т	54	3
50	мы не	3	3
51	сводится к	1	3
52	столь же	4	3
53	между тем	4	3
54	это не	3	3
55	вслед за	1	3
56	хотя и	5	3
57	и как	2	3
58	тот же	6	3
59	с ними	1	3
60	с одной	4	3
61	в себе	1	3
62	в россии	2	3
63	для того	12	3
64	заключается в	4	3
65	прежде всего	9	3
66	одной стороны	4	3
67	с тем	6	3
68	что мы	2	3
69	и без	2	3
70	с точки	16	3
71	но не	3	3
72	она есть	2	3
73	наряду с	1	3
74	могут быть	6	3
75	т е	32	3
76	тем самым	4	3
77	потому что	12	3
78	точки зрения	23	3
79	я и	3	3
80	нужно помнить	1	2
81	отношения к	1	2
82	например в	1	2
83	в сфере	1	2
84	в ее	4	2
85	и есть	5	2
86	есть не	3	2
87	одних и	1	2
88	которое в	2	2
89	никак не	2	2
90	не нужно	1	2
91	время в	3	2
92	говорить о	6	2
93	в общем	6	2
94	со стороны	1	2
95	отнюдь не	3	2
96	в русском	2	2
97	с этим	1	2
98	того что	11	2
99	помнить что	1	2
100	думать что	1	2
101	в начале	1	2
102	признание что	1	2
103	главным образом	2	2
104	г и	1	2
105	в его	11	2
106	потому в	2	2
107	в виде	1	2
108	не к	1	2
109	в силу	6	2
110	и вот	3	2
111	как раз	4	2
112	в статье	2	2
113	именно как	1	2
114	и с	3	2
115	точек зрения	2	2
116	может ли	1	2
117	именно в	3	2
118	и мы	1	2
119	и тем	6	2
120	не было	4	2
121	а не	11	2
122	в ряду	3	2
123	должно быть	7	2
124	в эту	1	2
125	более чем	2	2
126	д н	1	2
127	не столько	4	2
128	не будем	5	2
129	творчества и	1	2
130	друг другу	1	2
131	культуры в	1	2
132	не менее	12	2
133	все это	2	2
134	между прочим	8	2
135	не о	2	2
136	в полной	1	2
137	еще более	2	2
138	тем более	5	2
139	создается в	1	2
140	для нас	4	2
141	в частности	2	2
142	так называемые	1	2
143	а д	1	2
144	как на	8	2
145	том числе	2	2
146	с формами	1	1
147	также что	2	1
148	равным образом	1	1
149	также и	5	1
150	же как	1	1
151	и через	2	1
152	менее ясно	1	1
153	связана с	1	1
154	и то	1	1
155	пусть не	1	1
156	тем и	1	1
157	на основе	1	1
158	тем же	2	1
159	какого-либо иного	1	1
160	в иных	1	1
161	культуры и	1	1
162	по преимуществу	3	1
163	есть путь	1	1
164	будем бояться	1	1
165	к жизни	1	1
166	на две	1	1
167	уяснить себе	1	1
168	должна быть	3	1
169	собственном смысле	2	1
170	бы грешно	1	1
171	был и	1	1
172	поэзии и	1	1
173	те же	7	1
174	не с	2	1
175	по природе	1	1
176	приближением к	1	1
177	как таковую	1	1
178	стороны есть	1	1
179	что дело	2	1
180	бы что	1	1
181	для этого	6	1
182	в собственном	1	1
183	пор пока	4	1
184	на себя	2	1
185	почти исключительно	1	1
186	и ее	1	1
187	именно потому	1	1
188	мы и	1	1
189	и здесь	2	1
190	на чью	1	1
191	подчеркнуть что	2	1
192	может не	1	1
193	не означает	2	1
194	с разных	1	1
195	и что	7	1
196	литературы и	1	1
197	еще не	9	1
198	были бы	4	1
199	и на	1	1
200	с того	1	1
201	ответа на	2	1
202	в различных	2	1
203	глаза на	1	1
204	связь между	3	1
205	что значат	1	1
206	смысле не	1	1
207	не все	2	1
208	что и	6	1
209	отличие от	2	1
210	не просто	2	1
211	есть с	1	1
212	е если	1	1
213	них в	1	1
214	интеллигенции и	2	1
215	также в	1	1
216	что во	1	1
217	в рамках	5	1
218	судить по	1	1
219	современного русского	1	1
220	разных точек	1	1
221	в современной	1	1
222	тех пор	4	1
223	известном смысле	2	1
224	все же	5	1
225	и где	1	1
226	соотношение между	1	1
227	у в	1	1
228	вопросом о	4	1
229	мы видим	1	1
230	более или	2	1
231	в какой	3	1
232	бы из	1	1
233	россии не	1	1
234	не связаны	1	1
235	понимать что	1	1
236	может оказаться	2	1
237	и такое	1	1
238	в самом	13	1
239	только то	3	1
240	в условиях	2	1
241	но как	3	1
242	в которой	1	1
243	во времени	1	1
244	бы и	3	1
245	что это	3	1
246	формы в	1	1
247	вопрос об	2	1
248	чуть ли	1	1
249	из этих	5	1
250	тот или	2	1
251	если мы	7	1
252	именно на	2	1
253	в известном	2	1
254	оказывается в	1	1
255	уже в	3	1
256	говорить об	1	1
257	если он	1	1
258	но на	3	1
259	развития русской	2	1
260	как оно	1	1
261	не могла	1	1
262	т д	8	1
263	тем чтобы	2	1
264	многие русские	1	1
265	мы знаем	1	1
266	не как	2	1
267	иначе как	1	1
268	эти могут	2	1
269	наших глазах	1	1
270	ему на	1	1
271	и только	3	1
272	само по	1	1
273	каждый из	1	1
274	при отсутствии	1	1
275	дело идет	1	1
276	и экономической	1	1
277	мы возьмем	1	1
278	в каждом	1	1
279	к составлению	1	1
280	связанные с	1	1
281	имеют в	1	1
282	возможно что	1	1
283	или иной	7	1
284	из всех	1	1
285	на этой	1	1
286	предостерегает от	1	1
287	ясно что	4	1
288	его в	2	1
289	е к	2	1
290	и тех	1	1
291	и иных	1	1
292	совершенно ясно	2	1
293	а с	3	1
294	русской культуры	1	1
295	что не	4	1
296	в искаженном	1	1
297	обратиться к	1	1
298	каком смысле	1	1
299	далеко не	5	1
300	как и	5	1
301	и уже	1	1
302	в свете	2	1
303	и я	2	1
304	ведет к	1	1
305	поскольку дело	1	1
306	не об	1	1
307	когда в	2	1
308	формах и	1	1
309	или менее	2	1
310	рассматривать с	1	1
311	что если	2	1
312	и при	2	1
313	так же	2	1
314	уже невозможно	1	1
315	представить себе	1	1
316	всяком случае	1	1
317	что именно	3	1
318	поскольку они	1	1
319	сопоставление это	1	1
320	в отличие	2	1
321	мысли и	2	1
322	в данном	7	1
323	вопрос о	11	1
324	он будет	2	1
325	когда и	1	1
326	со столь	1	1
327	можно говорить	10	1
328	думается что	1	1
329	к русскому	1	1
330	эти последние	2	1
331	на какие	1	1
332	как к	2	1
333	и более	3	1
334	там где	3	1
335	или что	1	1
336	и наоборот	1	1
337	того кто	1	1
338	в предыдущем	1	1
339	как проблема	3	1
340	простор для	2	1
341	что есть	2	1
342	она не	3	1
343	что с	1	1
344	есть прежде	1	1
345	но для	3	1
346	тогда когда	4	1
347	этом смысле	1	1
348	она должна	1	1
349	исключает всякую	1	1
350	идет именно	1	1
351	противоречии с	1	1
352	случаях когда	1	1
353	того чтобы	11	1
354	проблема и	2	1
355	вообще можно	1	1
356	она может	2	1
357	об отношении	1	1
358	не имеет	3	1
359	вполне и	1	1
360	рассматривать как	1	1
361	никогда не	1	1
362	в результате	3	1
363	казалось бы	1	1
364	о котором	1	1
365	чтобы понять	2	1
366	или иным	2	1
367	что делать	1	1
368	с двух	1	1
369	они являются	1	1
370	поэтики в	1	1
371	иными словами	8	1
372	не более	2	1
373	более что	2	1
374	в наши	1	1
375	в г	1	1
376	другой стороны	3	1
377	только что	2	1
378	в этих	2	1
379	можно рассматривать	2	1
380	давно уже	1	1
381	я имеют	1	1
382	до тех	4	1
383	на фоне	7	1
384	в каком	3	1
385	конечно и	1	1
386	только как	4	1
387	они как	1	1
388	именно о	1	1
389	по одному	1	1
390	является и	2	1
391	и именно	3	1
392	одновременно и	1	1
393	что все	2	1
394	есть и	1	1
395	ли не	1	1
396	что то	1	1
397	всего что	1	1
398	к этой	1	1
399	ни на	2	1
400	и другие	1	1
401	не есть	3	1
402	вместе с	2	1
403	именно здесь	1	1
404	это в	2	1
405	консулы и	1	1
406	который не	1	1
407	русской литературы	1	1
408	во всяком	2	1
409	они не	3	1
