N	3gram	Bakhtin_Fr_2	Myshleni
1	с точки зрения	5	21
2	для того чтобы	1	18
3	в этом случае	1	14
4	в том что	1	13
5	не только не	1	9
6	по сравнению с	2	7
7	по отношению к	1	5
8	свое выражение в	1	5
9	с одной стороны	3	5
10	не может быть	4	4
11	о том что	3	4
12	на то что	1	4
13	только потому что	1	3
14	одной стороны и	1	3
15	до сих пор	4	3
16	в этом отношении	3	3
17	в собственном смысле	2	3
18	находит свое выражение	1	3
19	содержит в себе	2	3
20	можно сказать что	2	3
21	как и в	1	3
22	как мы видели	2	3
23	одной и той	1	2
24	прежде всего в	1	2
25	и той же	1	2
26	на самом деле	1	2
27	в большинстве случаев	1	2
28	именно в этом	1	2
29	то что для	2	2
30	все эти три	1	2
31	мы говорили выше	1	2
32	таким образом в	1	2
33	друг с другом	1	2
34	в себе в	1	2
35	и связанное с	1	1
36	и теоретически осмыслить	1	1
37	это нашло свое	1	1
38	но это есть	1	1
39	совершенно иначе чем	1	1
40	есть вовсе не	1	1
41	подобно тому как	2	1
42	также и в	1	1
43	в том же	1	1
44	в силу того	1	1
45	самом же деле	1	1
46	со всеми ее	1	1
47	и не может	1	1
48	распространяется на все	1	1
49	в первую очередь	1	1
50	в основном и	2	1
51	и во всех	3	1
52	и значение в	1	1
53	нашего исследования является	1	1
54	все же в	3	1
55	как мы уже	3	1
56	связанное с ним	1	1
57	есть то что	1	1
58	его связь с	2	1
59	его отношения к	1	1
60	не только в	5	1
61	этого процесса мы	1	1
62	ко всем его	1	1
63	и его отношения	1	1
64	в одной из	1	1
65	до некоторой степени	1	1
66	потому что в	1	1
67	с другой стороны	3	1
68	прежде всего на	1	1
69	не могут быть	1	1
70	мы уже говорили	5	1
71	как и для	1	1
72	свое особое отношение	1	1
73	в меру этого	1	1
74	во всяком случае	2	1
75	относится ко всему	1	1
76	силу того что	1	1
77	на самом же	1	1
78	с ним непосредственно	1	1
79	так и в	1	1
80	включает в себя	2	1
81	но и там	1	1
82	его только в	1	1
83	же в них	1	1
84	к действительности и	1	1
85	после того как	1	1
86	но все же	2	1
87	но также и	1	1
88	в то же	6	1
89	поэтому мы и	1	1
90	только тогда когда	1	1
91	в конце концов	1	1
