N	2gram	Tiupa_Anal_2	Myslijsy
1	потому что	1	46
2	то есть	9	34
3	в том	12	32
4	и в	16	30
5	может быть	6	28
6	то же	4	23
7	не только	16	21
8	только в	4	21
9	для нас	1	20
10	но и	12	19
11	того что	2	18
12	том что	12	18
13	то что	7	18
14	не есть	2	17
15	что в	2	17
16	в себе	7	16
17	по себе	2	16
18	внутренняя форма	1	15
19	и не	12	15
20	не в	4	15
21	в сознании	4	15
22	а не	10	15
23	таким образом	2	14
24	что и	3	13
25	так как	1	13
26	если бы	3	12
27	вместе с	2	12
28	а в	3	12
29	точно так	1	12
30	так и	15	11
31	этого слова	3	11
32	как в	4	10
33	в этом	18	10
34	как и	14	10
35	в то	2	10
36	и что	1	10
37	из этих	1	9
38	в нем	1	9
39	было бы	3	9
40	тогда когда	1	9
41	между тем	2	9
42	для него	4	9
43	и то	3	8
44	в самом	6	8
45	только что	1	8
46	есть не	1	7
47	с одной	5	7
48	но не	4	7
49	тем самым	4	7
50	тем что	3	7
51	как мы	3	7
52	так что	3	7
53	слова в	1	7
54	вовсе не	2	7
55	с другой	6	7
56	к тому	7	7
57	с ним	2	6
58	не имеет	2	6
59	указывает на	1	6
60	те же	2	6
61	уже не	4	6
62	то и	1	6
63	из них	3	6
64	зависит от	1	6
65	и слово	2	6
66	душевной жизни	1	6
67	но оно	1	6
68	не может	4	6
69	но это	1	6
70	художественного произведения	2	5
71	и т	1	5
72	еще не	2	5
73	по отношению	4	5
74	независимо от	1	5
75	в своем	4	5
76	и как	1	5
77	не следует	2	5
78	к одному	1	5
79	одно и	1	5
80	и тем	4	5
81	в них	1	5
82	я как	2	5
83	что я	1	5
84	по крайней	3	5
85	же время	2	5
86	как на	1	5
87	языка в	1	5
88	не менее	4	5
89	крайней мере	3	5
90	уже в	1	5
91	одно из	2	5
92	очевидно что	1	5
93	тому как	3	5
94	отношению к	4	5
95	слова и	1	5
96	сказать что	2	5
97	в действительности	3	5
98	тем же	1	4
99	столь же	4	4
100	не все	1	4
101	бы не	1	4
102	он не	2	4
103	не к	1	4
104	и по	1	4
105	и наоборот	2	4
106	в один	4	4
107	и при	1	4
108	себе не	2	4
109	в котором	2	4
110	это слово	1	4
111	и его	4	4
112	по поводу	3	4
113	на это	1	4
114	об отношении	1	4
115	в его	2	4
116	один из	2	4
117	что даже	1	4
118	а и	1	4
119	все равно	1	4
120	далеко не	1	4
121	себя и	1	4
122	быть только	1	4
123	для человека	1	4
124	если не	1	4
125	и потому	1	4
126	все это	4	4
127	тем более	1	4
128	мы должны	1	4
129	слово в	1	4
130	другой стороны	2	4
131	была бы	2	4
132	все что	2	4
133	я и	3	3
134	в первом	1	3
135	действительности и	1	3
136	говорить о	6	3
137	и на	6	3
138	в чем	1	3
139	ответ на	3	3
140	более или	1	3
141	в целом	8	3
142	что она	2	3
143	при этом	10	3
144	в силу	1	3
145	в каждом	1	3
146	что все	2	3
147	его в	2	3
148	этого не	1	3
149	и тогда	1	3
150	или менее	1	3
151	как бы	10	3
152	представить себе	1	3
153	одним и	1	3
154	место в	3	3
155	что при	1	3
156	тем не	3	3
157	тому что	1	3
158	на него	2	3
159	ни о	3	3
160	могут быть	10	3
161	для себя	1	3
162	свою очередь	1	3
163	в произведении	2	3
164	в образе	1	3
165	или в	3	3
166	в словах	3	3
167	со стороны	3	3
168	жизни не	1	3
169	никак не	2	3
170	можно сказать	4	3
171	это было	2	3
172	к нему	1	3
173	вслед за	2	3
174	на которой	1	3
175	же и	1	3
176	есть в	3	3
177	только на	3	3
178	в начале	1	3
179	за ним	1	3
180	прежде всего	3	3
181	нельзя сказать	1	3
182	именно в	3	3
183	одной стороны	4	3
184	его я	1	3
185	так же	2	3
186	самого себя	1	3
187	в ряду	1	3
188	том смысле	1	3
189	все остальные	1	3
190	и все	3	3
191	в свою	1	3
192	не знает	3	3
193	в которой	1	3
194	к этому	2	3
195	в таком	2	3
196	а между	1	2
197	таком случае	2	2
198	же нам	1	2
199	самом деле	1	2
200	так у	4	2
201	в приведенном	1	2
202	и до	2	2
203	в их	3	2
204	мы уже	1	2
205	той же	2	2
206	между его	1	2
207	не столько	3	2
208	ему в	3	2
209	оно ни	1	2
210	а тем	1	2
211	то он	1	2
212	тогда как	19	2
213	за пределы	4	2
214	но без	1	2
215	сама по	1	2
216	что хотя	1	2
217	этой стороны	1	2
218	на человека	1	2
219	его к	1	2
220	со своей	1	2
221	так или	1	2
222	в этой	9	2
223	а напротив	1	2
224	и тот	1	2
225	на то	2	2
226	так сказать	1	2
227	и если	3	2
228	на его	3	2
229	идеи и	1	2
230	не как	1	2
231	почти то	1	2
232	из виду	1	2
233	подобно тому	3	2
234	что ни	1	2
235	прежде чем	1	2
236	мысль об	1	2
237	от такой	1	2
238	входит в	1	2
239	за собою	2	2
240	время и	1	2
241	ни в	1	2
242	несмотря на	3	2
243	точки зрения	4	2
244	в своей	2	2
245	а как	2	2
246	том же	1	2
247	даже в	2	2
248	она не	2	2
249	что с	2	2
250	например не	1	2
251	на котором	2	2
252	как о	3	2
253	но только	1	2
254	только не	4	2
255	в разных	1	2
256	глядя на	1	2
257	из того	1	2
258	этом отношении	3	2
259	мысли так	1	2
260	указание на	1	2
261	мысли о	1	2
262	отказаться от	1	2
263	в нас	2	2
264	так например	2	2
265	и о	1	2
266	в ее	1	2
267	языка и	2	2
268	каждого из	1	2
