N	2gram	Potebnia_M_2	Problema
1	и не	19	28
2	то есть	30	27
3	не только	15	24
4	только в	11	23
5	вовсе не	9	21
6	и в	24	20
7	в том	18	20
8	ни в	1	17
9	все эти	2	16
10	то что	20	15
11	потому что	49	15
12	у нас	2	14
13	было бы	13	14
14	но и	9	14
15	перед нами	1	13
16	не в	13	13
17	даже и	2	13
18	в нашем	2	12
19	в себе	10	12
20	том что	8	12
21	не есть	6	12
22	с точки	1	11
23	по себе	15	11
24	прежде всего	7	11
25	тем не	6	10
26	и его	2	10
27	не менее	5	10
28	так и	5	10
29	при помощи	1	10
30	есть нечто	3	9
31	в этом	8	9
32	может быть	23	9
33	все это	2	9
34	но в	4	8
35	таким образом	11	8
36	если бы	11	8
37	значит что	1	8
38	что он	4	8
39	в той	1	8
40	и все	3	8
41	во всяком	7	8
42	то же	12	7
43	мы не	11	7
44	в ней	3	7
45	еще не	4	7
46	и с	1	7
47	это не	3	7
48	здесь не	1	7
49	хотя бы	2	7
50	и тем	3	7
51	есть в	2	7
52	с другой	6	7
53	именно в	1	7
54	сказать что	2	7
55	а не	18	7
56	и потому	2	7
57	тоже есть	1	7
58	сам по	4	6
59	есть не	5	6
60	а только	8	6
61	только при	1	6
62	при этом	13	6
63	всех этих	2	6
64	об этом	1	6
65	как и	7	6
66	но если	2	6
67	и без	1	6
68	по крайней	5	6
69	в каком	3	6
70	символа в	1	6
71	и вообще	3	6
72	крайней мере	5	6
73	что здесь	1	6
74	так что	10	6
75	в одно	8	6
76	но это	3	6
77	и от	3	6
78	для нас	31	6
79	другой стороны	2	6
80	в таком	4	6
81	на самом	2	5
82	но не	12	5
83	как в	10	5
84	хотя и	3	5
85	и если	4	5
86	в нем	9	5
87	в них	5	5
88	в этих	3	5
89	когда мы	2	5
90	и вполне	1	5
91	и о	1	5
92	в ее	1	5
93	каждый раз	1	5
94	о том	5	5
95	можно сказать	1	5
96	жизни и	1	5
97	уже не	4	5
98	если мы	3	5
99	так как	10	5
100	то и	9	5
101	не может	12	5
102	вместе с	11	5
103	так же	2	5
104	или в	2	5
105	и ни	1	5
106	ничего общего	1	5
107	и т	6	4
108	но даже	3	4
109	что его	3	4
110	без всякого	1	4
111	и есть	2	4
112	и наконец	1	4
113	нет никакой	1	4
114	уже в	5	4
115	что она	3	4
116	времени и	1	4
117	отчет в	1	4
118	с тем	4	4
119	всяком случае	7	4
120	в одном	6	4
121	тем самым	4	4
122	отличается от	1	4
123	не имеет	6	4
124	только не	1	4
125	в самой	3	4
126	указывает на	2	4
127	и образ	2	4
128	как знак	1	4
129	здесь как	1	4
130	с ним	5	4
131	никак не	1	4
132	и во	3	4
133	во всех	7	4
134	и только	6	4
135	тем более	1	4
136	ни с	2	4
137	что не	5	4
138	уже давно	1	4
139	с этим	7	4
140	как бы	9	4
141	однако не	1	4
142	и для	3	4
143	же в	5	4
144	а в	8	4
145	в то	6	4
146	в какой	2	4
147	самом деле	2	3
148	но она	3	3
149	то это	3	3
150	и на	8	3
151	а еще	1	3
152	но как	1	3
153	заметим что	1	3
154	в истории	1	3
155	же и	1	3
156	бы и	1	3
157	имеем в	1	3
158	т д	3	3
159	но все	2	3
160	человека в	3	3
161	в другом	2	3
162	с другими	5	3
163	этом смысле	2	3
164	из них	5	3
165	в жизни	2	3
166	как это	2	3
167	связи с	6	3
168	если и	2	3
169	и другое	4	3
170	на себе	1	3
171	не всякий	1	3
172	уже и	1	3
173	к тому	1	3
174	в самых	1	3
175	себе в	3	3
176	как мы	1	3
177	и весь	2	3
178	все в	1	3
179	к нему	1	3
180	в ряд	1	3
181	в его	2	3
182	что и	11	3
183	всякого рода	1	3
184	для всех	1	3
185	конечно не	1	3
186	в сознании	23	3
187	а это	2	3
188	не так	3	3
189	для него	10	3
190	себе и	1	3
191	мы можем	12	3
192	тем что	7	3
193	для того	5	3
194	не было	6	3
195	были бы	1	3
196	если не	4	3
197	в связи	2	3
198	ни на	1	3
199	независимо от	9	3
200	а если	1	3
201	это есть	1	3
202	и более	1	3
203	что мы	11	3
204	в условиях	1	3
205	только для	5	3
206	между прочим	4	3
207	это уже	1	3
208	слова но	2	3
209	не прямо	1	3
210	сознания и	1	3
211	и как	6	3
212	мы должны	2	3
213	все они	1	3
214	что в	16	3
215	точно так	9	3
216	которая не	1	3
217	здесь быть	1	2
218	чтобы не	1	2
219	и то	3	2
220	бы для	1	2
221	сразу и	1	2
222	нам кажется	4	2
223	уже по	1	2
224	обойтись без	1	2
225	от всякой	1	2
226	уже более	1	2
227	в которой	5	2
228	время как	4	2
229	которое в	1	2
230	между собой	1	2
231	столь же	5	2
232	в чем	7	2
233	то мы	2	2
234	не то	2	2
235	за пределы	2	2
236	что они	5	2
237	сама по	2	2
238	относится к	3	2
239	что во	2	2
240	что именно	1	2
241	стороны и	1	2
242	может обойтись	2	2
243	все же	5	2
244	более или	8	2
245	ясно и	1	2
246	то в	1	2
247	что это	3	2
248	в известном	1	2
249	что к	1	2
250	только один	4	2
251	тому же	1	2
252	что без	3	2
253	никакой возможности	1	2
254	он не	1	2
255	перестает быть	2	2
256	не к	1	2
257	том чтобы	1	2
258	на земле	1	2
259	и независимо	1	2
260	а вместе	4	2
261	как они	1	2
262	не будет	1	2
263	и может	3	2
264	на все	3	2
265	его в	3	2
266	смотреть на	1	2
267	кажется что	3	2
268	этом мы	1	2
269	далеко не	3	2
270	этого не	2	2
271	между собою	7	2
272	что чем	1	2
273	и тогда	3	2
274	или менее	8	2
275	имеет ничего	1	2
276	в котором	4	2
277	для всякого	1	2
278	мы находим	2	2
279	но эта	1	2
280	не будем	1	2
281	не понимает	1	2
282	самое время	1	2
283	с такою	2	2
284	и всякого	1	2
285	есть именно	1	2
286	бы быть	3	2
287	того же	14	2
