N	2gram	Propp_Isto_5	Russkaja
1	не может	6	22
2	и не	11	19
3	в том	6	17
4	в этом	10	17
5	и в	25	14
6	с другом	2	14
7	друг с	2	14
8	то что	7	13
9	то же	4	11
10	точки зрения	2	11
11	таким образом	9	11
12	в то	3	10
13	же время	1	10
14	но и	13	10
15	в себе	1	9
16	не только	13	9
17	том что	8	9
18	с точки	1	9
19	может быть	17	9
20	во всяком	1	9
21	того чтобы	3	8
22	прежде всего	6	8
23	как на	1	8
24	самом деле	2	7
25	отнюдь не	1	7
26	и если	1	7
27	и с	3	7
28	в данном	3	7
29	к тому	1	7
30	о том	7	7
31	мы должны	4	7
32	если в	3	6
33	в своем	1	6
34	и к	1	6
35	с тем	8	6
36	в своих	1	6
37	и при	2	6
38	если бы	2	6
39	все это	4	6
40	и для	2	6
41	для того	3	6
42	что он	22	6
43	всяком случае	1	6
44	для него	1	6
45	на самом	1	6
46	своего народа	1	6
47	вопрос о	2	5
48	и на	8	5
49	во всех	2	5
50	на то	2	5
51	в нем	7	5
52	при этом	1	5
53	он не	4	5
54	он должен	1	5
55	было бы	1	5
56	в своей	2	5
57	никогда не	3	5
58	потому что	7	5
59	и только	1	5
60	только в	7	5
61	хотя бы	1	5
62	конечно не	1	5
63	или иной	1	5
64	до сих	2	5
65	из которых	2	5
66	по существу	2	5
67	сих пор	2	5
68	а в	3	5
69	но не	5	4
70	себе и	1	4
71	себя в	6	4
72	все же	10	4
73	не в	6	4
74	в этой	3	4
75	его в	9	4
76	как и	7	4
77	которой он	2	4
78	в их	1	4
79	тогда когда	2	4
80	во всем	2	4
81	ли это	1	4
82	когда они	2	4
83	приводит к	1	4
84	идет речь	1	4
85	в его	12	4
86	так как	11	4
87	со стороны	2	4
88	вместе с	22	4
89	как бы	2	4
90	в другое	1	4
91	жизни и	2	4
92	что в	8	4
93	к этой	1	4
94	все что	1	4
95	вряд ли	1	3
96	и т	20	3
97	то в	2	3
98	еще не	8	3
99	он сам	1	3
100	что они	1	3
101	в самом	1	3
102	что это	5	3
103	главным образом	1	3
104	на том	3	3
105	и по	2	3
106	о которых	2	3
107	несмотря на	2	3
108	всех этих	1	3
109	но если	1	3
110	и сейчас	1	3
111	таким же	2	3
112	знаем что	6	3
113	том чтобы	2	3
114	быть признан	1	3
115	одна из	2	3
116	связи с	8	3
117	в сознании	1	3
118	то это	3	3
119	что оно	1	3
120	приходит к	1	3
121	что все	4	3
122	данном случае	2	3
123	что может	1	3
124	для этого	1	3
125	сводится к	1	3
126	но мы	3	3
127	что и	6	3
128	того что	2	3
129	одной из	1	3
130	в качестве	7	3
131	в виде	9	3
132	из них	2	3
133	в конце	1	3
134	друг друга	3	3
135	тем что	10	3
136	собой а	1	3
137	что для	1	3
138	не было	1	3
139	и потому	2	3
140	этом случае	7	3
141	или в	6	3
142	и как	3	3
143	все они	1	3
144	из этого	1	3
145	себя как	1	2
146	и есть	1	2
147	должна быть	1	2
148	приводят к	1	2
149	на себя	3	2
150	но даже	1	2
151	в ней	5	2
152	в таком	1	2
153	время в	2	2
154	именно на	2	2
155	по отношению	2	2
156	с этим	5	2
157	у народов	9	2
158	целый ряд	1	2
159	и наконец	1	2
160	но в	1	2
161	все эти	8	2
162	и тот	1	2
163	во многих	1	2
164	состоит в	1	2
165	и вот	1	2
166	мы уже	4	2
167	на этой	4	2
168	на почве	1	2
169	по себе	2	2
170	и тем	4	2
171	на основании	1	2
172	этого не	1	2
173	и тогда	1	2
174	народа и	1	2
175	в этих	6	2
176	во время	7	2
177	что такое	1	2
178	в котором	1	2
179	место в	1	2
180	в силу	1	2
181	и более	1	2
182	их в	3	2
183	она не	2	2
184	только для	1	2
185	в таких	3	2
186	что с	1	2
187	для нас	5	2
188	у него	2	2
189	на которой	2	2
190	как будто	1	2
191	к себе	1	2
192	указывает на	1	2
193	и о	1	2
194	ясно что	5	2
195	это только	1	2
196	даже не	1	2
197	и что	8	2
198	были бы	1	2
199	от него	1	2
200	к нему	3	2
201	народов и	1	2
202	переносится на	1	2
203	совершенно не	2	2
204	даже если	1	2
205	их не	1	2
206	так что	2	2
207	уже не	11	2
208	только на	1	2
209	его и	2	2
210	не так	1	2
211	центр тяжести	2	2
212	чтобы она	2	2
213	мы можем	2	2
214	и вместе	2	2
215	в других	2	2
216	и даже	1	2
217	а с	1	2
218	естественно что	1	2
219	в некоторых	4	2
220	а не	2	2
221	совершенно очевидно	1	2
222	в частности	7	2
223	так же	5	2
224	всех людей	3	2
225	их к	1	2
226	ни от	1	2
227	в течение	2	2
228	единственный путь	1	2
229	есть и	1	2
230	но это	7	2
231	но для	2	2
232	если не	4	2
233	и от	1	2
234	за нее	1	2
235	с ним	4	2
236	на это	1	2
237	ее в	2	2
238	тем самым	1	2
239	точно так	1	2
240	сами себя	1	1
241	потом и	1	1
242	и действительно	5	1
243	должен быть	2	1
244	того же	2	1
245	восточной азии	1	1
246	эта опасность	2	1
247	он может	2	1
248	силы и	1	1
249	тех же	2	1
250	народов у	1	1
251	земном шаре	1	1
252	исходят из	1	1
253	ту же	2	1
254	быть достигнуто	1	1
255	особенно часто	1	1
256	в зависимости	1	1
257	также и	1	1
258	есть не	1	1
259	на тех	2	1
260	мы не	5	1
261	же как	4	1
262	ни у	1	1
263	на место	1	1
264	они были	1	1
265	которое в	1	1
266	все виды	1	1
267	без всякого	1	1
268	на них	2	1
269	именно этого	1	1
270	собой он	1	1
271	не был	1	1
272	что его	3	1
273	к этому	2	1
274	но как	1	1
275	которых как	1	1
276	только тогда	2	1
277	в китае	1	1
278	должны были	1	1
279	очевидно что	2	1
280	а две	1	1
281	наблюдается у	1	1
282	том чем	1	1
283	человек может	1	1
284	в истории	4	1
285	трудно сказать	1	1
286	что во	2	1
287	в одной	1	1
288	по которому	3	1
289	что касается	1	1
290	перед нами	2	1
291	когда он	2	1
292	он на	2	1
293	от этого	4	1
294	не признают	1	1
295	которых идет	1	1
296	в которой	4	1
297	или для	1	1
298	что так	1	1
299	то и	1	1
300	только один	3	1
301	в жертву	3	1
302	если он	1	1
303	но на	1	1
304	то легко	1	1
305	что когда	1	1
306	силу и	2	1
307	тем не	4	1
308	идет дальше	1	1
309	народов но	1	1
310	чтобы они	1	1
311	они в	1	1
312	именно из	1	1
313	войти в	1	1
314	мало того	1	1
315	способностей и	1	1
316	но дело	1	1
317	так например	2	1
318	но все	5	1
319	здесь мы	5	1
320	тем же	1	1
321	борьбы и	1	1
322	об этом	2	1
323	не трудно	1	1
324	или даже	1	1
325	входит в	5	1
326	с другими	4	1
327	чтобы он	2	1
328	это не	6	1
329	нисколько их	1	1
330	и мы	2	1
331	уже знаем	1	1
332	часто это	1	1
333	чаще всего	1	1
334	остановиться на	1	1
335	в жизни	1	1
336	из нее	2	1
337	это положение	1	1
338	она и	1	1
339	как видно	1	1
340	со своими	2	1
341	не всегда	4	1
342	для чего	1	1
343	такой же	2	1
344	не сам	1	1
345	в царстве	1	1
346	перед собой	1	1
347	что данный	1	1
348	переносится в	2	1
349	бы привести	1	1
350	прийти к	2	1
351	на свою	1	1
352	представление о	17	1
353	оказывается что	2	1
354	в которых	3	1
355	превратиться в	1	1
356	и эти	1	1
357	на другую	1	1
358	и начало	1	1
359	вовсе не	2	1
360	даже в	2	1
361	они сами	2	1
362	не менее	4	1
363	что эта	1	1
364	она могла	1	1
365	и другое	1	1
366	самого начала	1	1
367	и всегда	1	1
368	на него	8	1
369	не по	1	1
370	в основе	1	1
371	он еще	1	1
372	образом в	2	1
373	иметь в	1	1
374	это же	3	1
375	он с	1	1
376	найти в	1	1
377	все рассмотренные	1	1
378	явление в	1	1
379	к ней	1	1
380	связь и	1	1
381	этом надо	1	1
382	очень скоро	1	1
383	дело сводится	1	1
384	что на	1	1
385	однако это	1	1
386	тем ближе	1	1
387	на земном	1	1
388	стороны и	1	1
389	могут быть	6	1
390	чтобы сделать	1	1
391	человека в	3	1
392	как только	1	1
393	в азиатских	1	1
394	должны быть	1	1
395	что при	3	1
396	действительно можно	1	1
397	и это	4	1
398	как мы	5	1
399	нас от	1	1
400	свою очередь	1	1
401	на нем	1	1
402	и многие	1	1
403	в ее	4	1
404	над нами	2	1
405	не могло	1	1
406	совершенно ясно	4	1
407	живущие в	1	1
408	у разных	1	1
409	в себя	3	1
410	быстро и	1	1
411	с самого	1	1
412	в индии	4	1
413	роль в	2	1
414	на шее	1	1
415	некоторых других	1	1
416	что у	4	1
417	не за	1	1
418	мог бы	1	1
419	сказано выше	1	1
420	две части	1	1
421	народ стал	1	1
422	остается только	1	1
423	мы в	1	1
424	первый и	1	1
425	стороны их	1	1
426	в состав	1	1
427	язык и	2	1
428	никак не	1	1
429	одного из	1	1
430	можно сказать	2	1
431	там в	1	1
432	в различных	2	1
433	с другой	9	1
434	пребыванию в	1	1
435	должно было	2	1
436	борьба с	1	1
437	если с	1	1
438	от них	2	1
439	и хочет	1	1
440	представления о	3	1
441	в русском	1	1
442	может иметь	1	1
443	и следует	1	1
444	происходит в	1	1
445	дело так	1	1
446	а некоторые	2	1
447	один из	2	1
448	обе эти	1	1
449	а если	2	1
450	тому назад	1	1
451	на другие	1	1
452	азии но	1	1
453	они могут	1	1
454	же он	1	1
455	же и	1	1
456	носит в	1	1
457	и у	1	1
458	вопроса о	1	1
459	нами и	2	1
460	борьбы с	1	1
461	прямо в	1	1
462	а это	1	1
463	здесь же	1	1
464	а то	1	1
465	и других	2	1
466	дает ему	3	1
467	за ним	4	1
468	у народа	1	1
469	мы знаем	8	1
470	к каким	1	1
471	ее не	1	1
472	у этих	1	1
473	связано с	5	1
474	превращается в	7	1
475	само собой	1	1
476	в очень	1	1
477	из двух	2	1
478	связан с	2	1
479	себе представить	1	1
480	как же	1	1
481	еще и	1	1
482	что не	1	1
483	и стал	2	1
484	а на	2	1
485	здесь дело	1	1
486	а за	1	1
487	с которым	2	1
488	в свете	3	1
489	это она	1	1
490	в одно	2	1
491	в связи	4	1
492	в руках	1	1
493	связь с	8	1
494	как это	1	1
495	его действительно	1	1
496	хозяйственной жизни	2	1
497	в европе	3	1
498	себя из	1	1
499	этих случаях	8	1
500	по своему	1	1
501	азии и	1	1
502	только чтобы	1	1
503	в тот	1	1
504	понял что	2	1
505	на ней	2	1
506	в состоянии	1	1
507	быть не	1	1
508	они видят	2	1
509	с этой	2	1
510	сейчас же	1	1
511	и некоторые	1	1
512	является для	1	1
513	весь ход	1	1
514	на ноги	1	1
515	и таким	2	1
516	числе и	1	1
517	к другим	1	1
518	с большой	2	1
519	которых он	1	1
520	не знаем	3	1
521	до неба	3	1
522	должны себе	1	1
523	тот кто	7	1
524	ее и	3	1
525	но когда	3	1
526	бы в	1	1
527	и все	3	1
528	хотя в	1	1
529	совместно с	1	1
530	к ее	1	1
531	в свою	3	1
532	с ней	2	1
533	к его	2	1
534	всех других	1	1
535	отношению к	2	1
