N	4gram	Losev_Prob_3	Istorich
1	не что иное как	4	3
2	только в связи с	1	2
3	в то время как	4	2
4	отличаются друг от друга	2	1
5	на самом же деле	4	1
6	и т д в	1	1
7	не имеют ничего общего	1	1
8	мы до сих пор	1	1
9	так же реально как	1	1
10	прежде всего мы должны	1	1
11	с этой точки зрения	1	1
12	имеют ничего общего с	1	1
13	как мы видели выше	1	1
14	здесь можно было бы	1	1
15	не только то что	1	1
16	заключается в том что	2	1
17	в том что и	1	1
18	если это так то	1	1
19	в тех случаях когда	1	1
20	есть не что иное	4	1
