N	3gram	Vinokur_Ku_1	Tragedij
1	то же время	2	5
2	в то же	2	5
3	так и в	2	3
4	в отличие от	1	2
5	точно так же	1	2
6	не в силах	1	2
7	о том что	5	2
8	и в самом	2	2
9	но все же	2	2
10	в том что	15	2
11	в этом случае	2	1
12	всяком случае что	1	1
13	одно из самых	1	1
14	том что он	4	1
15	общем смысле этого	1	1
16	что нужно для	1	1
17	хотя бы и	2	1
18	как это часто	1	1
19	и т п	18	1
20	также что все	1	1
21	что все это	1	1
22	в известной мере	1	1
23	что вместе со	1	1
24	в применении к	1	1
25	в виду не	1	1
26	во всяком случае	5	1
27	смысле этого слова	1	1
28	в общем смысле	1	1
29	тем не менее	4	1
30	бы и не	1	1
31	в связи с	3	1
32	она все же	1	1
33	вместо того чтобы	1	1
34	не может быть	3	1
35	и все же	1	1
36	отнюдь не является	1	1
37	и вместе с	1	1
38	что в ней	1	1
39	в самом деле	7	1
40	после того как	1	1
41	в братьях карамазовых	1	1
42	к тому что	2	1
43	так часто и	1	1
