1	с точки зрения	7	13
2	не может быть	10	10
3	в то же	5	8
4	то же время	5	8
5	в связи с	10	7
6	для того чтобы	3	6
7	в том что	2	6
8	с самого начала	2	5
9	может быть и	3	5
10	в свою очередь	1	5
11	в большинстве случаев	3	5
12	в самом деле	5	5
13	но в то	1	5
14	и пр и	4	4
15	смысле этого слова	1	4
16	на самом деле	3	4
17	бы то ни	1	4
18	до сих пор	1	3
19	пр и пр	4	3
20	и не может	3	3
21	к тому что	2	3
22	вовсе не является	1	3
23	в отличие от	2	3
24	в высшей степени	4	3
25	языка и его	5	3
26	в направлении к	1	3
27	мы ни взяли	1	3
28	с одной стороны	1	3
29	в таком случае	1	3
30	и не в	2	3
31	как мы видели	4	3
32	в противном случае	1	2
33	но и в	3	2
34	обстоит чрезвычайно плохо	1	2
35	все более и	1	2
36	в узком смысле	1	2
37	того или иного	4	2
38	лежит в основе	1	2
39	быть и речи	3	2
40	неразрывной связи с	1	2
41	высказывания как целого	1	2
42	в зависимости от	3	2
43	дело обстоит чрезвычайно	1	2
44	в значительной степени	3	2
45	в собственном смысле	1	2
46	а не в	1	2
47	по крайней мере	1	2
48	в неразрывной связи	1	2
49	во всяком случае	5	2
50	до настоящего времени	1	2
51	более или менее	1	2
52	и до настоящего	1	2
53	в системе языка	1	2
54	язык как система	1	2
55	оставаясь в пределах	1	2
56	и пр но	3	2
57	чем же является	2	2
58	не было бы	1	2
59	к этому пределу	1	2
60	и прежде всего	2	2
61	более и более	1	2
62	и его формы	1	2
63	мы убедимся что	1	2
64	языка как системы	1	2
65	у нас не	1	2
66	является не только	1	2
67	в этом последнем	1	2
68	хотя бы в	3	2
69	а в связи	2	1
70	говоря уже о	1	1
71	так и в	3	1
72	в сущности вовсе	1	1
73	и в особенности	1	1
74	что именно эти	1	1
75	оно не будет	1	1
76	в учении о	1	1
77	что иное как	1	1
78	самого начала ясно	1	1
79	превращения его в	1	1
80	не совпадает с	1	1
81	в какой мере	2	1
82	же мы возьмем	1	1
83	остается подвести итоги	1	1
84	же в таком	1	1
85	мы знаем в	1	1
86	начала ясно что	1	1
87	форм поэтических высказываний	1	1
88	во всех этих	1	1
89	и лишь постольку	1	1
90	не могут быть	4	1
91	он не может	1	1
92	что же такое	1	1
93	не в слове	1	1
94	не в их	1	1
95	языке как о	1	1
96	и с помощью	1	1
97	не дает возможности	1	1
98	лишь в процессе	1	1
99	языка таким образом	1	1
100	языка при этом	1	1
101	речевых выступлений и	1	1
102	и связанные с	1	1
103	и для понимания	1	1
104	в широком смысле	1	1
105	но что же	1	1
106	однако и здесь	1	1
107	и пр в	1	1
108	к другому в	1	1
109	тем не менее	1	1
110	слова еще более	1	1
111	значение и следовательно	1	1
112	из всего этого	3	1
113	но тем не	1	1
114	нет подхода к	1	1
115	и хотя бы	1	1
116	сами по себе	2	1
117	мы полагаем что	1	1
118	языка не может	1	1
119	от его идеологического	1	1
120	во всех своих	1	1
121	не приходится говорить	1	1
122	как мы увидим	1	1
123	в процессе борьбы	1	1
124	высказывания прежде всего	1	1
125	время учитывать все	1	1
126	морфологической и синтаксической	1	1
127	себе а лишь	1	1
128	то или иное	1	1
129	но в этом	2	1
130	как бы не	1	1
131	речи может быть	1	1
132	таким образом каждый	1	1
133	быть от него	1	1
134	то что они	1	1
135	его фонетического состава	1	1
136	жанры речевых выступлений	1	1
137	в одной плоскости	1	1
138	в этом случае	1	1
139	взаимодействия и борьбы	1	1
140	но все же	2	1
141	совершенно независимое от	1	1
142	как мы знаем	2	1
143	не говоря уже	1	1
144	ровно ничего не	1	1
145	с помощью которых	1	1
146	нам кажется что	1	1
147	в той же	1	1
148	все время учитывать	1	1
149	они вступают в	1	1
150	языка а не	1	1
151	прежде всего на	1	1
152	тем же самым	1	1
153	то о чем	1	1
154	языка как ее	1	1
155	в отрыве от	1	1
156	и в других	1	1
157	можно говорить лишь	1	1
158	не что иное	1	1
159	но они не	1	1
160	и соответствующих форм	1	1
161	может быть с	1	1
162	в процессе этого	2	1
163	так или иначе	1	1
164	если же мы	1	1
165	а вовсе не	1	1
166	языка и не	1	1
167	текущей литературной действительности	1	1
168	ни на один	2	1
169	по себе а	2	1
170	конкретного высказывания или	1	1
171	может быть от	1	1
172	к вопросу о	1	1
173	социально организованными людьми	1	1
174	важным этапом в	1	1
175	характерно что и	1	1
176	таким образом в	1	1
177	становится как бы	1	1
178	с тем что	5	1
179	с другой стороны	3	1
180	но он не	1	1
181	нас не было	1	1
182	должно все время	1	1
183	и значением в	3	1
184	как организованное материальное	1	1
185	чуть ли не	1	1
186	сам по себе	3	1
187	не сам по	1	1
188	как и в	1	1
189	в его целом	1	1
190	не следует что	2	1
191	что оно является	1	1
192	в этом отношении	7	1
193	тем что он	1	1
194	но как раз	1	1
195	односторонний монологизм лингвистики	1	1
196	и как увидим	1	1
197	и его эволюции	1	1
198	убедимся что оно	1	1
199	до известной степени	3	1
200	русского литературного языка	1	1
201	системе языка и	1	1
202	развития именно в	1	1
