N	2gram	Nazirov_Tv_1	Myshleni
1	мышления и	1	40
2	таким образом	5	26
3	в том	7	24
4	и в	21	23
5	том что	11	21
6	в целом	4	20
7	в этом	6	17
8	то что	8	17
9	не только	7	16
10	так же	3	16
11	того что	3	15
12	как и	12	14
13	может быть	5	14
14	но и	3	14
15	в его	13	14
16	что в	12	14
17	с помощью	1	13
18	не может	4	12
19	представляет собой	3	11
20	сказать что	2	11
21	как бы	17	11
22	в отношении	1	10
23	с другой	3	10
24	прежде всего	4	10
25	и с	3	9
26	между тем	1	9
27	в качестве	2	9
28	одной стороны	1	9
29	другой стороны	1	9
30	вместе с	2	9
31	и не	7	9
32	то же	13	8
33	заключается в	1	8
34	самого начала	3	8
35	в процессе	1	8
36	в основе	2	8
37	с самого	3	8
38	и на	7	8
39	с одной	1	8
40	этой проблемы	2	8
41	по отношению	1	7
42	как уже	1	7
43	в самом	3	7
44	в этой	5	7
45	с тем	1	7
46	в то	15	7
47	и ее	1	7
48	так как	3	7
49	что он	6	7
50	отношению к	1	7
51	же как	1	6
52	в сущности	1	6
53	все это	10	6
54	столь же	1	6
55	к слову	1	6
56	с этим	1	6
57	в себе	2	6
58	и тем	2	6
59	с этой	1	6
60	мысли и	4	6
61	и его	6	6
62	о том	6	6
63	учения о	1	6
64	связь между	1	6
65	все время	1	6
66	только в	5	6
67	вопрос об	1	6
68	тем что	1	6
69	именно в	2	6
70	потому что	5	6
71	между собой	1	5
72	в собственном	1	5
73	перед нами	2	5
74	и как	4	5
75	но в	7	5
76	он не	8	5
77	и более	1	5
78	а затем	2	5
79	тем самым	7	5
80	для этого	1	5
81	по себе	1	5
82	тому что	1	5
83	что может	1	5
84	связан с	3	5
85	и что	1	5
86	можно сказать	2	5
87	мышления как	1	5
88	так и	2	5
89	что для	2	5
90	слова и	1	5
91	и все	6	5
92	тем более	1	5
93	мы должны	1	5
94	в какой	1	5
95	в своих	5	5
96	в котором	6	4
97	время как	1	4
98	в чем	2	4
99	с его	11	4
100	но не	3	4
101	как в	8	4
102	целый ряд	1	4
103	говорит что	2	4
104	и к	1	4
105	все эти	1	4
106	что она	2	4
107	при этом	7	4
108	отношений между	2	4
109	что все	3	4
110	было бы	1	4
111	ни в	1	4
112	в своей	4	4
113	не столько	2	4
114	не в	2	4
115	и мышление	1	4
116	к тому	2	4
117	приводит к	2	4
118	по мере	1	4
119	во всей	2	4
120	только что	2	4
