N	2gram	Tiupa_Lite_1	Vladivir
1	вл соловьева	2	160
2	вл соловьев	1	121
3	и в	8	31
4	в году	13	30
5	не только	24	24
6	а к	1	22
7	но и	17	19
8	то что	10	18
9	и не	12	17
10	и даже	3	15
11	у него	3	15
12	в этом	12	14
13	том что	14	14
14	и с	1	14
15	он был	1	14
16	что в	3	14
17	но в	3	12
18	в его	7	12
19	что он	5	12
20	по поводу	2	12
21	с его	5	11
22	о том	2	11
23	в том	16	11
24	между прочим	1	11
25	потому что	3	11
26	и то	2	10
27	также и	3	10
28	он не	1	10
29	как мы	1	9
30	никогда не	4	9
31	в конце	4	9
32	только в	8	9
33	а в	3	9
34	и по	1	8
35	в москве	2	8
36	в то	5	8
37	в дальнейшем	1	8
38	так как	1	8
39	тут же	1	7
40	как это	8	7
41	и его	4	7
42	для него	2	7
43	о нем	1	7
44	уже в	5	7
45	как раз	4	7
46	еще и	3	7
47	сказать что	1	7
48	того же	2	6
49	то же	5	6
50	то он	2	6
51	это было	1	6
52	он и	3	6
53	в котором	1	6
54	иной раз	1	6
55	и сам	6	6
56	так и	4	6
57	и что	1	6
58	его жизни	1	6
59	можно сказать	1	6
60	в качестве	17	6
61	может быть	13	6
62	не может	5	6
63	к этому	1	6
64	не был	1	5
65	но как	1	5
66	на то	1	5
67	и если	1	5
68	не в	8	5
69	со своим	1	5
70	что и	1	5
71	вовсе не	1	5
72	не было	3	5
73	а с	1	5
74	что же	1	5
75	и от	1	5
76	а также	5	5
77	жизни и	3	5
78	в своих	4	5
79	из его	2	4
80	он уже	1	4
81	я не	7	4
82	что его	3	4
83	в этой	4	4
84	в своем	11	4
85	и как	1	4
86	в которой	1	4
87	в нашем	1	4
88	в себе	7	4
89	как он	2	4
90	в нем	2	4
91	в россии	2	4
92	как и	6	4
93	несмотря на	3	4
94	еще в	4	4
95	в своей	4	4
96	дело в	3	4
97	же время	5	4
98	да и	3	4
99	никак не	1	4
100	к нему	1	4
101	по своей	3	4
102	один из	3	4
103	себя в	6	4
104	и у	1	4
105	в особенности	1	4
106	что для	2	4
107	и все	1	4
108	и особенно	1	4
109	такого рода	10	4
110	для нас	1	4
111	на себя	2	3
112	и он	1	3
113	это время	1	3
114	и на	1	3
115	нам представляется	1	3
116	но не	4	3
117	в общем	1	3
118	отношение к	1	3
119	за пределы	2	3
120	что они	1	3
121	отнюдь не	2	3
122	как в	5	3
123	а иной	1	3
124	все же	4	3
125	со своей	1	3
126	в целом	8	3
127	он в	1	3
128	все эти	2	3
129	что к	1	3
130	платона и	1	3
131	едва ли	1	3
132	и вот	1	3
133	то есть	6	3
134	всю жизнь	1	3
135	не мог	3	3
136	во время	1	3
137	на свою	1	3
138	раз и	2	3
139	в отношении	1	3
140	на него	1	3
141	но только	1	3
142	и всегда	1	3
143	таким образом	3	3
144	к тому	2	3
145	в жизни	6	3
146	свидетельствует о	1	3
147	и здесь	1	3
148	тот же	1	3
149	уже не	7	3
150	только на	2	3
151	в виде	1	3
152	с другой	3	3
153	если не	1	3
154	в связи	4	3
155	вместе с	1	3
156	к своему	1	3
157	в начале	1	3
158	собственно говоря	1	3
159	были для	1	3
160	другой стороны	1	3
161	одним из	5	2
162	и весьма	2	2
163	тех же	3	2
164	к своей	2	2
165	и за	1	2
166	той же	3	2
167	для своего	2	2
168	этом не	1	2
169	в полной	1	2
170	хотя бы	2	2
171	но даже	1	2
172	ему в	1	2
173	личности с	1	2
174	еще не	4	2
175	он сам	1	2
176	в чем	1	2
177	к жизни	1	2
178	ответ на	1	2
179	один и	1	2
180	и я	6	2
181	его на	1	2
182	в возрасте	1	2
183	как к	1	2
184	из этих	2	2
185	тому же	2	2
186	при этом	19	2
187	своего времени	2	2
188	на этом	2	2
189	так например	1	2
190	а по	1	2
191	лишь в	4	2
192	было бы	2	2
193	кажется что	1	2
194	в них	1	2
195	на основании	1	2
196	с тем	1	2
197	на первый	1	2
198	точки зрения	6	2
199	что такое	2	2
200	это делает	1	2
201	что я	2	2
202	тем не	2	2
203	на всю	1	2
204	для нее	2	2
205	даже в	2	2
206	не менее	7	2
207	тем самым	5	2
208	дело не	2	2
209	к изучению	1	2
210	к концу	1	2
211	более что	1	2
212	знакомых и	1	2
213	уже и	1	2
214	в каком	1	2
215	в детстве	1	2
216	в момент	1	2
217	со стороны	4	2
218	на это	2	2
219	для себя	5	2
220	году в	1	2
221	и о	1	2
222	во мне	2	2
223	это мы	1	2
224	не столько	5	2
225	в годы	1	2
226	году и	1	2
227	и который	1	2
228	которая как	1	2
229	и мы	1	2
230	того что	6	2
231	всяком случае	2	2
232	по этому	2	2
233	одной из	1	2
234	то и	2	2
235	русской философии	1	2
236	и других	1	2
237	из них	4	2
238	мы знаем	1	2
239	владимир соловьев	1	2
240	тем что	2	2
241	тогда же	1	2
242	только что	1	2
243	именно так	2	2
244	из многочисленных	1	2
245	него в	1	2
246	к себе	3	2
247	еще на	1	2
248	он говорит	1	2
249	в ответ	1	2
250	по существу	1	2
251	в это	1	2
252	и м	2	2
253	о его	1	2
254	этом и	1	2
255	пока еще	1	2
256	под названием	1	2
257	молодого и	1	2
258	особого рода	2	2
259	от него	1	2
260	тем более	2	2
261	но зато	1	2
262	совершенно не	1	2
263	из этого	1	2
264	в самом	3	2
265	к этой	1	2
266	в частности	15	2
267	во всяком	3	2
268	все что	1	2
269	которых не	1	1
270	как известно	1	1
271	в реальности	1	1
272	отношении к	1	1
273	на самом	1	1
274	только потому	1	1
275	всего это	1	1
276	и есть	3	1
277	индивидуальности и	1	1
278	то в	1	1
279	философа в	1	1
280	для более	1	1
281	как сам	1	1
282	столь существенного	1	1
283	в их	3	1
284	есть не	1	1
285	все той	1	1
286	промежутке между	1	1
287	есть нечто	1	1
288	всю ночь	1	1
289	его основная	1	1
290	опере но	1	1
291	не знал	1	1
292	и самого	2	1
293	столько же	1	1
294	столь же	4	1
295	бы то	1	1
296	в различных	1	1
297	во имя	2	1
298	во всех	1	1
299	по отношению	3	1
300	тогда как	13	1
301	на вопрос	1	1
302	в настоящем	1	1
303	относится к	2	1
304	как уже	1	1
305	на нас	1	1
306	писал что	1	1
307	я совершенно	1	1
308	в противоположность	1	1
309	говорил он	1	1
310	объект как	1	1
311	себя к	1	1
312	так или	8	1
313	представляет собой	4	1
314	всем его	1	1
315	говорят о	1	1
316	на две	1	1
317	кантом и	1	1
318	так сказать	1	1
319	строгой и	1	1
320	остались в	1	1
321	а скорее	1	1
322	всем своем	1	1
323	свою собственную	1	1
324	что подробно	1	1
