N	2gram	Vygotskiy__5	SlovoVZh
1	не может	18	16
2	может быть	9	14
3	точки зрения	18	14
4	как бы	5	13
5	и его	3	13
6	таким образом	19	12
7	и в	16	12
8	по отношению	12	11
9	в нашем	1	11
10	отношению к	12	11
11	и не	12	10
12	если бы	8	9
13	так как	16	9
14	прежде всего	3	8
15	сказать что	13	7
16	для нас	1	7
17	в ней	2	6
18	в том	18	6
19	только в	10	6
20	при этом	4	6
21	с помощью	10	6
22	в нем	7	6
23	все время	1	6
24	в процессе	13	6
25	должна быть	5	5
26	то же	8	5
27	в виду	2	5
28	можно сказать	5	5
29	как в	5	5
30	но в	6	5
31	в жизни	2	5
32	а не	10	5
33	как и	8	5
34	что мы	4	5
35	и следовательно	6	5
36	том что	15	5
37	к предмету	2	5
38	никогда не	5	5
39	хотя бы	5	5
40	то что	26	5
41	на самом	1	4
42	зависимости от	2	4
43	к нему	3	4
44	за пределы	4	4
45	в этом	25	4
46	все же	3	4
47	в самом	4	4
48	не только	16	4
49	отношение к	11	4
50	от того	3	4
51	так и	7	4
52	с другой	4	4
53	что не	1	4
54	не в	6	4
55	его в	2	4
56	и является	3	4
57	и к	2	4
58	жизни и	2	4
59	и на	6	4
60	самом деле	3	3
61	в котором	2	3
62	в пределах	4	3
63	ясно что	1	3
64	еще не	4	3
65	мы не	3	3
66	о том	8	3
67	бы то	1	3
68	но и	6	3
69	между тем	3	3
70	точка зрения	8	3
71	нуждается в	1	3
72	того что	16	3
73	когда он	2	3
74	и наконец	1	3
75	и ее	1	3
76	все эти	4	3
77	только на	2	3
78	в себе	1	3
79	да и	1	3
80	для него	5	3
81	он должен	5	3
82	внутренней речи	7	3
83	и по	4	3
84	и с	3	3
85	точек зрения	4	3
86	до сих	3	3
87	ни в	1	3
88	в них	2	3
89	и уже	1	3
90	в своей	2	3
91	так же	15	3
92	в такой	5	3
93	тем не	1	3
94	этой точки	4	3
95	как к	1	3
96	и более	3	3
97	из этого	2	3
98	по себе	7	3
99	сих пор	3	3
100	не менее	3	3
101	все это	2	3
102	но для	1	3
103	и для	1	3
104	это как	1	3
105	с ним	5	3
106	или не	2	3
107	отношении к	1	3
108	в каком	1	3
109	и то	4	2
110	как это	8	2
111	но тем	1	2
112	они ни	1	2
113	в себя	3	2
114	действия и	1	2
115	и совершенно	1	2
116	ко всем	1	2
117	те же	2	2
118	мы имеем	1	2
119	мы в	1	2
120	совпадает с	2	2
121	почти исключительно	1	2
122	и здесь	2	2
123	не способен	2	2
124	с его	1	2
125	но мы	5	2
126	и что	12	2
127	между собой	13	2
128	в чем	3	2
129	в данном	1	2
130	в его	11	2
131	что и	3	2
132	в форме	1	2
133	относится к	1	2
134	нашего сознания	1	2
135	независимо от	1	2
136	в своем	5	2
137	кроме того	1	2
138	как уже	3	2
139	дело с	1	2
140	в какой	6	2
141	каждый момент	1	2
142	и потому	2	2
143	с одной	3	2
144	какой степени	1	2
145	из общей	2	2
146	уже в	1	2
147	тому же	2	2
148	и те	1	2
149	имеем в	1	2
150	он не	8	2
151	не так	1	2
152	содержания и	1	2
153	в корне	2	2
154	в зависимости	2	2
155	к ним	2	2
156	мы можем	6	2
157	но что	3	2
158	из него	1	2
159	общей для	1	2
160	одно и	1	2
161	но все	2	2
162	конечно в	1	2
163	на все	5	2
164	на примере	3	2
165	влияние на	1	2
166	это не	4	2
167	может стать	1	2
168	мы никогда	1	2
169	как же	1	2
170	оно не	1	2
171	себя и	2	2
172	более того	1	2
173	одной стороны	3	2
174	зависит от	4	2
175	до конца	3	2
176	другой стороны	2	2
177	была бы	1	2
178	там где	1	2
179	имеет место	2	2
180	в момент	2	2
181	связь с	1	2
182	вторая точка	2	2
183	ни на	2	2
184	вместе с	4	2
185	в отношении	9	2
186	к его	3	2
187	но не	10	2
188	общего с	2	2
189	место в	1	2
190	точку зрения	1	2
191	речи в	6	2
192	форму в	1	2
193	с этой	4	2
194	она не	1	2
195	предметом исследования	1	2
196	с точки	9	2
197	является для	2	2
198	такой же	4	2
199	в основном	1	2
200	тогда когда	5	2
201	в то	5	2
202	и притом	1	2
203	известной степени	1	2
204	ничего не	5	2
205	этих двух	3	2
206	и все	1	2
207	но зато	1	2
208	в этих	3	2
209	но это	3	2
210	бы оно	1	2
211	между ними	1	2
212	стороны и	2	2
213	но этот	2	2
214	могут быть	4	2
215	как только	1	2
216	же самое	4	2
217	что в	16	2
218	как на	3	2
219	и другие	2	2
220	не есть	4	2
221	к этому	3	2
222	если же	1	2
223	а между	1	1
224	и это	1	1
225	ту же	2	1
226	например в	1	1
227	же как	7	1
228	как мы	10	1
229	и о	1	1
230	совпадают с	1	1
231	с ее	1	1
232	сам по	1	1
233	свою очередь	3	1
234	языки в	1	1
235	на основе	2	1
236	совершенно ясно	2	1
237	это и	3	1
238	нами выше	1	1
239	показать что	3	1
240	и научается	1	1
241	нам кажется	2	1
242	тем же	1	1
243	заложены и	1	1
244	с первого	1	1
245	только то	1	1
246	с самого	5	1
247	зрения не	1	1
248	то время	4	1
249	не те	1	1
250	идет речь	1	1
251	нем но	1	1
252	из его	1	1
253	не имеют	2	1
254	однако эта	1	1
255	и больше	1	1
256	высшей степени	2	1
257	с таким	3	1
258	по аналогии	1	1
259	из двух	1	1
260	можно было	5	1
261	мы уже	1	1
262	а этот	2	1
263	ii для	1	1
264	лет и	1	1
265	часто в	1	1
266	остается только	1	1
267	структуру но	1	1
268	что уже	1	1
269	на что	1	1
270	для этого	1	1
271	к другу	1	1
272	как чисто	2	1
273	грамматические формы	1	1
274	сводится к	1	1
275	к целому	3	1
276	и он	1	1
277	слово не	1	1
278	но при	2	1
279	быть понято	1	1
280	что каждый	1	1
281	не нужно	1	1
282	на их	2	1
283	нему в	1	1
284	столь же	2	1
285	аналогии с	1	1
286	является таким	1	1
287	во всех	2	1
288	вопросу о	1	1
289	и во	1	1
290	образом мы	1	1
291	то мы	1	1
292	не требует	2	1
293	друг к	1	1
294	то в	3	1
295	от его	1	1
296	он употребляет	1	1
297	гораздо большие	1	1
298	в словесную	1	1
299	в общем	1	1
300	отдельные моменты	1	1
301	является ее	1	1
302	и сложная	1	1
303	того в	1	1
304	что они	5	1
305	они действительно	1	1
306	именно в	4	1
307	сама по	4	1
308	были не	1	1
309	свое влияние	1	1
310	в теории	4	1
311	слов и	2	1
312	исследования является	1	1
313	знания и	2	1
314	в лучшем	3	1
315	в одной	1	1
316	опирается на	4	1
317	что именно	1	1
318	как например	1	1
319	ряд вопросов	1	1
320	все остальные	1	1
321	не связанные	1	1
322	перед нами	1	1
323	кто не	1	1
324	в новой	4	1
325	и понимания	1	1
326	тот же	5	1
327	на другие	1	1
328	мы увидим	1	1
329	ли он	1	1
330	более или	1	1
331	следующим образом	1	1
332	именно эта	1	1
333	первое второе	1	1
334	структурой но	1	1
335	тому как	4	1
336	может дать	1	1
337	во времени	1	1
338	отношения между	3	1
339	что нам	2	1
340	что это	1	1
