N	3gram	Tiupa_Anal_1	Myshleni
1	для того чтобы	3	14
2	по отношению к	5	12
3	в том что	9	11
4	с точки зрения	4	9
5	в известном смысле	1	7
6	друг с другом	1	7
7	в этом отношении	2	5
8	не в состоянии	1	4
9	подобно тому как	3	4
10	то же самое	2	4
11	из того что	3	4
12	в сущности говоря	1	4
13	с этой точки	1	4
14	этой точки зрения	1	4
15	о том что	3	4
16	и того же	2	3
17	такой же мере	1	3
18	связей и отношений	1	3
19	состоит в том	3	3
20	до сих пор	1	3
21	с одной стороны	3	3
22	и тот же	1	3
23	в такой же	1	3
24	в свою очередь	1	3
25	мере в какой	2	3
26	не может быть	16	3
27	один и тот	1	3
28	на вопрос о	1	3
29	одного и того	2	3
30	той мере в	2	3
31	в той мере	2	3
32	в самом деле	2	2
33	том что он	2	2
34	о том как	1	2
35	и не может	4	2
36	в зависимости от	1	2
37	того что мы	1	2
38	в той же	1	2
39	в отличие от	6	2
40	именно в этом	2	2
41	вместе с тем	1	2
42	и в частности	1	2
43	все эти три	1	2
44	же мере как	1	2
45	а с другой	1	2
46	приводит нас к	1	2
47	с другой стороны	2	2
48	в свое время	2	2
49	мере как и	1	2
50	включает в себя	1	2
51	той же мере	1	2
52	связи и отношения	1	2
53	отношение к предмету	1	1
54	по своей природе	1	1
55	в том виде	1	1
56	что иное как	5	1
57	да и в	1	1
58	или хотя бы	1	1
59	имеет дело с	1	1
60	каждый из которых	1	1
61	мы имеем в	1	1
62	более или менее	1	1
63	имеем в виду	1	1
64	в этом последнем	1	1
65	как и во	1	1
66	не столько в	1	1
67	в этом смысле	1	1
68	в том числе	3	1
69	в том же	1	1
70	в области гуманитарных	1	1
71	только в том	1	1
72	мы постараемся сейчас	1	1
73	в качестве своих	1	1
74	в достаточной мере	1	1
75	сам по себе	1	1
76	себя и не	1	1
77	как мы увидим	1	1
78	в собственном смысле	1	1
79	том числе и	1	1
80	для другого в	1	1
81	и той же	1	1
82	как и его	1	1
83	в равной мере	1	1
84	одно и то	1	1
85	есть в сущности	1	1
86	не что иное	4	1
87	стороны одной и	1	1
88	в первом случае	2	1
89	совершенно особого рода	1	1
90	и на все	1	1
91	отношением к предмету	1	1
92	в этой связи	1	1
93	значение только в	1	1
94	происходит нечто аналогичное	1	1
95	смысле этого слова	1	1
96	и то же	1	1
97	не могут быть	2	1
98	и тем самым	1	1
99	одни и те	1	1
100	в связи с	1	1
101	ни на что	1	1
102	собственном смысле слова	1	1
103	как нам представляется	1	1
104	во всяком случае	1	1
105	я не могу	1	1
106	в полной мере	3	1
107	с ним в	1	1
108	и таким образом	1	1
109	есть не что	3	1
110	тем самым и	1	1
111	же самое время	2	1
112	по аналогии с	1	1
113	в контакте с	1	1
114	из сказанного выше	1	1
115	в том чтобы	7	1
116	и вместе с	1	1
117	а тем самым	1	1
118	это происходит в	1	1
119	на вопрос почему	1	1
120	того или иного	3	1
121	и те же	1	1
122	функции и не	1	1
123	его из общей	1	1
124	в то же	8	1
125	к тому что	1	1
126	одной и той	1	1
127	тех или иных	2	1
128	заключенное в нем	1	1
129	этой части нашей	1	1
130	как справедливо говорит	1	1
131	но не может	1	1
132	ничто не может	1	1
133	той или иной	6	1
