N	3gram	Propp_Isto_2	Vladivir
1	в том что	5	10
2	тем не менее	1	9
3	о том что	2	8
4	вместе с тем	5	6
5	не может быть	2	6
6	это значит что	1	6
7	к тому же	2	5
8	то это значит	1	4
9	точно так же	6	4
10	том что в	1	3
11	ни с каким	1	3
12	с одной стороны	3	3
13	и в его	1	3
14	в отличие от	1	3
15	иметь в виду	2	2
16	сам по себе	1	2
17	в это время	1	2
18	так же как	4	2
19	так или иначе	1	2
20	в связи с	4	2
21	с другой стороны	2	2
22	бросается в глаза	1	2
23	и вместе с	2	2
24	на то что	2	2
25	что иное как	2	1
26	потому что он	2	1
27	уже знаем что	2	1
28	как то что	1	1
29	да и то	1	1
30	в виду что	1	1
31	так же и	3	1
32	он наталкивается на	1	1
33	и не только	1	1
34	ее в целом	1	1
35	так как в	2	1
36	и так сказать	1	1
37	только тот кто	1	1
38	том что он	1	1
39	о том как	1	1
40	в этом случае	5	1
41	все же можно	2	1
42	до сих пор	6	1
43	мы не будем	2	1
44	должен был бы	1	1
45	начала до конца	1	1
46	это время он	1	1
47	на одно мгновение	1	1
48	с тем что	3	1
49	можно было бы	3	1
50	по этому поводу	1	1
51	не подлежит никакому	1	1
52	при всей своей	1	1
53	не только в	4	1
54	подлежит никакому сомнению	1	1
55	в себя и	1	1
56	и то же	1	1
57	же именно в	1	1
58	не будем здесь	1	1
59	но вместе с	1	1
60	в связи со	1	1
61	можно найти в	1	1
62	хотя бы на	1	1
63	то что он	1	1
64	что он делает	1	1
65	потому что они	1	1
66	мы уже видели	3	1
67	указать на то	1	1
68	по существу то	1	1
69	об этом он	1	1
70	но уже в	1	1
71	мы не можем	1	1
72	но об этом	1	1
73	к которому принадлежал	1	1
74	означает не что	1	1
75	это и есть	1	1
76	нельзя сказать чтобы	1	1
77	надо сказать что	1	1
78	и не хочет	1	1
79	с самого начала	2	1
80	не только не	1	1
81	но все эти	1	1
82	мы знаем что	10	1
83	таким образом эта	1	1
84	в его работе	1	1
85	и многое другое	1	1
86	не только на	1	1
87	мы видим что	5	1
88	не что иное	2	1
89	мы уже знаем	3	1
90	тем что в	1	1
91	есть вместе с	1	1
