N	3gram	Losev_Vlad_1	FransuaR
1	как мы уже	3	6
2	о том что	7	5
3	то же время	4	5
4	в то же	4	5
5	в самом деле	1	4
6	с одной стороны	1	4
7	мы уже сказали	2	3
8	на первый план	2	3
9	в этом отношении	1	3
10	не только во	1	2
11	и в особенности	1	2
12	как мы увидим	2	2
13	и то что	4	2
14	со всеми его	1	2
15	и тот же	2	2
16	а также и	1	2
17	в одной плоскости	1	2
18	с другой стороны	3	2
19	в том что	7	2
20	и в литературе	1	2
21	и с его	1	2
22	несколько слов о	1	1
23	а за ними	1	1
24	по этому вопросу	1	1
25	том что в	3	1
26	дело в том	4	1
27	более или менее	3	1
28	в настоящее время	1	1
29	свидетельствует о том	1	1
30	один и тот	2	1
31	что же касается	4	1
32	и все это	1	1
33	в эти годы	3	1
34	как это было	1	1
35	к концу века	1	1
36	у него были	1	1
37	у него в	1	1
38	с ним в	1	1
39	на самом же	1	1
40	потому что когда	1	1
41	на первом плане	1	1
42	за ними и	1	1
43	в значительной мере	1	1
44	было для него	1	1
45	не мог найти	1	1
46	мы не будем	1	1
47	вместе с тем	1	1
48	только то что	1	1
49	в этой области	1	1
50	и для всех	1	1
51	как раз в	1	1
52	но в то	1	1
53	в конце концов	3	1
54	смысле этого слова	1	1
55	притом не только	1	1
56	в связи с	1	1
57	то что он	5	1
58	он был также	1	1
59	это конечно не	1	1
60	для того чтобы	2	1
61	не может быть	3	1
62	на языке самого	1	1
63	был самый настоящий	1	1
64	в то время	2	1
65	заключается в том	1	1
66	и непосредственное влияние	1	1
67	до настоящего времени	1	1
68	но и для	1	1
69	что касается до	1	1
70	него были и	1	1
71	не только в	2	1
72	можно сказать что	2	1
73	за то что	1	1
74	в этой же	1	1
75	а с другой	1	1
76	чувствует себя в	1	1
77	в особенности же	1	1
78	что уже в	1	1
79	самом же деле	1	1
80	и столько же	1	1
81	том что он	2	1
82	рассуждение о том	1	1
83	что и в	2	1
84	выдвигает на первый	1	1
