N	2gram	Propp_Russ_1	Tvorches
1	и в	36	21
2	как бы	5	17
3	в то	1	15
4	то же	3	13
5	в его	2	13
6	то есть	3	12
7	как и	10	12
8	что в	19	12
9	с его	1	11
10	том что	19	11
11	все это	6	10
12	как в	5	8
13	он не	1	8
14	то что	6	8
15	в году	2	7
16	и на	10	7
17	но в	2	7
18	не только	22	7
19	при этом	6	7
20	у него	2	7
21	и не	6	7
22	в том	17	7
23	в свою	3	7
24	в этом	12	6
25	не менее	3	6
26	и его	1	6
27	о том	8	6
28	и все	1	6
29	что он	1	6
30	а в	9	6
31	отнюдь не	2	5
32	все же	5	5
33	в этой	1	5
34	таким образом	6	5
35	в своих	2	5
36	потому что	10	5
37	как будто	5	5
38	только в	4	5
39	может быть	8	5
40	а не	2	5
41	но это	4	5
42	не имеют	1	4
43	из всех	1	4
44	в петербурге	1	4
45	в своем	3	4
46	и как	2	4
47	та же	2	4
48	в целом	2	4
49	это не	10	4
50	своего рода	3	4
51	не случайно	2	4
52	не может	4	4
53	в основном	3	4
54	один из	8	4
55	ту же	1	3
56	и т	10	3
57	на самом	2	3
58	не был	1	3
59	что я	1	3
60	хотя и	2	3
61	представляет собой	4	3
62	в нем	2	3
63	в россии	4	3
64	и по	8	3
65	в каждом	2	3
66	что все	1	3
67	и с	2	3
68	и других	7	3
69	далеко не	3	3
70	времени на	1	3
71	в их	4	3
72	место в	1	3
73	представление о	3	3
74	дело не	1	3
75	дело в	1	3
76	не по	1	3
77	вот почему	1	3
78	приходит к	1	3
79	и другие	13	3
80	в дальнейшем	2	3
81	с ним	2	3
82	там же	5	3
83	того что	4	3
84	который в	1	3
85	уже не	6	3
86	уже в	1	3
87	в виде	6	3
88	говорит о	1	3
89	не так	1	3
90	так как	15	3
91	в которой	1	3
92	но и	16	3
93	но не	2	3
94	это как	1	3
95	на берегу	1	3
96	но если	1	3
97	жизни и	1	3
98	так же	3	3
99	в нашей	1	2
100	того же	1	2
101	самом деле	1	2
102	некоторые из	1	2
103	в первом	1	2
104	по преимуществу	1	2
105	но она	2	2
106	кто же	1	2
107	и он	1	2
108	в ней	2	2
109	в отличие	1	2
110	в чем	1	2
111	если в	3	2
112	отличие от	1	2
113	же с	1	2
114	когда он	2	2
115	и наконец	1	2
116	в себе	1	2
117	что она	2	2
118	тем не	3	2
119	здесь мы	1	2
120	а затем	1	2
121	о котором	1	2
122	известно что	1	2
123	и тем	1	2
124	в данном	1	2
125	такой же	2	2
126	в один	2	2
127	и того	1	2
128	в этих	3	2
129	не во	1	2
130	но христос	1	2
131	не столько	1	2
132	т п	1	2
133	и время	1	2
134	одна из	4	2
135	в основе	1	2
136	от жизни	1	2
137	с особым	1	2
138	к ней	2	2
139	свидетельствует о	1	2
140	прямо в	1	2
141	в духе	1	2
142	могут быть	2	2
143	к тому	4	2
144	в жизни	2	2
145	это время	2	2
146	в виду	1	2
147	данном случае	1	2
148	в в	2	2
149	приводит к	3	2
150	на том	1	2
151	так и	7	2
152	об этом	9	2
153	еще в	4	2
154	во второй	1	2
155	быть может	1	2
156	стремление к	1	2
157	можно сказать	1	2
158	из других	1	2
159	и та	1	2
160	настоящее время	3	2
161	что и	7	2
162	во всей	1	2
163	себя но	1	2
164	значит что	2	2
165	в двух	1	2
166	тот же	1	2
167	в качестве	3	2
168	так что	2	2
169	и у	5	2
170	из них	8	2
171	не означает	2	2
172	ф м	1	2
173	только на	3	2
174	что не	1	2
175	влияние на	1	2
176	что для	1	2
177	до конца	2	2
178	с которым	1	2
179	его как	2	2
180	было в	1	2
181	в частности	2	2
182	вместе с	10	2
183	надо было	1	2
184	к жизни	3	2
185	в первой	1	2
186	перед нами	1	2
187	в одно	1	2
188	или в	2	2
189	отсюда же	1	2
190	н г	2	2
191	на смену	1	2
192	не знает	1	2
193	сказать что	1	2
194	в глаза	1	2
195	к этому	4	2
196	точно так	1	2
197	как известно	2	1
198	и развитие	1	1
199	к их	1	1
200	в русских	1	1
201	же как	1	1
202	чтобы не	1	1
203	переход от	2	1
204	но тем	2	1
205	эта теория	1	1
206	очень много	1	1
207	невозможно вне	1	1
208	из самых	1	1
209	и до	2	1
210	оно было	1	1
211	также и	1	1
212	мы уже	1	1
213	их и	3	1
214	мы имеем	4	1
215	собой как	1	1
216	повторяли по	1	1
217	что если	1	1
218	рассматривается как	1	1
219	происходило в	1	1
220	говорить о	1	1
221	что иное	2	1
222	но даже	2	1
223	в одиночку	1	1
224	не совсем	4	1
225	жизни это	1	1
226	большей частью	1	1
227	в xix	10	1
228	одно из	5	1
229	еще не	4	1
230	по этому	3	1
231	он был	2	1
232	между собой	2	1
233	иное как	2	1
234	во всех	4	1
235	это имеет	2	1
236	как правило	3	1
237	совсем не	1	1
238	наряду с	1	1
239	к слову	2	1
240	по отношению	1	1
241	а и	5	1
242	тогда как	2	1
243	в истории	1	1
244	из центральных	1	1
245	эта связь	1	1
246	с этим	2	1
247	это был	1	1
248	кроме того	1	1
249	целый ряд	1	1
250	как уже	4	1
251	что по	4	1
252	его к	2	1
253	и к	3	1
254	он на	1	1
255	в этот	10	1
256	при таком	1	1
257	из жизни	1	1
258	подробнее об	1	1
259	что это	3	1
260	все эти	2	1
261	еще далеко	1	1
262	однако совершенно	1	1
263	так в	4	1
264	в жертву	1	1
265	смысла но	1	1
266	сливаются в	1	1
267	говорят о	1	1
268	тому же	1	1
269	и те	3	1
270	связанные с	3	1
271	т д	9	1
272	всех этих	2	1
273	не значит	2	1
274	как средство	1	1
275	чем у	2	1
276	этого вопроса	1	1
277	не к	1	1
278	собой не	1	1
279	в четвертом	1	1
280	на этом	3	1
281	встречаются и	1	1
282	же не	2	1
283	значение в	1	1
284	на все	2	1
285	на этой	2	1
286	в несколько	1	1
287	г в	4	1
288	его в	1	1
289	года на	2	1
290	было бы	1	1
291	все другие	1	1
292	весь мир	1	1
293	прочим в	1	1
294	с водой	1	1
295	ни в	1	1
296	для них	3	1
297	повод для	1	1
298	люди не	1	1
299	но мы	1	1
300	в них	6	1
301	он же	3	1
302	показывает что	5	1
303	с тем	8	1
304	подробно описывает	1	1
305	одна и	1	1
306	он и	1	1
307	иногда в	2	1
308	чем в	2	1
309	русского народа	3	1
310	можно считать	1	1
311	и было	1	1
312	их на	4	1
313	одного и	1	1
314	и ее	1	1
315	в народе	1	1
316	как указывает	1	1
317	вторая часть	1	1
318	что до	1	1
319	но эта	1	1
320	и более	2	1
321	том же	2	1
322	что этот	4	1
323	тому что	4	1
324	вплоть до	4	1
325	дня и	1	1
326	что ему	2	1
327	считает что	1	1
328	не имеет	6	1
329	что их	1	1
330	ее с	1	1
331	к этим	1	1
332	они же	2	1
333	года так	1	1
334	упоминания о	1	1
335	все свои	1	1
336	в москву	2	1
337	не вполне	1	1
338	народной жизни	1	1
339	на себя	2	1
340	того в	1	1
341	в русском	4	1
342	вытекающее из	1	1
343	на некоторые	1	1
344	до того	2	1
345	только с	1	1
346	в области	3	1
347	и бессмертие	1	1
348	у нас	8	1
349	начиная с	3	1
350	не могут	1	1
351	мало чем	1	1
352	им свою	1	1
353	но все	3	1
354	в других	11	1
355	прошлого в	1	1
356	что на	4	1
357	имеет место	2	1
358	оно не	1	1
359	если же	1	1
360	быть назван	1	1
361	она не	2	1
362	время они	1	1
363	книга по	1	1
364	и это	1	1
365	в раннем	1	1
366	и о	1	1
367	vii в	2	1
368	свою очередь	2	1
369	внимание на	1	1
370	советских ученых	1	1
371	вывод что	3	1
372	всего этого	1	1
373	трех дней	1	1
374	как самого	1	1
375	к нам	2	1
376	из окна	1	1
377	он просто	1	1
378	в собственном	1	1
379	как по	2	1
380	так на	2	1
381	мы наблюдаем	2	1
382	однако эта	1	1
383	если они	1	1
384	что у	2	1
385	их нужно	1	1
386	с первым	1	1
387	в образе	2	1
388	имеет тот	1	1
389	дворец и	1	1
390	часто в	1	1
391	жизнь и	1	1
392	сходно с	1	1
393	по мере	1	1
394	означает что	2	1
395	западной европы	3	1
396	в таком	1	1
397	при такой	1	1
398	и здесь	2	1
399	на тех	2	1
400	обычно служит	1	1
401	прямо и	1	1
402	никак не	1	1
403	и что	4	1
404	что каждый	1	1
405	или на	3	1
406	даже у	1	1
407	и просто	1	1
408	из составных	1	1
409	нас в	1	1
410	как у	1	1
411	связь между	2	1
412	к нему	1	1
413	в отрыве	1	1
414	между тем	7	1
415	от них	3	1
416	при исследовании	1	1
417	стоит и	1	1
418	нуждается в	1	1
419	представления о	1	1
420	происхождение и	1	1
421	бросается в	1	1
422	этих строк	1	1
423	бою и	1	1
424	как он	2	1
425	с ними	5	1
426	и действительно	1	1
427	в разные	2	1
428	должен был	1	1
429	даже если	1	1
430	год с	1	1
431	их не	2	1
432	вот что	1	1
433	в эти	4	1
434	по всей	1	1
435	совершенно естественно	1	1
436	сколько в	1	1
437	он считал	1	1
438	особое значение	1	1
439	г чернышевский	1	1
440	то и	1	1
441	не все	1	1
442	его и	2	1
443	к своим	1	1
444	время во	1	1
445	мы знаем	1	1
446	в одном	3	1
447	к ним	3	1
448	но что	2	1
449	в окошко	1	1
450	заметить что	1	1
451	тем что	4	1
452	кладбища и	1	1
453	не противоречит	1	1
454	представляют собой	7	1
455	не было	2	1
456	же деле	1	1
457	видим что	1	1
458	и из	3	1
459	к которому	1	1
460	с той	1	1
461	для этого	2	1
462	наконец в	1	1
463	а с	4	1
464	тогда же	1	1
465	себя и	2	1
466	говорят об	1	1
467	объясняется тем	1	1
468	у других	1	1
469	что бы	1	1
470	и их	4	1
471	самом же	1	1
472	жизни путем	1	1
473	каждый человек	1	1
474	связи с	4	1
475	на этот	3	1
476	такие же	1	1
477	на которых	1	1
478	и самый	1	1
479	не на	2	1
480	жизнь в	1	1
481	в руках	1	1
482	так называемой	3	1
483	о чем	3	1
484	люди в	1	1
485	деле это	1	1
486	во плоти	1	1
487	как это	8	1
488	я тебе	1	1
489	по своему	1	1
490	в область	1	1
491	и целый	1	1
492	летопись и	1	1
493	и всей	2	1
494	считал что	2	1
495	и мотивы	1	1
496	это к	1	1
497	ли не	1	1
498	и смерти	1	1
499	и некоторые	3	1
500	только для	2	1
501	между прочим	2	1
502	к вопросу	2	1
503	и сам	1	1
504	в более	2	1
505	как отражение	1	1
506	форм и	1	1
507	уже на	1	1
508	в связи	4	1
509	от имени	1	1
510	в настоящее	3	1
511	во время	14	1
512	от него	1	1
513	что после	1	1
514	не дают	1	1
515	мы должны	2	1
516	искал в	1	1
517	же в	1	1
518	городах и	2	1
519	в целях	3	1
520	это все	1	1
521	этот вопрос	2	1
522	только как	1	1
523	не что	2	1
524	отношению к	1	1
525	ко всему	1	1
526	т е	17	1
527	из своей	1	1
528	плачут а	1	1
529	приводит нас	2	1
530	это та	1	1
531	в какой	2	1
532	но эти	3	1
533	именно здесь	1	1
