N	3gram	Losev_Dial_4	Problema
1	не может быть	6	11
2	с точки зрения	9	6
3	в отличие от	1	5
4	и прежде всего	1	5
5	не входит в	1	4
6	в данном случае	1	4
7	с другой стороны	1	4
8	в этом смысле	4	3
9	в основе своей	1	3
10	может быть только	1	3
11	то же время	6	3
12	в том что	9	3
13	в то же	6	3
14	тем не менее	2	3
15	в чем не	1	2
16	можно сказать что	1	2
17	том же самом	1	2
18	на первый план	1	2
19	ни в коем	2	2
20	ни в чем	1	2
21	и не может	1	2
22	в лучшем случае	1	2
23	и в области	1	2
24	то или иное	3	2
25	в коем случае	2	2
26	и в то	2	2
27	и в частности	2	2
28	не только в	1	2
29	мы имеем дело	1	2
30	души и тела	1	2
31	может и не	1	2
32	коем случае не	2	2
33	мы можем сказать	1	2
34	для нее это	1	2
35	той или иной	1	2
36	для того чтобы	5	2
37	за его пределы	2	2
38	его уже не	1	1
39	что иное как	8	1
40	могли найти себе	1	1
41	и переход в	1	1
42	только она одна	1	1
43	иметь в виду	2	1
44	в виду что	1	1
45	не могли найти	1	1
46	в свою очередь	2	1
47	не говоря уже	3	1
48	подобно тому как	4	1
49	о том как	2	1
50	имеется в виду	3	1
51	но если так	2	1
52	не могли быть	1	1
53	если так то	2	1
54	говоря уже о	3	1
55	хотя бы и	2	1
56	в ней как	1	1
57	которое может быть	1	1
58	суть не более	1	1
59	его пределы и	1	1
60	и именно в	1	1
61	на самом же	1	1
62	не было бы	1	1
63	с тем что	1	1
64	на то что	3	1
65	и не в	1	1
66	и тем не	1	1
67	можно найти в	1	1
68	в новом свете	1	1
69	должны быть отнесены	1	1
70	таким образом есть	1	1
71	не что иное	8	1
72	не только его	1	1
73	если бы мы	1	1
74	но в то	2	1
75	за пределы мира	2	1
76	и в этом	3	1
77	не есть ни	9	1
78	по сравнению с	2	1
79	и как бы	1	1
80	в нашем случае	1	1
81	не в том	4	1
82	в связи с	1	1
83	в нем не	1	1
84	это возможно лишь	1	1
85	эстетическое бытие как	1	1
86	самом же деле	1	1
87	не входя в	1	1
88	по себе не	1	1
89	есть не что	5	1
90	в нем нет	1	1
91	равно как и	2	1
92	лежащая в основе	1	1
93	воля и чувство	1	1
94	это и есть	4	1
95	та или иная	2	1
96	ясно что в	1	1
97	и т д	15	1
98	хотя бы в	1	1
99	можем сказать что	1	1
100	вопрос о том	1	1
101	не более как	1	1
102	от чего не	2	1
103	ни от чего	2	1
104	которые могут быть	1	1
105	это как бы	1	1
106	в особенности же	1	1
107	художественное произведение и	1	1
108	дело в том	1	1
109	ничего нет кроме	1	1
110	мы еще не	1	1
