N	4gram	Voloshinov_2	Myshleni
1	в том числе и	1	3
2	в собственном смысле слова	2	3
3	с одной стороны и	2	2
4	в сущности ничего не	1	2
5	прав в том что	2	2
6	то же самое что	1	2
7	дело в том что	1	1
8	в тех областях где	1	1
9	в той или иной	3	1
10	в коем случае не	1	1
11	несмотря на то что	1	1
12	никогда не может быть	1	1
13	а в связи с	1	1
14	бы то ни было	4	1
15	его внутренней речи и	1	1
16	в том что он	2	1
17	как если бы он	3	1
18	ни в коем случае	2	1
19	все более и более	2	1
20	рядом друг с другом	1	1
21	на самом же деле	3	1
