N	2gram	Bakhtin_Fr_7	Narrotol
1	не только	5	26
2	а не	2	17
3	тогда как	1	15
4	но и	9	15
5	при этом	3	14
6	в том	11	14
7	в качестве	9	14
8	и не	7	14
9	в этом	15	13
10	и в	41	13
11	том что	4	13
12	такого рода	1	12
13	только в	6	11
14	в частности	1	11
15	может быть	4	10
16	в данном	2	10
17	своего рода	2	9
18	так и	10	9
19	то есть	20	9
20	к тому	2	9
21	а в	5	9
22	в себе	11	8
23	то что	8	8
24	не в	9	8
25	картина мира	2	8
26	не может	3	8
27	к себе	1	7
28	у него	6	6
29	в своем	9	6
30	все же	1	6
31	и к	5	6
32	но в	8	6
33	в жизни	1	6
34	никогда не	2	6
35	ничего не	4	6
36	данном случае	1	6
37	и т.п	9	6
38	а также	2	6
39	в его	12	6
40	того что	2	6
41	прежде всего	11	6
42	как бы	7	6
43	героя в	1	6
44	я не	3	5
45	отличие от	1	5
46	что он	3	5
47	как в	5	5
48	хотя и	4	5
49	в нем	7	5
50	он не	4	5
51	таким образом	19	5
52	и тем	1	5
53	далеко не	2	5
54	точки зрения	5	5
55	в котором	1	5
56	место в	4	5
57	тем самым	3	5
58	в то	10	5
59	на него	1	5
60	о том	6	5
61	в форме	3	5
62	по отношению	2	5
63	в той	3	5
64	отношению к	2	5
65	то же	13	4
66	и мира	2	4
67	в ее	1	4
68	в этой	13	4
69	перед нами	2	4
70	что это	4	4
71	тому же	1	4
72	в силу	1	4
73	уже не	2	4
74	в мире	3	4
75	об этом	1	4
76	все его	3	4
77	и уже	1	4
78	в своей	3	4
79	в конце	8	4
80	в себя	2	4
81	времени и	1	4
82	как у	1	4
83	и т.д	2	4
84	в другом	1	4
85	свидетельствует о	2	4
86	для него	6	4
87	в рассказе	1	4
88	как и	14	4
89	мира в	4	4
90	как это	1	4
91	в литературе	2	4
92	и все	14	4
93	с ним	2	4
94	же в	2	4
95	и у	5	4
96	жизни и	3	4
97	что в	9	4
98	все что	4	4
99	самом деле	1	3
100	едва ли	1	3
101	а как	1	3
102	мы имеем	2	3
103	с его	2	3
104	но не	1	3
105	что они	1	3
106	как к	1	3
107	все эти	13	3
108	и его	9	3
109	так сказать	3	3
110	и по	3	3
111	в слове	1	3
112	характер и	1	3
113	которой он	2	3
114	о которой	1	3
115	дома с	1	3
116	что я	1	3
117	одна из	4	3
118	же время	9	3
119	по своей	1	3
120	этом отношении	2	3
121	на том	2	3
