N	3gram	Ircho_Kome_2	Dialekti
1	с точки зрения	1	9
2	в том что	5	9
3	не может быть	1	6
4	то же время	3	6
5	в то же	3	6
6	для того чтобы	4	5
7	в этом смысле	2	4
8	само по себе	1	4
9	и стало быть	1	4
10	имеется в виду	1	3
11	не говоря уже	2	3
12	говоря уже о	2	3
13	же что и	1	3
14	ясно что это	1	3
15	я думаю что	1	2
16	одних и тех	2	2
17	в чем же	1	2
18	как таковой и	1	2
19	и в то	1	2
20	точно так же	1	2
21	и тех же	2	2
22	по сравнению с	1	2
23	в свою очередь	1	2
24	тем не менее	1	2
25	в обоих случаях	2	1
26	в силу этого	2	1
27	только потому что	2	1
28	мы имеем дело	1	1
29	что это не	1	1
30	на первый план	1	1
31	речь заходит о	1	1
32	имеет в виду	1	1
33	из них в	1	1
34	в той же	2	1
35	в отличие от	2	1
36	все же это	1	1
37	всякому ясно что	1	1
38	и та же	1	1
39	не было бы	1	1
40	что это такое?	1	1
41	и вовсе не	1	1
42	в философии и	1	1
43	в том случае	1	1
44	в это время	2	1
45	того чтобы дать	1	1
46	не только в	1	1
47	вслед за ним	1	1
48	и с этой	2	1
49	так или иначе	3	1
50	в нем не	2	1
51	в связи с	3	1
52	того чтобы установить	1	1
53	а вместе с	1	1
54	планов из которых	1	1
55	не имеет значения	1	1
56	то обстоятельство что	1	1
57	связи с этим	1	1
58	одна и та	1	1
59	о том что	4	1
60	мы можем сказать	1	1
61	хотя бы в	1	1
62	но никак не	1	1
63	речь идет о	2	1
64	но все же	1	1
65	с другой стороны	1	1
66	друг от друга	1	1
67	после того как	2	1
68	и не имеет	1	1
69	можем сказать что	1	1
70	том случае если	1	1
71	той или иной	1	1
