N	4gram	Bakhtin_Pr_1	Formalny
1	в то же время	9	8
2	начала и до конца	2	2
3	что бы то ни	1	2
4	с начала и до	2	2
5	бы то ни стало	1	2
6	как бы ни были	1	2
7	во что бы то	1	2
8	но в то же	5	2
9	раз и входит в	1	1
10	на самом деле это	1	1
11	то что было дано	1	1
12	другой стороны со стороны	1	1
13	кругозор в его целом	1	1
14	и в то же	2	1
15	что было дано в	1	1
16	тем фоном на котором	1	1
17	то же время и	1	1
18	бы то ни было	1	1
19	войти в художественную структуру	1	1
20	как один из возможных	1	1
21	как раз и входит	1	1
22	различны в зависимости от	1	1
23	в зависимости от того	1	1
24	романа в его целом	1	1
25	с точки зрения ее	1	1
26	с другой стороны со	1	1
27	то же время не	3	1
28	ни на минуту не	1	1
