N	3gram	Tiupa_Narr_2	DiskursI
1	в том что	8	13
2	по отношению к	5	9
3	с одной стороны	5	9
4	тогда как в	2	5
5	по природе своей	1	5
6	о том что	4	5
7	в отличие от	5	4
8	то же время	3	4
9	к тому же	4	4
10	и т.п но	1	3
11	в качестве дискурса	1	3
12	это прежде всего	1	3
13	но при этом	3	3
14	а с другой	1	3
15	не в том	1	3
16	той или иной	3	3
17	не может быть	2	3
18	существенную роль в	2	3
19	в то же	3	3
20	пока еще не	1	3
21	в строгом значении	1	2
22	по своей природе	2	2
23	в е годы	1	2
24	не претендует на	1	2
25	мы имеем дело	2	2
26	и того же	1	2
27	подобно тому как	2	2
28	в соответствии с	3	2
29	то же самое	1	2
30	а в том	2	2
31	одной стороны и	1	2
32	тойн а ван	1	2
33	в основе своей	1	2
34	участников коммуникативного события	1	2
35	области дискурсивных практик	1	2
36	на мой взгляд	1	2
37	говорящего и слушающих	1	2
38	а не только	1	2
39	в данном случае	6	2
40	не только в	6	2
41	не сводится к	6	2
42	по своему происхождению	1	2
43	состоит в том	4	2
44	едва ли не	1	2
45	в частности в	1	2
46	более или менее	1	2
47	а ван дейк	1	2
48	то есть в	1	2
49	по сути дела	1	2
50	можно сказать что	3	2
51	одного и того	1	2
52	в силу своей	1	2
53	самого рассказывания в	1	2
54	к той или	1	2
55	зрения на себя	1	1
56	социального взаимодействия трех	1	1
57	том что с	1	1
58	облеченный в молчание	1	1
59	деятельность опирается на	1	1
60	напротив они сходятся	1	1
61	дама с собачкой	1	1
62	на том что	1	1
63	только раскрывают содержание	1	1
64	что ни говорящий	1	1
65	взаимодействия трех говорящего	1	1
66	этом последнем мы	1	1
67	раскрывают содержание судьбы	1	1
68	ни о чем	1	1
69	принадлежащих к той	1	1
70	ни говорящий ни	1	1
71	говорящий ни слушающий	1	1
72	пролагающий себе дорогу	1	1
73	точки зрения на	1	1
74	трех говорящего автора	1	1
75	в которой он	1	1
76	отделен от своей	1	1
77	система не семиотических	1	1
78	говорящего автора слушающего	1	1
79	собственном мире напротив	1	1
80	о ком или	1	1
81	говоря мы должны	1	1
82	своем собственном мире	1	1
83	понятие дискурсивной компетенции	1	1
84	одним и тем	1	1
85	рассказывания в этом	1	1
86	это он осуществляет	1	1
87	последнем мы и	1	1
88	на самом деле	2	1
89	в своем собственном	1	1
90	в этом последнем	1	1
91	том что ни	1	1
92	умение которое ничем	1	1
93	в этом смысле	1	1
