N	3gram	Berdyaev_M_2	Myshleni
1	с точки зрения	1	18
2	для того чтобы	4	15
3	в том что	2	15
4	по отношению к	2	7
5	о том что	2	6
6	по сравнению с	1	5
7	так же как	3	5
8	не может быть	8	5
9	же как и	3	4
10	до сих пор	3	4
11	в высшей степени	3	4
12	в этом отношении	1	4
13	смысле этого слова	1	3
14	на то что	1	3
15	сам по себе	1	3
16	к тому что	3	3
17	по своей природе	1	2
18	том что в	1	2
19	и той же	2	2
20	есть прежде всего	5	2
21	том что он	1	2
22	так как он	2	2
23	от того что	3	2
24	в значительной степени	1	2
25	я не могу	1	2
26	одной и той	2	2
27	вопрос о природе	1	2
28	только тогда когда	1	2
29	потому что он	2	1
30	а следовательно и	1	1
31	не нужна не	1	1
32	показывает как в	1	1
33	всего потому что	1	1
34	на самом деле	1	1
35	было бы назвать	1	1
36	во всех своих	1	1
37	в своей книге	1	1
38	что он не	1	1
39	в свою противоположность	2	1
40	но и в	1	1
41	в себе и	1	1
42	с самим собой	1	1
43	не могу согласиться	1	1
44	в резком противоречии	1	1
45	сознания и в	1	1
46	бы и не	1	1
47	не способен к	4	1
48	но и это	1	1
49	в конце концов	1	1
50	этим сказать что	1	1
51	и в этом	3	1
52	между тем в	1	1
53	которые могли бы	1	1
54	но и его	1	1
55	не в силах	1	1
56	друг к другу	5	1
57	того чтобы сделать	1	1
58	есть не только	1	1
59	на этом пути	2	1
60	не сама по	1	1
61	как и все	1	1
62	к человеку как	1	1
63	и никогда не	2	1
64	что у него	1	1
65	потому что в	1	1
66	и не то	1	1
67	хотя бы в	1	1
68	еще в высшей	1	1
69	сама по себе	1	1
70	то же что	1	1
71	как и в	2	1
72	приводит нас к	1	1
73	она не может	1	1
74	той или иной	1	1
75	которые не имеют	1	1
