N	2gram	Bakhtin_Pr_3	EvropaiC
1	таким образом	5	32
2	в том	3	31
3	и в	34	24
4	том что	3	20
5	все эти	4	19
6	не может	19	18
7	то что	11	17
8	может быть	19	15
9	все же	7	15
10	точки зрения	8	13
11	самом деле	13	12
12	в своем	2	12
13	до сих	1	12
14	в этом	16	12
15	сих пор	1	12
16	с этим	2	11
17	между тем	3	11
18	все это	16	11
19	во всех	2	10
20	по отношению	5	10
21	так и	6	10
22	мы знаем	2	10
23	как бы	27	10
24	отношению к	6	10
25	того же	2	9
26	на то	1	9
27	при этом	4	9
28	как и	18	9
29	с другом	2	9
30	друг с	2	9
31	что в	7	9
32	а и	1	8
33	в самом	8	8
34	с точки	4	8
35	мы говорили	1	8
36	не в	9	8
37	ясно что	1	8
38	если бы	4	8
39	так же	8	8
40	и все	19	8
41	а между	3	7
42	на самом	11	7
43	не менее	3	7
44	того чтобы	1	7
45	по своей	1	7
46	к тому	5	7
47	для этого	3	7
48	о том	2	7
49	и что	5	7
50	что он	23	7
51	для того	1	7
52	но и	12	7
53	и не	29	7
54	из этого	1	7
55	этот народ	1	6
56	в каждый	1	6
57	еще не	4	6
58	и на	6	6
59	в общем	4	6
60	что касается	1	6
61	в этой	1	6
62	в мире	4	6
63	несмотря на	1	6
64	и при	1	6
65	с ним	8	6
66	что и	5	6
67	того что	5	6
68	только в	6	6
69	все они	1	6
70	так что	5	6
71	так как	4	6
72	мы можем	1	6
73	с другой	4	6
74	вместе с	4	6
75	отличается от	2	6
76	как на	2	6
77	между двумя	2	5
78	из всех	1	5
79	столь же	2	5
80	как к	4	5
81	и к	12	5
82	но в	16	5
83	в которой	2	5
84	что это	5	5
85	в целом	5	5
86	в себе	6	5
87	тому же	2	5
88	не только	10	5
89	и если	2	5
90	но все	5	5
91	что все	4	5
92	и с	15	5
93	на все	1	5
94	лишь в	5	5
95	его в	4	5
96	и без	2	5
97	что с	3	5
98	в то	12	5
99	как будто	7	5
100	по сравнению	1	5
101	в пользу	1	5
102	в его	22	5
103	потому что	12	5
104	и их	1	5
105	у него	4	5
106	далеко не	3	5
107	ничем не	1	5
108	другой стороны	3	5
109	по своему	3	5
110	быть и	2	5
111	и для	8	5
112	и от	5	5
113	одним из	1	4
114	в такой	3	4
115	и то	3	4
116	народ и	1	4
117	то же	14	4
118	мы уже	6	4
119	та же	2	4
120	между собой	1	4
121	что его	3	4
122	отношение к	6	4
123	хотя и	3	4
124	ни один	1	4
125	он не	15	4
126	всех этих	2	4
127	из них	5	4
128	должно быть	3	4
129	в их	1	4
130	оказывается что	1	4
131	признать что	2	4
132	тем не	2	4
133	том же	1	4
134	из которых	1	4
135	связи с	1	4
136	тех кто	1	4
137	в дальнейшем	1	4
138	никогда не	8	4
139	на вопрос	4	4
140	выше и	1	4
141	и у	5	4
142	в виде	4	4
143	не так	1	4
144	в конце	5	4
145	а с	3	4
146	которых мы	2	4
147	конце концов	3	4
148	не могут	1	4
149	самого себя	2	4
150	этом случае	2	4
151	мы должны	5	4
152	ибо в	2	4
153	хотя бы	5	4
154	вопрос о	2	3
155	но даже	1	3
156	в данном	1	3
157	еще больше	1	3
158	что по	1	3
159	и наконец	5	3
160	к которой	1	3
161	в нем	19	3
162	и по	1	3
163	и может	1	3
164	чтобы все	2	3
165	это не	5	3
166	в жизни	2	3
167	с тем	5	3
168	и того	2	3
169	одного и	1	3
170	в этих	1	3
171	что если	1	3
172	таким же	1	3
173	даже в	5	3
174	освободиться от	1	3
175	что их	1	3
176	образом в	1	3
177	в разных	1	3
178	во всем	3	3
179	что оно	2	3
180	как для	2	3
181	и это	4	3
182	то ни	4	3
183	данном случае	1	3
184	жизнь и	2	3
185	и вообще	2	3
186	с одной	1	3
187	тот же	2	3
188	в эти	2	3
189	конечно не	2	3
190	в начале	4	3
191	и других	1	3
192	каждый из	2	3
193	отличие от	2	3
194	прежде всего	15	3
195	а наоборот	1	3
196	же не	2	3
197	ко всем	1	3
198	и потому	2	3
199	мы сказали	1	3
200	сейчас же	1	3
201	случаях когда	1	3
202	что только	1	3
203	не то	2	3
204	от него	6	3
205	бы в	3	3
206	только что	3	3
207	а в	5	3
208	ту же	1	2
209	тех же	1	2
210	в котором	3	2
211	и до	1	2
212	можно лишь	2	2
213	что эти	1	2
214	входящих в	1	2
215	по его	1	2
216	также и	1	2
217	время от	2	2
218	почти все	2	2
219	в сущности	11	2
220	так чтобы	3	2
221	с ее	3	2
222	и ее	2	2
223	мы и	2	2
224	в ней	3	2
225	свою очередь	1	2
226	от себя	6	2
227	бы то	4	2
228	тем как	1	2
229	во всяком	5	2
230	друг к	1	2
231	к такому	1	2
232	но как	4	2
233	в сторону	2	2
234	вступают в	1	2
235	него с	1	2
236	что они	6	2
237	то в	2	2
238	и там	1	2
239	но на	4	2
240	вследствие этого	2	2
241	этот процесс	1	2
242	он все	3	2
243	он должен	2	2
244	из него	1	2
245	а затем	1	2
246	что такой	1	2
247	же касается	1	2
248	конечно в	2	2
249	к другу	1	2
250	то есть	1	2
251	как тот	1	2
252	только одно	1	2
253	в них	2	2
254	нет в	2	2
255	со своими	1	2
256	мы видели	3	2
257	такой же	3	2
258	в один	1	2
259	в эту	1	2
260	которую он	1	2
261	давно уже	1	2
262	никто не	1	2
263	на месте	1	2
264	от времени	2	2
265	в которых	2	2
266	он тоже	1	2
267	над всеми	1	2
268	и более	1	2
269	том и	1	2
270	тому что	2	2
271	она не	1	2
272	этими двумя	2	2
273	тогда когда	1	2
274	одна из	1	2
275	на него	7	2
276	в процессе	1	2
277	в основе	1	2
278	говорить о	3	2
279	все без	2	2
280	только не	1	2
281	и весь	1	2
282	этих двух	1	2
283	на этом	4	2
284	ему и	1	2
285	заключает в	1	2
286	доказать что	1	2
287	что на	1	2
288	в среде	1	2
289	это конечно	1	2
290	о них	2	2
291	должен быть	1	2
292	как мы	7	2
293	как не	1	2
294	особенности которые	1	2
295	в себя	1	2
296	и сам	5	2
297	что у	6	2
298	на нее	2	2
299	те же	2	2
300	из одного	1	2
301	при том	1	2
302	все его	2	2
303	в виду	3	2
304	а к	2	2
305	сводится к	3	2
306	именно потому	2	2
307	в другом	8	2
308	же время	12	2
309	все в	1	2
310	к нему	14	2
311	в ту	1	2
312	для самого	1	2
313	было бы	2	2
314	лишь о	3	2
315	но так	3	2
316	но с	2	2
317	и так	5	2
318	между этими	1	2
319	жизни и	3	2
320	эти черты	1	2
321	ни было	4	2
322	рано или	1	2
323	для него	13	2
324	всяком случае	5	2
325	вовсе не	11	2
326	к той	1	2
327	и только	2	2
328	не было	2	2
329	или поздно	1	2
330	себя и	8	2
331	борьба за	1	2
332	одну из	1	2
333	отнюдь не	2	2
334	него в	1	2
335	независимо от	1	2
336	но не	4	2
337	что же	8	2
338	этого слова	7	2
339	с этой	2	2
340	но для	3	2
341	в отдельных	1	2
342	которые будут	1	2
343	с уже	2	2
344	с ними	6	2
345	между ними	1	2
346	не знает	6	2
347	возможно лишь	1	2
348	в свою	1	2
349	ко всему	1	2
350	два человека	1	2
351	всех тех	2	2
352	себя как	2	1
353	я и	2	1
354	от этой	2	1
355	например в	2	1
356	он может	2	1
357	ее до	1	1
358	силы и	1	1
359	лучше всех	1	1
360	это и	2	1
361	сама себя	1	1
362	ему что	1	1
363	в первом	1	1
364	из его	4	1
365	ведь и	3	1
366	все те	2	1
367	высшей степени	3	1
368	причиной и	1	1
369	собою в	1	1
370	той же	2	1
371	отношения к	1	1
372	а как	2	1
373	выше в	1	1
374	и тут	2	1
375	целиком а	1	1
376	образованного человека	1	1
377	благодаря тому	1	1
378	время как	1	1
379	на себя	1	1
380	я не	7	1
381	похожи на	1	1
382	хотя конечно	1	1
383	начала в	1	1
384	зависимости от	1	1
385	собою и	4	1
386	в дело	1	1
387	к своему	5	1
388	школу или	1	1
389	и самого	1	1
390	с народом	1	1
391	на них	5	1
392	он сам	5	1
393	всем этим	2	1
394	себя а	1	1
395	это действительно	2	1
396	с его	6	1
397	бы не	2	1
398	другом они	1	1
399	заключают в	1	1
400	друг на	2	1
401	него все	1	1
402	его душе	1	1
403	себе и	5	1
404	близости к	1	1
405	нет и	3	1
406	можно представить	1	1
407	такой постановки	1	1
408	которому вы	1	1
409	в центре	1	1
410	как в	4	1
411	есть они	1	1
412	тем с	1	1
413	перед нами	1	1
414	и как	3	1
415	как всякая	1	1
416	его к	3	1
417	часть этого	1	1
418	и отчасти	1	1
419	и хотя	1	1
420	в этот	2	1
421	от самого	1	1
422	и кто	1	1
423	себе как	2	1
424	а во-вторых	1	1
425	бы с	2	1
426	он в	4	1
427	еще далеко	2	1
428	является лишь	1	1
429	хотя мы	1	1
430	во многих	1	1
431	не могла	1	1
432	на его	4	1
433	главным образом	1	1
434	принять ее	1	1
435	но именно	2	1
436	после этого	1	1
437	раз навсегда	1	1
438	раз когда	1	1
439	одному из	1	1
440	роли в	1	1
441	когда все	2	1
442	в узком	1	1
443	идеи и	1	1
444	к одному	3	1
445	и вот	5	1
446	еще одной	1	1
447	его можно	1	1
448	лишь с	1	1
449	без исключения	3	1
450	эта же	1	1
451	одно и	1	1
452	всех отношениях	1	1
453	тут не	3	1
454	в каждом	3	1
455	больше всего	1	1
456	здесь мы	1	1
457	хочет чтобы	2	1
458	круг в	1	1
459	несколько иной	1	1
460	а его	1	1
461	зрения на	1	1
462	знает что	3	1
463	входит в	2	1
464	это было	3	1
465	тут надо	1	1
466	с другими	4	1
467	или просто	1	1
468	он есть	2	1
469	каждого из	1	1
470	лишь на	2	1
471	делает его	1	1
472	кажется что	2	1
473	по всему	2	1
474	само собою	1	1
475	слиться с	1	1
476	рядом с	4	1
477	она и	1	1
478	на второй	1	1
479	разобранные нами	1	1
480	но лишь	1	1
481	этого не	3	1
482	на друга	2	1
483	которой он	2	1
484	и согласно	1	1
485	этом я	1	1
486	такою же	1	1
487	остается в	2	1
488	их на	1	1
489	не мог	5	1
490	другим или	1	1
491	бы на	1	1
492	в своей	3	1
493	что такое	2	1
494	можно найти	1	1
495	этого необходимо	2	1
496	как все	1	1
497	его мнению	1	1
498	свой смысл	1	1
499	что я	15	1
500	образом весь	1	1
501	и создавать	1	1
502	и другого	3	1
503	из области	1	1
504	никто и	1	1
505	наконец как	1	1
506	но он	3	1
507	друг другу	4	1
508	не поймет	1	1
509	по крайней	3	1
510	и эти	1	1
511	их в	3	1
512	в корне	1	1
513	однако в	2	1
