N	2gram	Propp_Isto_7	Marksizm
1	точки зрения	4	34
2	может быть	14	26
3	и не	4	26
4	не может	14	24
5	с точки	1	20
6	и в	24	19
7	и его	3	19
8	таким образом	7	17
9	в этом	12	16
10	как бы	4	15
11	как мы	3	13
12	прежде всего	2	13
13	как и	6	12
14	и пр	1	12
15	так и	5	11
16	связи с	3	11
17	самом деле	1	10
18	в нем	6	10
19	ни было	1	10
20	в самом	2	10
21	только в	6	9
22	бы то	1	8
23	все же	9	8
24	не только	21	8
25	при этом	4	8
26	то ни	1	8
27	друг друга	2	8
28	до сих	2	8
29	но и	11	8
30	сих пор	3	8
31	то что	7	8
32	во всех	7	7
33	в ее	2	7
34	но в	5	7
35	все эти	2	7
36	то же	8	7
37	в каждом	1	7
38	бытия в	1	7
39	а не	8	7
40	в связи	2	7
41	так же	6	7
42	кроме того	3	6
43	мы не	4	6
44	в науке	1	6
45	ничего не	5	6
46	и здесь	12	6
47	в его	1	6
48	в том	7	6
49	в основном	2	6
50	другой стороны	8	6
51	того же	2	6
52	конечно не	2	5
53	входит в	1	5
54	рядом с	1	5
55	не в	9	5
56	те же	1	5
57	как ее	1	5
58	и все	6	5
59	этот вопрос	2	5
60	ясно что	1	5
61	в начале	1	5
62	в конце	3	5
63	вовсе не	4	5
64	с другой	9	5
65	именно в	1	5
66	мы знаем	2	5
67	и потому	1	5
68	хотя бы	1	5
69	к этому	2	5
70	оно может	1	4
71	вопрос о	3	4
72	и на	2	4
73	как такой	2	4
74	как в	12	4
75	и тот	2	4
76	здесь мы	5	4
77	не будет	2	4
78	было бы	2	4
79	не столько	3	4
80	не менее	5	4
81	по себе	1	4
82	в ней	1	4
83	еще не	8	4
84	только на	2	4
85	от того	1	4
86	для того	1	4
87	далеко не	1	4
88	с этим	2	4
89	в данном	4	4
90	что же	1	4
91	в условиях	1	4
92	тот же	2	4
93	а в	10	4
94	и эта	2	4
95	сказать что	2	4
96	что в	13	4
97	формы и	1	3
98	он может	4	3
99	и есть	1	3
100	между двумя	1	3
101	не имеют	2	3
102	а как	1	3
103	теперь мы	1	3
104	в большинстве	1	3
105	по отношению	1	3
106	один и	1	3
107	и как	1	3
108	и к	1	3
109	в которой	2	3
