N	3gram	Propp_Isto_5	PoTuStor
1	с точки зрения	1	6
2	на самом деле	1	4
3	с самого начала	1	4
4	до сих пор	2	3
5	во всяком случае	1	3
6	не может быть	3	3
7	может быть это	1	3
8	можно сказать что	1	3
9	так же как	3	2
10	в самом деле	1	2
11	о том что	4	2
12	сводится к следующему	1	1
13	уже знаем что	1	1
14	мы здесь имеем	2	1
15	а иногда и	1	1
16	ничего не говорит	1	1
17	не дает нам	1	1
18	в нем и	3	1
19	подобно тому как	1	1
20	другими словами мы	1	1
21	а потом и	1	1
22	же как и	2	1
23	в свою противоположность	2	1
24	конечно не может	1	1
25	совершенно так же	1	1
26	еще совершенно не	1	1
27	но мы знаем	1	1
28	с этой точки	1	1
29	вместе с тем	6	1
30	только для того	1	1
31	в данном случае	2	1
32	что может быть	1	1
33	с одной стороны	7	1
34	все что есть	1	1
35	в связи с	4	1
36	первый и основной	1	1
37	может быть сделан	1	1
38	однако сказать что	1	1
39	с ним и	1	1
40	но вместе с	3	1
41	себе но оно	1	1
42	в том что	2	1
43	этой точки зрения	1	1
44	и таким образом	2	1
45	для нас очень	1	1
46	ее не только	1	1
47	на наших глазах	1	1
48	в мифах и	1	1
49	может быть речи	1	1
50	мы знаем что	4	1
51	в том смысле	1	1
52	и что он	1	1
53	друг с другом	2	1
54	мы уже знаем	1	1
55	для того чтобы	3	1
56	и входит в	1	1
57	мы увидим что	1	1
58	как мы знаем	1	1
59	что мы здесь	1	1
60	один из корней	1	1
61	мы еще не	1	1
