N	2gram	Vygotskiy__1	Otkroven
1	у него	1	22
2	и в	23	19
3	но и	14	13
4	и не	9	13
5	в этом	17	12
6	не в	4	11
7	не только	16	11
8	может быть	14	11
9	а не	3	11
10	человека и	3	10
11	вопрос о	7	10
12	в нем	1	10
13	и все	5	10
14	в самой	1	9
15	прежде всего	10	9
16	к человеку	1	9
17	не было	1	9
18	никогда не	2	9
19	потому что	6	9
20	он всегда	1	7
21	в его	14	7
22	он не	5	7
23	лишь в	6	7
24	до конца	1	7
25	как и	14	6
26	все это	6	6
27	до самого	1	5
28	в том	24	5
29	в самом	7	5
30	в этой	7	5
31	для него	2	5
32	о его	1	5
33	а в	2	5
34	то что	17	5
35	с его	4	4
36	все эти	4	4
37	его мысли	2	4
38	в самую	1	4
39	что не	1	4
40	не может	12	4
41	того чтобы	17	4
42	человек и	1	4
43	и мысли	2	4
44	и его	6	4
45	что в	14	4
46	только и	1	4
47	о том	6	3
48	еще не	1	3
49	было бы	4	3
50	того что	15	3
51	когда он	2	3
52	что он	7	3
53	и ее	7	3
54	в себе	6	3
55	о природе	4	3
56	и вот	2	3
57	для того	15	3
58	что человек	1	3
59	это не	1	3
60	мысли и	6	3
61	могут быть	3	3
62	как бы	11	3
63	и от	3	3
64	в этих	2	3
65	хотя бы	4	3
66	в своих	5	3
67	все что	1	3
68	и с	9	2
69	из всего	1	2
70	и то	3	2
71	в ее	2	2
72	что у	2	2
73	так и	5	2
74	его не	3	2
75	настолько же	1	2
76	по себе	5	2
77	вместо того	2	2
78	и на	8	2
79	что и	1	2
80	что они	3	2
81	в истории	1	2
82	как к	1	2
83	в своем	3	2
84	все же	3	2
85	сразу же	1	2
86	вопросом о	1	2
87	и к	4	2
88	не очень	1	2
89	и потому	2	2
90	при чтении	1	2
91	должен был	1	2
92	в которой	3	2
93	он в	3	2
94	учение о	3	2
95	так что	1	2
96	уже в	3	2
97	с чем	1	2
98	о которой	1	2
99	что для	5	2
100	одно из	2	2
101	которую он	1	2
102	много раз	1	2
103	так как	7	2
104	и никогда	1	2
105	тем что	6	2
106	в других	1	2
107	в другом	7	2
108	и из	1	2
109	сказать что	11	2
110	с тем	7	2
111	должно быть	2	2
112	том что	21	2
113	ко всем	3	2
114	человека к	2	2
115	к этому	4	2
116	что же	1	2
117	не могли	2	2
118	ничего кроме	2	2
119	не имеет	2	2
120	и для	1	2
121	ничего не	3	2
122	природы в	1	2
123	потребность в	1	2
124	в своей	4	2
125	что все	4	2
126	всего в	2	2
127	к этой	1	2
128	хотя и	2	2
129	ее в	2	2
130	но в	5	2
131	о судьбе	2	1
132	смысле слова	3	1
133	нет такого	1	1
134	и это	3	1
135	отношения к	3	1
136	также и	1	1
137	например в	1	1
138	лишь после	2	1
139	и действительно	1	1
140	связана с	2	1
141	в виду	1	1
142	сам по	3	1
143	не могу	3	1
144	на самом	1	1
145	этой другой	1	1
146	кто хочет	1	1
147	но тем	2	1
148	между двумя	2	1
149	чего не	1	1
150	и до	2	1
151	не имеют	1	1
152	в силе	1	1
153	быть осуществлено	1	1
154	и больше	1	1
155	можно было	3	1
156	из всех	2	1
157	не с	2	1
158	есть не	2	1
159	собой в	1	1
160	в борьбе	1	1
161	из которой	2	1
162	им самим	1	1
163	мы не	7	1
164	ту же	1	1
165	по сравнению	6	1
166	связан с	5	1
167	если бы	5	1
168	и делают	1	1
169	в сущности	6	1
170	находится в	1	1
171	не вполне	1	1
172	бы даже	1	1
173	жизни как	1	1
174	основание своей	1	1
175	другом месте	6	1
176	себе что	1	1
177	но к	1	1
178	не исчезнет	1	1
179	в ней	1	1
180	на примере	2	1
181	и что	5	1
182	это потому	1	1
183	все его	1	1
184	и нигде	1	1
185	вопросу о	1	1
186	во внешнем	1	1
187	самом деле	3	1
188	которого не	1	1
189	и вопрос	1	1
190	но не	4	1
191	которых в	1	1
192	то он	1	1
193	физически и	1	1
194	сравнению с	5	1
195	в новом	3	1
196	но нет	1	1
197	нуждается в	2	1
198	себе и	2	1
199	говорит он	15	1
200	в форме	1	1
201	вообще и	1	1
202	все время	6	1
203	и я	2	1
204	отношение человека	1	1
205	но сам	1	1
206	что во	1	1
207	в одной	3	1
208	как в	4	1
209	друг к	1	1
210	что как	2	1
211	как например	1	1
212	в частности	2	1
213	он что	2	1
214	что нет	1	1
215	один из	2	1
216	остается до	2	1
217	к удовлетворению	1	1
218	что только	1	1
219	сознания в	2	1
220	и как	5	1
221	раскрыть в	1	1
222	от этого	2	1
223	психологии и	1	1
224	то в	1	1
225	за собой	2	1
226	может привести	2	1
227	который в	3	1
228	не хочет	1	1
229	бы и	2	1
230	что это	3	1
231	между этими	6	1
232	вопрос об	6	1
233	представляет собой	11	1
234	не оставляет	1	1
235	со всеми	2	1
236	в эти	1	1
237	первый период	1	1
238	бы самый	1	1
239	человека с	2	1
240	с одного	1	1
241	с какой	1	1
242	путь которым	1	1
243	с их	1	1
244	чувств и	1	1
245	уже не	2	1
246	ее как	1	1
247	на то	5	1
248	самой мысли	1	1
249	исследование в	1	1
250	что она	4	1
251	и других	3	1
252	у самого	1	1
253	речи и	28	1
254	из них	1	1
255	нам все	1	1
256	что сама	1	1
257	от которого	1	1
258	ключ к	2	1
259	мир в	1	1
260	был бы	2	1
261	он должен	2	1
262	чем у	1	1
263	к одному	1	1
264	всегда оказывается	1	1
265	в силу	6	1
266	в одном	4	1
267	месте и	2	1
268	вовсе не	3	1
269	мысли как	3	1
270	само по	1	1
271	из него	1	1
272	показал что	1	1
273	этом отношении	4	1
274	от того	6	1
275	лишь к	1	1
276	в совершенно	1	1
277	и даже	2	1
278	со стороны	1	1
279	к другу	2	1
280	самим собой	1	1
281	заключается в	8	1
282	главное и	1	1
283	а именно	1	1
284	своих целей	1	1
285	он ни	1	1
286	с той	2	1
287	у многих	1	1
288	а это	1	1
289	и кто	1	1
290	этим именем	1	1
291	в жизни	1	1
292	в это	1	1
293	не нужна	1	1
294	во внутренней	1	1
295	и пр	2	1
296	в них	2	1
297	этого слова	4	1
298	а с	4	1
299	на этот	3	1
300	всегда и	3	1
301	а ведь	1	1
302	о чем	2	1
303	строгом смысле	1	1
304	только несколько	1	1
305	ведет к	1	1
306	в чистом	1	1
307	стороны с	1	1
308	нисколько не	1	1
309	под влиянием	2	1
310	в одно	1	1
311	и ему	1	1
312	я хочу	1	1
313	ум его	1	1
314	связь с	1	1
315	сторона его	1	1
316	начиная с	2	1
317	все основные	2	1
318	и без	1	1
319	как это	2	1
320	в котором	4	1
321	в строгом	1	1
322	оказывается что	1	1
323	что говорит	2	1
324	психология не	2	1
325	и сделали	1	1
326	этих словах	1	1
327	одном из	2	1
328	смысле этого	3	1
329	мысли есть	1	1
330	что было	1	1
331	всяком случае	3	1
332	и более	5	1
333	в конце	2	1
334	друг с	4	1
335	что сам	1	1
336	представляется ему	1	1
337	распадается на	1	1
338	и менее	1	1
339	это вопрос	2	1
340	для тех	1	1
341	в отношении	10	1
342	и здесь	1	1
343	отличается от	1	1
344	она не	3	1
345	всего его	3	1
346	мысли в	5	1
347	в какую-то	1	1
348	дело в	2	1
349	того как	2	1
350	одну его	1	1
351	ближе к	2	1
352	она должна	4	1
353	этими двумя	2	1
354	со всей	4	1
355	в процессе	8	1
356	указать на	1	1
357	есть путь	1	1
358	он указывает	1	1
359	не существует	1	1
360	может служить	1	1
361	в силах	1	1
362	бы в	5	1
363	говорит в	1	1
364	по своей	5	1
365	ни к	1	1
366	во всем	3	1
367	свою мысль	1	1
368	вот что	1	1
369	его положительной	1	1
370	в сознании	1	1
371	заключает в	1	1
372	отношении к	1	1
373	его лишь	1	1
374	как будто	1	1
375	всех тех	5	1
376	иначе чем	2	1
377	с другом	4	1
378	всему этому	1	1
379	не быть	1	1
380	от всех	3	1
381	совершенно не	1	1
382	природе и	2	1
383	к его	2	1
384	разум и	1	1
385	и заключается	1	1
386	ставит в	1	1
387	чтобы сделать	1	1
388	та же	1	1
389	сила и	1	1
390	жизни и	2	1
391	это так	1	1
392	бы он	2	1
393	во всяком	3	1
394	указывает на	2	1
395	а ее	1	1
396	множества в	1	1
397	указал на	1	1
