N	2gram	Vygotskiy__1	EvropaiE
1	и в	31	37
2	в пределах	1	25
3	точки зрения	15	23
4	что в	23	21
5	не только	13	18
6	с точки	2	17
7	в то	5	16
8	то же	5	15
9	хотя бы	1	15
10	в своем	3	14
11	но в	3	14
12	в качестве	2	14
13	но и	2	14
14	и не	16	14
15	в этом	12	12
16	в их	1	11
17	в области	11	11
18	в том	30	11
19	с и	5	10
20	так и	3	10
21	отнюдь не	6	9
22	в себе	4	9
23	только в	14	9
24	прежде всего	4	9
25	не может	17	9
26	так же	12	9
27	т е	3	9
28	в ее	5	8
29	думать что	1	8
30	было бы	6	8
31	в своей	3	8
32	к тому	4	8
33	между тем	4	8
34	с одной	5	8
35	одной стороны	6	8
36	а также	1	7
37	того что	10	7
38	так как	18	7
39	с другой	5	7
40	как и	16	7
41	по своему	1	7
42	может быть	22	6
43	и на	1	6
44	во всех	1	6
45	стороны и	3	6
46	на то	10	6
47	то есть	26	6
48	том что	16	6
49	того чтобы	7	6
50	вслед за	6	6
51	вовсе не	6	6
52	для того	6	6
53	и даже	6	6
54	как бы	5	6
55	с этой	4	6
56	то что	32	6
57	же как	4	5
58	которую мы	1	5
59	столь же	4	5
60	но не	3	5
61	не в	11	5
62	и по	3	5
63	к которым	3	5
64	но если	1	5
65	тем самым	2	5
66	этих областей	1	5
67	как мы	2	5
68	одной из	1	5
69	со стороны	4	5
70	в частности	3	5
71	и потому	2	5
72	в той	1	5
73	этой точки	5	5
74	то в	1	4
75	мы не	12	4
76	вопрос о	3	4
77	в полной	1	4
78	но даже	2	4
79	в ней	1	4
80	независимо от	2	4
81	в самом	11	4
82	во многих	1	4
83	несмотря на	5	4
84	чем в	1	4
85	лежат в	1	4
86	даже в	2	4
87	в процессе	5	4
88	в направлении	1	4
89	бы то	1	4
90	по себе	9	4
91	можно сказать	1	4
92	именно в	1	4
93	ни было	1	4
94	само по	5	4
95	как это	4	4
96	для нас	5	4
97	сказать что	7	4
98	в каком	2	4
99	в применении	2	3
100	идет о	2	3
101	из всех	2	3
102	бы и	2	3
103	в деле	1	3
104	того же	2	3
105	время в	1	3
106	как в	9	3
107	когда он	2	3
108	и к	3	3
109	себе не	3	3
110	или иную	1	3
111	представляет собой	2	3
112	в известном	2	3
113	мы можем	4	3
114	не будет	3	3
115	не дает	2	3
116	и мы	1	3
117	этом смысле	2	3
118	и тем	2	3
119	в них	2	3
120	с тем	3	3
121	мы видели	2	3
122	она в	2	3
123	в которых	3	3
124	можно ли	2	3
125	дело в	1	3
126	никогда не	8	3
127	потому что	10	3
128	заключает в	1	3
129	уже и	2	3
130	ли это	2	3
131	во все	1	3
132	бы ни	2	3
133	о том	7	3
134	что и	13	3
135	отметить что	2	3
136	и только	3	3
137	известном смысле	1	3
138	в стороне	1	3
139	всяком случае	6	3
140	этот факт	1	3
141	в данной	1	3
142	из них	2	3
143	ту или	2	3
144	очевидно что	6	3
145	в известной	1	3
146	к ним	2	3
147	на долю	2	3
148	этом отношении	2	3
149	в свою	1	3
150	говорит о	2	3
151	там где	4	3
152	применении к	2	3
153	не является	5	3
154	и для	5	3
155	и от	2	3
156	в результате	4	3
157	жизни в	1	3
158	в психологии	6	3
159	как на	3	3
160	в таком	3	3
161	во всяком	8	3
162	и наиболее	1	2
163	и то	2	2
164	по преимуществу	1	2
165	что эти	3	2
166	ведь и	1	2
167	должна быть	3	2
168	и этот	1	2
169	с в	3	2
170	есть не	2	2
171	что если	1	2
172	именно к	1	2
173	которое в	1	2
174	между собой	1	2
175	совершенно прав	2	2
176	но как	2	2
177	точка зрения	4	2
178	в сторону	1	2
179	и чем	1	2
180	же мало	1	2
181	с этим	3	2
182	хотя и	3	2
183	целый ряд	6	2
