N	3gram	Tiupa_Hudo_1	FransuaR
1	то же время	8	9
2	в то же	8	9
3	в том что	6	6
4	в этом отношении	3	5
5	но в то	3	5
6	в связи с	3	5
7	а также и	1	4
8	до известной степени	1	4
9	на самом деле	1	4
10	потому что он	1	3
11	до сих пор	2	3
12	здесь не в	1	3
13	в нем не	1	3
14	связи с этим	2	3
15	дело здесь не	1	2
16	то же самое	1	2
17	сих пор еще	1	2
18	напоминает нам о	1	2
19	в одной из	1	2
20	с точки зрения	3	2
21	в отличие от	1	2
22	жизни и смерти	3	2
23	можно было бы	4	2
24	о том как	2	2
25	же как и	1	2
26	в данном случае	1	2
27	мы уже говорили	1	2
28	не может быть	2	2
29	как бы в	1	2
30	друг с другом	1	2
31	не только для	1	2
32	том что в	2	1
33	в стороне от	1	1
34	по отношению к	8	1
35	в самом деле	4	1
36	в ней есть	1	1
37	как и все	1	1
38	и в то	1	1
39	прежде всего его	1	1
40	что он не	2	1
41	и та же	1	1
42	лицо его было	1	1
43	по своему содержанию	1	1
44	на самом же	1	1
45	в частности к	1	1
46	к жизни и	2	1
47	не похожи на	1	1
48	в это время	1	1
49	в значительной степени	2	1
50	здесь нет и	1	1
51	и что в	1	1
52	в себя и	1	1
53	говорили что на	1	1
54	том как он	1	1
55	для всего мира	2	1
56	самом же деле	1	1
57	в следующей главе	3	1
58	это были две	1	1
59	так и в	1	1
60	как и в	3	1
61	в свою очередь	1	1
62	одна и та	1	1
63	о том что	9	1
64	ничего общего с	1	1
65	в конечном счете	2	1
66	и в самом	3	1
67	не было ни	1	1
68	друг от друга	1	1
69	нас в том	1	1
70	тем не менее	3	1
71	в предыдущей главе	3	1
72	так и ее	1	1
73	в своей жизни	1	1
