N	3gram	Nazirov_Tv_1	Problema
1	о том что	5	9
2	в том что	6	8
3	в связи с	1	7
4	в конце концов	1	6
5	тем не менее	2	5
6	с другой стороны	1	5
7	по крайней мере	2	4
8	что иное как	1	3
9	в настоящее время	1	3
10	точно так же	2	3
11	на первом плане	2	3
12	вместе с тем	1	3
13	с одной стороны	1	3
14	который в своей	1	3
15	в русской литературе	2	3
16	можно сказать что	2	3
17	не что иное	1	3
18	это уже не	2	2
19	дело в том	3	2
20	по отношению к	1	2
21	равно как и	1	2
22	до сих пор	1	2
23	бы то ни	1	2
24	то и другое	1	2
25	в данном случае	2	2
26	он видит в	1	2
27	хотя и не	1	1
28	нет не только	1	1
29	таким образом уже	1	1
30	вслед за ними	1	1
31	чуть ли не	1	1
32	на самом деле	2	1
33	как и его	1	1
34	человеком а каким-то	1	1
35	потому что не	1	1
36	в одной из	2	1
37	на краю бездны	1	1
38	просто не был	1	1
39	он говорит о	1	1
40	с большим трудом	1	1
41	больше не будет	2	1
42	а не то	1	1
43	в наше время	2	1
44	и перешел к	1	1
45	но это не	1	1
46	и учение о	1	1
47	ту или иную	1	1
48	не человеком а	1	1
49	он вовсе не	1	1
50	не в его	1	1
51	но в то	4	1
52	не только в	2	1
53	то ни было	1	1
54	на первый взгляд	1	1
55	далеко не сразу	1	1
56	друг на друга	1	1
57	и как бы	1	1
58	у него не	1	1
59	перед тем как	1	1
60	человека но и	1	1
61	что у него	1	1
62	бросается в глаза	1	1
63	у него и	1	1
64	только я не	1	1
65	то же время	12	1
66	по себе а	1	1
67	мы находим у	1	1
68	у него есть	1	1
69	с самого начала	3	1
70	и превращается в	1	1
71	заслуживает особого внимания	1	1
72	в то же	13	1
73	и бессмертие души	1	1
74	и все же	3	1
75	к тому же	1	1
76	в бытность свою	1	1
77	и т д	1	1
78	в ту эпоху	2	1
