N	2gram	Potebnia_M_1	Istorich
1	и в	39	26
2	так как	21	18
3	мы имеем	1	14
4	никогда не	4	13
5	потому что	52	13
6	и на	1	12
7	в этом	15	12
8	таким образом	13	12
9	в том	26	12
10	что в	22	12
11	мы видели	4	11
12	может быть	27	11
13	связь с	2	11
14	и т	6	10
15	не только	21	10
16	том что	16	10
17	в образе	1	10
18	с другой	7	10
19	и не	18	10
20	еще не	6	9
21	что он	1	9
22	но и	20	9
23	и это	3	8
24	все эти	1	8
25	все же	6	8
26	в нем	20	8
27	т д	4	8
28	на том	1	8
29	с ним	3	8
30	вместе с	8	8
31	другой стороны	5	8
32	например в	1	7
33	но в	9	7
34	мы можем	2	7
35	и его	5	7
36	о том	2	7
37	с одной	3	7
38	уже не	2	7
39	у него	1	7
40	превращается в	1	7
41	одной стороны	3	7
42	мы не	10	6
43	как в	10	6
44	как он	1	6
45	так в	1	6
46	и с	3	6
47	в виде	1	6
48	то что	10	6
49	и там	1	6
50	в более	4	6
51	не может	22	6
52	то же	6	5
53	в ней	7	5
54	эти представления	1	5
55	не будет	2	5
56	как и	9	5
57	и эти	1	5
58	и что	10	5
59	в то	4	5
60	то это	5	5
61	так и	13	5
62	нас к	1	5
63	в его	5	5
64	мы видим	4	5
65	только в	25	5
66	тем что	9	5
67	у нас	2	5
68	там где	4	5
69	его в	1	5
70	на небе	1	5
71	как мы	2	4
72	с его	1	4
73	что оно	2	4
74	но как	3	4
75	из этих	4	4
76	на его	1	4
77	после этого	2	4
78	и по	6	4
79	это не	7	4
80	и тем	3	4
81	с тем	5	4
82	не всегда	1	4
83	совершенно ясно	1	4
84	что и	6	4
85	в других	2	4
86	до сих	1	4
87	прежде всего	4	4
88	зависит от	5	4
89	как бы	6	4
90	сих пор	1	4
91	но это	5	4
92	все что	2	4
93	же как	1	3
94	и то	3	3
95	там же	9	3
96	должна быть	3	3
97	ее к	1	3
98	видели что	1	3
99	независимо от	6	3
100	когда он	1	3
